decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G668-D001	aeky	MEASURE	PRODUCTIVE_COMPOUND	einen Teil bis zur Mittelstufe erhitzen und abschließen	A_PART_OR_LINK+E_MIDDLE+K_HOT+Y_START_OR_CLOSE	leicht erhitzter gleicher Anteil	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V45_REPLACEABLE
G668-D002	teolshy	ACTION	PRODUCTIVE_COMPOUND	Drogenstoff bis zur Mittelstufe abkühlen, einweichen und abschließen	T_COLD+E_MIDDLE+OL_MATERIAL+SH_MOIST+Y_START_OR_CLOSE	leicht angefeuchteter kalter Drogenstoff	1	1	1	1	1	TEOLSHY_ACTION	LOW_EXPLORATORY	ACCEPT_V45_REPLACEABLE
G668-D003	cheoraiin	MEASURE	PRODUCTIVE_COMPOUND	drei Portionen bis zur Mittelstufe getrockneter Droge	CH_DRY+E_MIDDLE+OR_PORTION+AIIN_III	Trockenportion der dritten Stufe	3	3	3	0	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V45_REPLACEABLE
G668-D004	okairy	FRACTION	PRODUCTIVE_COMPOUND	zweite Fraktion des erhitzten Ansatzes abschließen	O_PREP+K_HOT+AIR_FRACTION_II+Y_START_OR_CLOSE	leicht erhitzte Ansatzfraktion II	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V45_REPLACEABLE
G668-D005	ycheedy	ACTION	PRODUCTIVE_COMPOUND	trockne hiervon vollständig und stelle es fertig	Y_REFERENCE+CH_DRY+EE_END+DY_FINISHED	vollständig getrocknete Droge dieser Zubereitung	7	7	7	4	5	YCHEEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V45_REPLACEABLE
G668-D006	cheary	FRACTION	PRODUCTIVE_COMPOUND	erste Fraktion bis zur Mittelstufe trocknen und abschließen	CH_DRY+E_MIDDLE+AR_FRACTION_I+Y_START_OR_CLOSE	mäßig getrocknete Fraktion I	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V45_REPLACEABLE
G668-D007	shedain	MEASURE	PRODUCTIVE_COMPOUND	zwei Dosen bis zur Mittelstufe eingeweichter Droge	SH_MOIST+E_MIDDLE+D_MEASURE+AIN_II	eingeweichte Droge auf Dosisstufe II	12	12	9	8	8	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V45_REPLACEABLE
G668-D008	chcthor	HERB	PRODUCTIVE_COMPOUND	eine Portion getrocknete Krautdroge	CH_DRY+CTH_HERB+OR_PORTION	eine Portion Krautdroge trocknen	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V45_REPLACEABLE
G668-D009	lkeeol	WOOD	PRODUCTIVE_COMPOUND	Holzdrogenstoff vollständig erhitzen	L_WOOD+K_HOT+EE_END+OL_MATERIAL	vollständig erhitzter Holzdrogenauszug	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V45_REPLACEABLE
G668-D010	polchdy	POWDER	PRODUCTIVE_COMPOUND	Pulverstoff trocknen und fertigstellen	P_POWDER+OL_MATERIAL+CH_DRY+DY_FINISHED	fertig getrocknetes Pulverpräparat	2	2	2	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V45_REPLACEABLE
G668-D011	pchodain	MEASURE	PRODUCTIVE_COMPOUND	zwei Dosen getrockneten Pulveransatzes abmessen	P_POWDER+CH_DRY+O_PREP+D_MEASURE+AIN_II	Pulveransatz auf Trockenstufe II	3	3	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V45_REPLACEABLE
G668-D012	ykeedan	MEASURE	PRODUCTIVE_COMPOUND	erhitze hiervon vollständig und miss eine Dosis I ab	Y_REFERENCE+K_HOT+EE_END+D_MEASURE+AN_I	vollständig erhitzte Dosis I dieser Droge	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V45_REPLACEABLE
G668-D013	loar	FRACTION	PRODUCTIVE_COMPOUND	erste Fraktion eines Holzdrogenansatzes	L_WOOD+O_PREP+AR_FRACTION_I	Holzdroge als Ansatzfraktion I	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V45_REPLACEABLE
