rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	0	f102v1	f102v1.14	P	A	1	5	5	1	0	1	0	1.000000	4	4	1	0	chor cheor ckhey oteol aeky	Pflanzen-/Reproduktionsteil | trockener Drogenteil | Arzneikompositum in der Gradmitte | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | einen Teil bis zur Mittelstufe erhitzen und abschließen	V13:PART_OR_FORM | GDT642:ROUND_02 | GDT652:STRONG_NEUTRAL_CKH_FAMILY | GDT667:EXACT_WHOLE:oteol | GDT668:EXACT_WHOLE:aeky	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Pflanzenteil; trockener Drogenteil; Arzneikompositum in der Gradmitte; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; einen Teil bis zur Mittelstufe erhitzen und abschließen
2	0	f103r	f103r.10	S	B	3	14	14	2	0	4	0	1.000000	10	10	1	0	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain	Grad-/Maßwert III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | zwei Teile Ansatz | Grundansatz bis zur mittleren Heizstufe erwärmt | trocken; nominal trockenes Gut/Material | ein Maß heißen Ansatzes | trocken-kalte gebundene Form | feucht in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad III | feucht in der Mitte des Grades, abgeschlossen | Drogenstoff bis zur Mittelstufe abkühlen, einweichen und abschließen | kalter Ansatz am Ende des Grades, abgeschlossen | Samenportion | Menge-/Klassenwert II	V13:CONTEXTUAL_VALUE_SERIES | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT667:EXACT_WHOLE:oain | GDT664:EXACT_WHOLE:okeol | V13:DRY_OL_FORM | GDT664:EXACT_WHOLE:okam | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | GDT668:EXACT_WHOLE:teolshy | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | V13:VALUE_MINIM_SERIES	KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	drei Maße; Grundansatz; zwei Teile Ansatz; Grundansatz bis zur mittleren Heizstufe erwärmt; Trockengut; ein Maß heißen Ansatzes; trocken-kalte gebundene Form; bis zur mittleren Einweichstufe gebracht; kalt im Zubereitungsrahmen, Grad III; bis zur mittleren Einweichstufe gebracht; Drogenstoff bis zur Mittelstufe abkühlen, einweichen und abschließen; Ansatz auf Kühlendstufe abgeschlossen; Samenportion; zwei Teile
3	0	f104v	f104v.31	S	B	3	9	9	1	0	4	0	1.000000	5	6	1	0	y cheoraiin cthey chol sheody qokair qoeey cheey lkeedy	Eintrag: | drei Portionen bis zur Mittelstufe getrockneter Droge | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | trocken; nominal trockenes Gut/Material | angefeuchteter Ansatz, abgeschlossen | erhitze die zweite Fraktion | nimm die Endportion hinzu | trocken am Ende des Grades | Drogenholz, heiß am Gradende, abgeschlossen	GDT659:Y_BOS_ENTRY | GDT668:EXACT_WHOLE:cheoraiin | GDT638:ROUND_03 | V13:DRY_OL_FORM | GDT661:EXACT_WHOLE:sheody | GDT667:EXACT_WHOLE:qokair | GDT664:EXACT_WHOLE:qoeey | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:lkeedy	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Eintrag: drei Portionen bis zur Mittelstufe getrockneter Droge; Krautdroge, Form I; Blatt-/Krautdroge, Form I; Trockengut; angefeuchteter Ansatz, abgeschlossen; erhitze die zweite Fraktion; nimm die Endportion hinzu; vollständig getrocknet; Drogenholz, heiß am Gradende, abgeschlossen
4	0	f105v	f105v.9	S	B	3	14	14	4	0	4	0	1.000000	10	10	1	0	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam	Drogenholz, trocken gebunden, Form II | nimm eine Charge der letzten Stufe | hierzu: | Grad-/Maßwert III | zweite Fraktion des erhitzten Ansatzes abschließen | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen | Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen | kalt-trockener Ansatz in der Mitte des Grades | Grad-/Maßwert III | Drogenportion | Wurzel | Rohstoffklasse II | Pfund / Gewichtseinheit | ein Maß heißen Ansatzes	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT667:EXACT_WHOLE:qoeees | GDT659:Y_MEDIAL_RIGHT_REFERENCE | V13:CONTEXTUAL_VALUE_SERIES | GDT668:EXACT_WHOLE:okairy | GDT647:FAMILY_MIGRATION | GDT652:PROVISIONAL_LOW_N_BOUNDARY_COMPOUND | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT654:REVISE_AMBIGUOUS_TO_EXACT | GDT661:R_BODY | GDT655:NEW_EXACT_WHOLE | GDT663:L_FREE_WEIGHT_SIGLUM:NONE | GDT664:EXACT_WHOLE:okam	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Drogenholz, trocken gebunden, Form II; nimm eine Charge der letzten Stufe; hierzu: drei Maße; zweite Fraktion des erhitzten Ansatzes abschließen; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen; Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen; kalt-trockener Ansatz in der Mitte des Grades; drei Maße; Drogenportion; Wurzel; Rohstoff II; ein Pfund; ein Maß heißen Ansatzes
5	0	f107r	f107r.3	S	B	3	8	8	1	0	1	0	1.000000	7	7	1	0	olcheey cheos qokeeey ycheedy qotain ykain okeey raiin	Holzdrogenansatz vollständig trocknen | Charge eines mitteltrockenen Ansatzes | stark erhitzt, Endstufe III | trockne hiervon vollständig und stelle es fertig | kalt im qo-Rahmen, Grad II | erhitze hiervon auf Stufe II | heißer Ansatz am Ende des Grades | Wurzel, Typ/Charge III	GDT665:EXACT_WHOLE:olcheey | GDT667:EXACT_WHOLE:cheos | GDT662:EXACT_WHOLE:qokeeey | GDT668:EXACT_WHOLE:ycheedy | V13:QUALITY_DEGREE_SERIES | GDT664:EXACT_WHOLE:ykain | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Holzdrogenansatz vollständig trocknen; Charge eines mitteltrockenen Ansatzes; erhitze bis Endstufe III; trockne hiervon vollständig und stelle es fertig; kalt im qo-Rahmen, Grad II; erhitze hiervon auf Stufe II; Ansatz auf Heizendstufe; Wurzel, Typ/Charge III
6	0	f107v	f107v.39	S	B	3	10	10	1	0	4	0	1.000000	6	6	1	0	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y	heiß im Zubereitungsrahmen, Grad II | trockener Drogenteil | heiße Drogenbasis, Stufe III | zwei Teile Ansatz | erste Fraktion bis zur Mittelstufe trocknen und abschließen | Wurzel, Typ/Charge III | erhitzter Ansatz in Zubereitungsform III | Zubereitungsdosis III | heiß, Grad III, im Ansatzrahmen | Eintrag abgeschlossen	V13:QUALITY_DEGREE_SERIES | GDT642:ROUND_02 | GDT663:EXACT_WHOLE:olkaiin | GDT667:EXACT_WHOLE:oain | GDT668:EXACT_WHOLE:cheary | V13:SCOPED_CONCRETE_HEAD_FORM | GDT666:EXACT_WHOLE:okoiin | GDT648:STRICT_WHOLE_COMPLETION | V13:TARGET_SURFACE_DEFAULT | GDT659:Y_EOS_CLOSE	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	heiß im Zubereitungsrahmen, Grad II; trockener Drogenteil; Holzdrogenansatz auf Heizstufe III; zwei Teile Ansatz; erste Fraktion bis zur Mittelstufe trocknen und abschließen; Wurzel, Typ/Charge III; erhitzter Ansatz in Zubereitungsform III; Zubereitungsdosis III; Ansatz auf Heizstufe III.
7	0	f108v	f108v.32	S	B	3	10	10	1	0	2	0	1.000000	8	8	1	0	dain shedain qokedar olkeedy qokeedy shedy chedar chedy oteedy qokam	Grad-/Maßwert II | zwei Dosen bis zur Mittelstufe eingeweichter Droge | erhitze bis zur Mittelstufe und miss die erste Fraktion ab | Holzdrogenansatz vollständig erhitzt und abgeschlossen | heiß am Ende des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | abgemessene Trockenfraktion I, Mittelstufe | trocken in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades, abgeschlossen | nimm ein Maß und erhitze es	V13:CONTEXTUAL_VALUE_SERIES | GDT668:EXACT_WHOLE:shedain | GDT667:EXACT_WHOLE:qokedar | GDT664:EXACT_WHOLE:olkeedy | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT663:EXACT_WHOLE:chedar | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT664:EXACT_WHOLE:qokam	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	zwei Maße; zwei Dosen bis zur Mittelstufe eingeweichter Droge; erhitze bis zur Mittelstufe und miss die erste Fraktion ab; Holzdrogenansatz vollständig erhitzt und abgeschlossen; bis zur Heizendstufe gebracht; bis zur mittleren Einweichstufe gebracht; abgemessene Trockenfraktion I, Mittelstufe; bis zur mittleren Trockenstufe gebracht; Ansatz auf Kühlendstufe abgeschlossen; nimm ein Maß und erhitze es
8	1	f10v	f10v.2	H	A	1	9	9	4	0	0	0	1.000000	9	9	1	1	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	Grad-/Maßwert II | Grad-/Maßwert III | Arzneikompositum am Gradanfang | eine Portion getrocknete Krautdroge | trockene Zubereitungsform III | kühle Folgendes ab | Trockenansatz, Dosis III | CTH-Drogenmaterial | Menge/Portion III	V13:CONTEXTUAL_VALUE_SERIES | V13:CONTEXTUAL_VALUE_SERIES | GDT652:STRONG_NEUTRAL_CKH_FAMILY | GDT668:EXACT_WHOLE:chcthor | GDT638:ROUND_02 | GDT667:QOT_ACTION:NONE | GDT664:EXACT_WHOLE:chodaiin | V13:TARGET_SURFACE_DEFAULT | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	zwei Maße; drei Maße; Arzneikompositum am Gradanfang; eine Portion getrocknete Krautdroge; trockene Zubereitungsform III; kühle Folgendes ab; Trockenansatz, Dosis III; Krautdroge; Menge/Portion III
9	0	f111r	f111r.8	S	B	3	12	12	3	0	2	0	1.000000	10	10	1	0	daiin o chedain daiin cheedy qokeey qokedy chy otshedy lkeeol lkeey qotchdy	Grad-/Maßwert III | Ansatzwasser | zwei Dosen bis zur Mittelstufe getrockneter Droge | Grad-/Maßwert III | trocken am Ende des Grades, abgeschlossen | heiß am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades | kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen | Holzdrogenstoff vollständig erhitzen | Drogenholz, heiß am Gradende | kalt und trocken am Anfang des Grades, abgeschlossen	V13:CONTEXTUAL_VALUE_SERIES | GDT664:O_FREE_ANSATZWASSER:NONE | GDT667:EXACT_WHOLE:chedain | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT668:EXACT_WHOLE:lkeeol | GDT661:EXACT_WHOLE:lkeey | GDT647:FAMILY_MIGRATION	KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	drei Maße; Ansatzwasser; zwei Dosen bis zur Mittelstufe getrockneter Droge; drei Maße; vollständig getrocknet; bis zur Heizendstufe; bis zur mittleren Heizstufe gebracht; angetrocknet; kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen; Holzdrogenstoff vollständig erhitzen; Drogenholz, heiß am Gradende; kalt und angetrocknet
10	0	f112r	f112r.19	S	B	3	12	12	0	0	7	0	1.000000	5	5	1	0	polchdy o l otal y raiin sheky qeey qokey qokeey qoky am	Pulverstoff trocknen und fertigstellen | Grundansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Eintragsteil abgeschlossen | Wurzel, Typ/Charge III | bis zur Mittelstufe einweichen, erhitzen und abschließen | nimm die Endportion hinzu | heiß in der Mitte des Grades | heiß am Ende des Grades | heiß am Anfang des Grades | Maßeinheit I	GDT668:EXACT_WHOLE:polchdy | GDT664:O_READER_MERGE_RIGHT_KNOWN:ol | GDT663:L_READER_MERGE_LEFT:ol | GDT656:REVISE_AL_QUALITY_MODEL | GDT659:Y_MEDIAL_LEFT_CLOSE | V13:SCOPED_CONCRETE_HEAD_FORM | GDT667:EXACT_WHOLE:sheky | GDT665:EXACT_WHOLE:qeey | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT661:EXACT_WHOLE:am	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE	Pulverstoff trocknen und fertigstellen; Grundansatz; Rohstoff I, leicht gekühlt im Ansatz; Wurzel, Typ/Charge III; bis zur Mittelstufe einweichen, erhitzen und abschließen; nimm die Endportion hinzu; bis zur mittleren Heizstufe; bis zur Heizendstufe; leicht erhitzt; Maßeinheit I
