teaching_unit_id	event_id	locus	surface	batch_id	position_in_batch	visual_role	cautious_visible_material_class_de	spoken_local_name_de	species_name	textual_batch_heading	image_url	image_sha256
D001	P912-E2362	f88r.1	otorchety	UPPER_SIX	1	INGREDIENT_LABEL	blasses vielzehiges Wurzelbündel	TOP_01	NONE	NONE__VESSEL_IS_SILENT_BATCH_OWNER	https://collections.library.yale.edu/iiif/2/1037112/full/2000,/0/default.jpg	aa266580695fc4a84cd031015c56f51f1b6ce807b6998c6ef4b8b68bae11983b
D002	P912-E2363	f88r.2	osal	UPPER_SIX	2	INGREDIENT_LABEL	schmale dunkle Spindelwurzel	TOP_02	NONE	NONE__VESSEL_IS_SILENT_BATCH_OWNER	https://collections.library.yale.edu/iiif/2/1037112/full/2000,/0/default.jpg	aa266580695fc4a84cd031015c56f51f1b6ce807b6998c6ef4b8b68bae11983b
D003	P912-E2364	f88r.3	orald	UPPER_SIX	3	INGREDIENT_LABEL	gebundenes helles Faserwurzelbündel	TOP_03	NONE	NONE__VESSEL_IS_SILENT_BATCH_OWNER	https://collections.library.yale.edu/iiif/2/1037112/full/2000,/0/default.jpg	aa266580695fc4a84cd031015c56f51f1b6ce807b6998c6ef4b8b68bae11983b
D004	P912-E2365	f88r.4	oldar	UPPER_SIX	4	INGREDIENT_LABEL	dicke braune verzweigte Knollenwurzel	TOP_04	NONE	NONE__VESSEL_IS_SILENT_BATCH_OWNER	https://collections.library.yale.edu/iiif/2/1037112/full/2000,/0/default.jpg	aa266580695fc4a84cd031015c56f51f1b6ce807b6998c6ef4b8b68bae11983b
D005	P912-E2366	f88r.5	otoky	UPPER_SIX	5	INGREDIENT_LABEL	heller Knotenkopf mit Schlingwurzeln	TOP_05	NONE	NONE__VESSEL_IS_SILENT_BATCH_OWNER	https://collections.library.yale.edu/iiif/2/1037112/full/2000,/0/default.jpg	aa266580695fc4a84cd031015c56f51f1b6ce807b6998c6ef4b8b68bae11983b
D006	P912-E2367	f88r.6	otaly	UPPER_SIX	6	INGREDIENT_LABEL	einzelnes lanzettliches Blatt	TOP_06	NONE	NONE__VESSEL_IS_SILENT_BATCH_OWNER	https://collections.library.yale.edu/iiif/2/1037112/full/2000,/0/default.jpg	aa266580695fc4a84cd031015c56f51f1b6ce807b6998c6ef4b8b68bae11983b
D007	P912-E2415	f88r.12	otaldy	MIDDLE_SIX	1	INGREDIENT_LABEL	kräftiger gegabelter Wurzelstock mit Blattkrone	MID_01	NONE	NONE__VESSEL_IS_SILENT_BATCH_OWNER	https://collections.library.yale.edu/iiif/2/1037112/full/2000,/0/default.jpg	aa266580695fc4a84cd031015c56f51f1b6ce807b6998c6ef4b8b68bae11983b
D008	P912-E2416	f88r.13	oram	MIDDLE_SIX	2	INGREDIENT_LABEL	schmale braune Hänge- oder Spindelwurzel	MID_02	NONE	NONE__VESSEL_IS_SILENT_BATCH_OWNER	https://collections.library.yale.edu/iiif/2/1037112/full/2000,/0/default.jpg	aa266580695fc4a84cd031015c56f51f1b6ce807b6998c6ef4b8b68bae11983b
D009	P912-E2417	f88r.14	dary	MIDDLE_SIX	3	INGREDIENT_LABEL	aufrechter grüner gezähnter Pflanzenkörper mit Wurzelbüschel	MID_03	NONE	NONE__VESSEL_IS_SILENT_BATCH_OWNER	https://collections.library.yale.edu/iiif/2/1037112/full/2000,/0/default.jpg	aa266580695fc4a84cd031015c56f51f1b6ce807b6998c6ef4b8b68bae11983b
D010	P912-E2418	f88r.15	okol	MIDDLE_SIX	4	INGREDIENT_LABEL	heller gefasster Faserwurzelstock	MID_04	NONE	NONE__VESSEL_IS_SILENT_BATCH_OWNER	https://collections.library.yale.edu/iiif/2/1037112/full/2000,/0/default.jpg	aa266580695fc4a84cd031015c56f51f1b6ce807b6998c6ef4b8b68bae11983b
