edition	model	at	word	kind	patient	patient_word	polarity	before	after	status	hot_to_warm
ZL3b	NRC	ZL3b|f75v.43|G006	qokeey	ACTION			POSITIVE	UNKNOWN	UNKNOWN	MISSING_PATIENT	False
ZL3b	NRC	ZL3b|f75v.43|G009	chey	ACTION			POSITIVE	UNKNOWN	UNKNOWN	NOT_A_THERMAL_ACTION	False
ZL3b	NRC	ZL3b|f75v.43|G011	dy	QUALITY			POSITIVE	UNKNOWN	UNKNOWN	NOT_A_THERMAL_ACTION	False
ZL3b	NRC	ZL3b|f75v.45|G008	qokeey	ACTION	ZL3b|f75v.45|G002	qokar	POSITIVE	warm	hot	ASSIGNED	False
ZL3b	NRC	ZL3b|f75v.45|G009	qokeey	ACTION	ZL3b|f75v.45|G002	qokar	POSITIVE	hot	hot	ASSIGNED	False
ZL3b	NRC	ZL3b|f75v.45|G011	qoky	ACTION	ZL3b|f75v.45|G002	qokar	POSITIVE	hot	warm	ASSIGNED	True
ZL3b	NRC	ZL3b|f75v.45|G012	dy	QUALITY	ZL3b|f75v.45|G002	qokar	POSITIVE	warm	warm	NOT_A_THERMAL_ACTION	False
ZL3b	AMV	ZL3b|f75v.43|G006	qokeey	ACTION			POSITIVE	UNKNOWN	UNKNOWN	MISSING_PATIENT	False
ZL3b	AMV	ZL3b|f75v.43|G011	dy	QUALITY			NEGATIVE	UNKNOWN	UNKNOWN	NOT_A_THERMAL_ACTION	False
ZL3b	AMV	ZL3b|f75v.44|G003	sheckhy	ACTION	ZL3b|f75v.44|G002	ol	POSITIVE	UNKNOWN	UNKNOWN	NOT_A_THERMAL_ACTION	False
ZL3b	AMV	ZL3b|f75v.45|G008	qokeey	ACTION	ZL3b|f75v.45|G002	qokar	POSITIVE	warm	hot	ASSIGNED	False
ZL3b	AMV	ZL3b|f75v.45|G009	qokeey	ACTION	ZL3b|f75v.45|G002	qokar	POSITIVE	hot	hot	ASSIGNED	False
ZL3b	AMV	ZL3b|f75v.45|G011	qoky	ACTION	ZL3b|f75v.45|G002	qokar	POSITIVE	hot	warm	ASSIGNED	True
ZL3b	AMV	ZL3b|f75v.45|G012	dy	QUALITY	ZL3b|f75v.45|G002	qokar	POSITIVE	warm	warm	NOT_A_THERMAL_ACTION	False
ZL3b	AMV	ZL3b|f75v.46|G003	sheckhy	ACTION	ZL3b|f75v.45|G002	qokar	POSITIVE	warm	warm	NOT_A_THERMAL_ACTION	False
IT2a	NRC	IT2a|f75v.43|G007	qokeey	ACTION	IT2a|f75v.43|G006	shey	POSITIVE	UNKNOWN	hot	ASSIGNED	False
IT2a	NRC	IT2a|f75v.43|G010	chey	ACTION	IT2a|f75v.43|G006	shey	POSITIVE	hot	hot	NOT_A_THERMAL_ACTION	False
IT2a	NRC	IT2a|f75v.43|G012	dy	QUALITY	IT2a|f75v.43|G006	shey	POSITIVE	hot	hot	NOT_A_THERMAL_ACTION	False
IT2a	NRC	IT2a|f75v.45|G008	qokeey	ACTION	IT2a|f75v.45|G002	qokar	POSITIVE	warm	hot	ASSIGNED	False
IT2a	NRC	IT2a|f75v.45|G009	qokeey	ACTION	IT2a|f75v.45|G002	qokar	POSITIVE	hot	hot	ASSIGNED	False
IT2a	NRC	IT2a|f75v.45|G011	qoky	ACTION	IT2a|f75v.45|G002	qokar	POSITIVE	hot	warm	ASSIGNED	True
IT2a	NRC	IT2a|f75v.45|G012	dy	QUALITY	IT2a|f75v.45|G002	qokar	POSITIVE	warm	warm	NOT_A_THERMAL_ACTION	False
IT2a	NRC	IT2a|f75v.48|G001	qokeor	ACTION	IT2a|f75v.47|G009	qokar	POSITIVE	warm	hot	ASSIGNED	False
IT2a	AMV	IT2a|f75v.43|G007	qokeey	ACTION	IT2a|f75v.43|G006	shey	POSITIVE	UNKNOWN	hot	ASSIGNED	False
IT2a	AMV	IT2a|f75v.43|G012	dy	QUALITY	IT2a|f75v.43|G006	shey	NEGATIVE	hot	hot	NOT_A_THERMAL_ACTION	False
IT2a	AMV	IT2a|f75v.44|G003	sheckhy	ACTION	IT2a|f75v.44|G002	ol	POSITIVE	UNKNOWN	UNKNOWN	NOT_A_THERMAL_ACTION	False
IT2a	AMV	IT2a|f75v.45|G008	qokeey	ACTION	IT2a|f75v.45|G002	qokar	POSITIVE	warm	hot	ASSIGNED	False
IT2a	AMV	IT2a|f75v.45|G009	qokeey	ACTION	IT2a|f75v.45|G002	qokar	POSITIVE	hot	hot	ASSIGNED	False
IT2a	AMV	IT2a|f75v.45|G011	qoky	ACTION	IT2a|f75v.45|G002	qokar	POSITIVE	hot	warm	ASSIGNED	True
IT2a	AMV	IT2a|f75v.45|G012	dy	QUALITY	IT2a|f75v.45|G002	qokar	POSITIVE	warm	warm	NOT_A_THERMAL_ACTION	False
IT2a	AMV	IT2a|f75v.46|G003	sheckhy	ACTION	IT2a|f75v.45|G002	qokar	POSITIVE	warm	warm	NOT_A_THERMAL_ACTION	False
IT2a	AMV	IT2a|f75v.48|G001	qokeor	ACTION	IT2a|f75v.47|G009	qokar	POSITIVE	warm	hot	ASSIGNED	False
