path	expected_sha256	purpose
experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/PAGE_ALLOWLIST.tsv	f0def5a04bd91443cf4770c78f1b67e62cac2060627d8de38faba27899188483	inherited 179-page boundary
transcription/voynich_zl3b_tokens.tsv	6a061a26edc05ff37dc386c2215774c229a5ff087d3091e68bdd4983a6c007aa	guarded ZL3b token reconstruction
transcription/voynich_cross_transcription_lines.tsv	ff3a4559004a29764c60102326de154b29fbba06a2a206bdd76d7feda432e16c	guarded three-reader line reconstruction
transcription/voynich_zl3b_lines.tsv	7520dd4c11f4d23c8492e4b2a52cc0fcbda6d9fc88a96ead8f1c31081a4d7ed2	guarded line metadata
experiments/yolo/gdt734_v99r7_recurrent_unknown_family_dispatch/artifacts/V99R7_32339_COMPACT_CELL_REGISTER.tsv	47e8c7375503c2af7c95049392660de23556993ef78c1f24a10af6d9d7a1ed3c	current complete-cell cache
experiments/yolo/gdt734_v99r7_recurrent_unknown_family_dispatch/artifacts/V99R7_1606_COMPLETE_WORD_CONFIDENCE.tsv	9646b8960840f0a6bb10985f0f9d7eef1237725f0763b712a96f0190aeaf7816	clean complete-whole pool
experiments/yolo/gdt739_twelve_whole_local_dimension_dispatch/src/ANCHOR_AXIS_SPECS.tsv	0561329a79ce6c32e8eea4ca58a38e5a5f9602bf181beb79d741543b95aa2b53	semantic-axis patterns
experiments/yolo/gdt754_active_productive_compound_provenance_sieve/artifacts/PROVENANCE_SIEVE_172_DECISIONS.tsv	25f2af6f38af1b8aee8fb2d6160f2742ab28ec71e704b51df3daf6d03251718d	later provenance sanitation
experiments/yolo/gdt768_chor_shor_part_identity_tournament/artifacts/GDT768_6_WORKING_DICTIONARY.tsv	2c9c805b12aa1adf1b858b8e4c6355a1b30ebbc85f0b4d0f74578a4a4a6ccde9	later concrete whole display override
experiments/yolo/gdt781_ol_remaining_23_exploratory_whole_projection/artifacts/GDT781_23_SELECTED_ATLAS.tsv	9b7026e64499bf952ab6d84554c5d60c20ad05f99278841df8e1057250bfaa40	fixed chsky target span
experiments/yolo/gdt781_ol_remaining_23_exploratory_whole_projection/artifacts/GDT781_23_RECURRENCE_EVIDENCE_CARDS.tsv	aedb745fa1d253305dc551828509890fafa1fd5c5ad20c9bf59c43ede8e58466	parent chsky card
experiments/yolo/gdt781_ol_remaining_23_exploratory_whole_projection/artifacts/GDT781_RAW_COMPLETE_WHOLE_ANALOGY_RELATIONS.tsv	a42a22c9a80b9997f1a17e35e1d6766915ce97a8f28a66939e413f367eaa5445	four parent analogy donors
experiments/yolo/gdt782_recurrent_six_target_external_field_adjudication/artifacts/GDT782_376_RENDERER.tsv	c9774c4282b3b3885d8d8325e53a961d30899a28188e470894edbf7ec810e232	byte-logical parent renderer
experiments/yolo/gdt782_recurrent_six_target_external_field_adjudication/artifacts/RESULT.json	29f59ba0bda382584c813f38c1466122968eb7638be0797385cc630a46e8c2ad	parent renderer totals
experiments/yolo/gdt782_recurrent_six_target_external_field_adjudication/src/run.py	94b15ffaa293ea0dc55b7467fbada2c0d9bd0e9c636070d3e93b6857491389cc	reused locked cache and clean-pool reconstruction helpers
experiments/yolo/gdt622_clm667_temperament_codebook/artifacts/SOURCE_OBSERVATIONS.tsv	bd0329ce4b8a1364b725325f00cee4630cb9d897bb3ca1758c9c12a00a479e83	bound historical optional-quality census
experiments/yolo/gdt626_mobile_operation_lexicon/artifacts/HISTORICAL_NUMERAL_COMPARATORS.tsv	873372b70d9707efa9b214877d3c311baa0c8a00bedd19b764c5ebf30c556210	bound circa-1400 and early-15th-century comparators
