array_index	array_id	physical_folio	page	unit	slot_count	transcribed_slots	absent_slots	unreadable_or_other_slots	neutral_unit_description	canvas_ids	formal_access_state	review_state	author_visible_start_candidate	author_visible_direction	ordered_label_ownership_state	eligible_authorial_start_direction	directed_edges_licensed	review_note	reviewer_provenance	automated_visual_method
1	SCARR001|f67r1|D1	f67	f67r1	D1	12	12	0	0	Radial labels in circle sectors.	1006194	SEALED	DISTINCT_START_MARKER_NO_DIRECTION	1	0	NOT_ASSESSED_DIRECTION_ABSENT	0	0	A decorated square in the adjacent text ring fixes a conspicuous sector boundary; no arrowhead or other author-visible direction is present.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	NONE
2	SCARR002|f67r2|M1	f67	f67r2	M1	7	7	0	0	Circle of seven labels above some of the moons.	1006194	SEALED	DISTINCT_START_MARKER_NO_DIRECTION	1	0	NOT_ASSESSED_DIRECTION_ABSENT	0	0	A dotted radial line from the central figure fixes a conspicuous boundary used by the source census; clockwise order is editorial, not visibly directed.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	NONE
3	SCARR003|f67r2|M2	f67	f67r2	M2	12	12	0	0	Circle of 12 labels under the moons.	1006194	SEALED	DISTINCT_START_MARKER_NO_DIRECTION	1	0	NOT_ASSESSED_DIRECTION_ABSENT	0	0	A dotted radial line fixes a conspicuous boundary used by the source census; no author-visible direction distinguishes the two cyclic orientations.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	NONE
4	SCARR004|f67r2|M3	f67	f67r2	M3	7	7	0	0	Circle of 8 labels around central star/flower.	1006194	SEALED	DISTINCT_START_MARKER_NO_DIRECTION	1	0	NOT_ASSESSED_DIRECTION_ABSENT	0	0	A dotted radial tail fixes a conspicuous boundary used by the source census; no arrowhead or visible direction is present.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	NONE
5	SCARR005|f67v2|M1	f67	f67v2	M1	4	3	0	1	Labels inside the circles at the four corners.	1006195	SEALED	NO_AUTHORIAL_START_OR_DIRECTION	0	0	NOT_ASSESSED_DIRECTION_ABSENT	0	0	Focused review found ordinary radial/cyclic layout, figures, stars, sectors, or color variation but no singular author-visible start and no arrowhead or other independent direction marker.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	NONE
6	SCARR006|f67v2|E1	f67	f67v2	E1	4	4	0	0	Radial titles inside large circle, reading inwards.	1006195	SEALED	NO_AUTHORIAL_START_OR_DIRECTION	0	0	NOT_ASSESSED_DIRECTION_ABSENT	0	0	Focused review found ordinary radial/cyclic layout, figures, stars, sectors, or color variation but no singular author-visible start and no arrowhead or other independent direction marker.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	NONE
7	SCARR007|f67v1|X1	f67	f67v1	X1	12	12	0	0	Band of framed labels around the diagram.	1006195	SEALED	DISTINCT_START_MARKER_NO_DIRECTION	1	0	NOT_ASSESSED_DIRECTION_ABSENT	0	0	A double ray and wide-gap boundary visibly distinguish a sector break; no visible direction selects clockwise versus counterclockwise order.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	NONE
8	SCARR008|f68r1|S1	f68	f68r1	S1	29	29	0	0	Labels on 29 stars.	1006196	SEALED	NO_AUTHORIAL_START_OR_DIRECTION	0	0	NOT_ASSESSED_DIRECTION_ABSENT	0	0	Focused review found ordinary radial/cyclic layout, figures, stars, sectors, or color variation but no singular author-visible start and no arrowhead or other independent direction marker.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	NONE
9	SCARR009|f68r2|S1	f68	f68r2	S1	24	24	0	0	Labels on 25 stars inside diagram.	1006196	SEALED	NO_AUTHORIAL_START_OR_DIRECTION	0	0	NOT_ASSESSED_DIRECTION_ABSENT	0	0	Focused review found ordinary radial/cyclic layout, figures, stars, sectors, or color variation but no singular author-visible start and no arrowhead or other independent direction marker.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	NONE
10	SCARR010|f68r3|S1	f68	f68r3	S1	11	11	0	0	Labels on stars in sectors.	1006196	SEALED	NO_AUTHORIAL_START_OR_DIRECTION	0	0	NOT_ASSESSED_DIRECTION_ABSENT	0	0	Focused review found ordinary radial/cyclic layout, figures, stars, sectors, or color variation but no singular author-visible start and no arrowhead or other independent direction marker.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY_WITH_PRIOR_PAGE_EXPOSURE	NONE
