page	physical_folio	canvas_id	canvas_label	canvas_width	canvas_height	image_service_id	review_image_url	mapping_basis	formal_access_state
f67r1	f67	1006194	67r	4972	3738	https://collections.library.yale.edu/iiif/2/1006194	https://collections.library.yale.edu/iiif/2/1006194/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f67r2	f67	1006194	67r	4972	3738	https://collections.library.yale.edu/iiif/2/1006194	https://collections.library.yale.edu/iiif/2/1006194/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f67v1	f67	1006195	67v	5059	3753	https://collections.library.yale.edu/iiif/2/1006195	https://collections.library.yale.edu/iiif/2/1006195/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f67v2	f67	1006195	67v	5059	3753	https://collections.library.yale.edu/iiif/2/1006195	https://collections.library.yale.edu/iiif/2/1006195/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f68r1	f68	1006196	68r	7993	3828	https://collections.library.yale.edu/iiif/2/1006196	https://collections.library.yale.edu/iiif/2/1006196/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f68r2	f68	1006196	68r	7993	3828	https://collections.library.yale.edu/iiif/2/1006196	https://collections.library.yale.edu/iiif/2/1006196/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f68r3	f68	1006196	68r	7993	3828	https://collections.library.yale.edu/iiif/2/1006196	https://collections.library.yale.edu/iiif/2/1006196/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f68v2	f68	1006197	68v	8135	3843	https://collections.library.yale.edu/iiif/2/1006197	https://collections.library.yale.edu/iiif/2/1006197/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f69r	f69	1006198	69r	2793	3763	https://collections.library.yale.edu/iiif/2/1006198	https://collections.library.yale.edu/iiif/2/1006198/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f69v	f69	1006199	69v and 70r	8886	3876	https://collections.library.yale.edu/iiif/2/1006199	https://collections.library.yale.edu/iiif/2/1006199/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f70r1	f70	1006199	69v and 70r	8886	3876	https://collections.library.yale.edu/iiif/2/1006199	https://collections.library.yale.edu/iiif/2/1006199/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f70v1	f70	1006200	70v (part)	3945	3772	https://collections.library.yale.edu/iiif/2/1006200	https://collections.library.yale.edu/iiif/2/1006200/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f70v1	f70	1006201	70v (part)	2979	3700	https://collections.library.yale.edu/iiif/2/1006201	https://collections.library.yale.edu/iiif/2/1006201/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f70v2	f70	1006200	70v (part)	3945	3772	https://collections.library.yale.edu/iiif/2/1006200	https://collections.library.yale.edu/iiif/2/1006200/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f70v2	f70	1006201	70v (part)	2979	3700	https://collections.library.yale.edu/iiif/2/1006201	https://collections.library.yale.edu/iiif/2/1006201/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f71r	f71	1006202	71r	2793	3762	https://collections.library.yale.edu/iiif/2/1006202	https://collections.library.yale.edu/iiif/2/1006202/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f71v	f71	1006203	71v and 72r	8865	3018	https://collections.library.yale.edu/iiif/2/1006203	https://collections.library.yale.edu/iiif/2/1006203/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f72r1	f72	1006203	71v and 72r	8865	3018	https://collections.library.yale.edu/iiif/2/1006203	https://collections.library.yale.edu/iiif/2/1006203/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f72r2	f72	1006203	71v and 72r	8865	3018	https://collections.library.yale.edu/iiif/2/1006203	https://collections.library.yale.edu/iiif/2/1006203/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
