edition	paragraph	grammar	model	operation	form	meaning	patient	patient_form	second	object	object_form	second_object	reference_changed	old_debts	remaining_non_type_debts	type_status	binary_self_relation	missing_reference	verb	gloss	extract_requirement	interpretation	row_status
ZL3b	f102v2|f102v2.30-f102v2.39	B	E	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.33:2	sho		False	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_NOT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	E	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.33:2	sho		False	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_NOT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	P	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.32:9	cheeor		True	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	P	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.32:9	cheeor		True	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	R	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.32:9	cheeor		True	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	R	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.32:9	cheeor		True	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	E	f102v2.36:9	qokeor	erhitze den Auszug	f102v2.35:9	qokeol		f102v2.35:9	qokeol		False	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	EXTRACT_NOT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	E	f102v2.36:9	qokeor	erhitze den Auszug	f102v2.35:9	qokeol		f102v2.35:9	qokeol		False	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	EXTRACT_NOT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	P	f102v2.36:9	qokeor	erhitze den Auszug	f102v2.35:9	qokeol		f102v2.35:9	qokeol		False	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	EXTRACT_NOT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	P	f102v2.36:9	qokeor	erhitze den Auszug	f102v2.35:9	qokeol		f102v2.35:9	qokeol		False	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	EXTRACT_NOT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	R	f102v2.36:9	qokeor	erhitze den Auszug	f102v2.35:9	qokeol		f102v2.35:9	qokeol		False	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	EXTRACT_NOT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	R	f102v2.36:9	qokeor	erhitze den Auszug	f102v2.35:9	qokeol		f102v2.35:9	qokeol		False	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	EXTRACT_NOT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	E	f102v2.38:4	qokeor	erhitze den Auszug	f102v2.38:7	sho		f102v2.33:2	sho		False	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.38:6	EXTRACT_NOT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	E	f102v2.38:4	qokeor	erhitze den Auszug	f102v2.38:7	sho		f102v2.33:2	sho		False	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.38:6	EXTRACT_NOT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	P	f102v2.38:4	qokeor	erhitze den Auszug	f102v2.38:7	sho		f102v2.32:9	cheeor		True	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.38:6	EXTRACT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	P	f102v2.38:4	qokeor	erhitze den Auszug	f102v2.38:7	sho		f102v2.32:9	cheeor		True	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.38:6	EXTRACT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	R	f102v2.38:4	qokeor	erhitze den Auszug	f102v2.38:7	sho		f102v2.35:9	qokeol		True	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.38:6	EXTRACT_NOT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	B	R	f102v2.38:4	qokeor	erhitze den Auszug	f102v2.38:7	sho		f102v2.35:9	qokeol		True	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.38:6	EXTRACT_NOT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	E	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.33:2	sho		False	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_NOT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	E	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.33:2	sho		False	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_NOT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	P	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.32:9	cheeor		True	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	P	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.32:9	cheeor		True	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	R	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.32:9	cheeor		True	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	R	f102v2.33:1	qokeor	erhitze den Auszug	f102v2.33:2	sho		f102v2.32:9	cheeor		True	EXTRACT_PATIENT_NOT_BOUND		EXTRACT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	E	f102v2.36:9	qokeor	erhitze den Auszug	f102v2.35:9	qokeol		f102v2.35:9	qokeol		False	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	EXTRACT_NOT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	E	f102v2.36:9	qokeor	erhitze den Auszug	f102v2.35:9	qokeol		f102v2.35:9	qokeol		False	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	EXTRACT_NOT_BOUND	False	False	G	erhitze	not_required	Authored assumption; fixed patient and object	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	J	P	f102v2.36:9	qokeor	erhitze den Auszug	f102v2.35:9	qokeol		f102v2.35:9	qokeol		False	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	EXTRACT_NOT_BOUND	False	False	X	erhitze den Auszug	required	Authored assumption; fixed patient and object	recorded
