verb	model	world	source_event	location	kind	form	changed_fields	E_object	new_object	E_before	new_before	E_after	new_after	E_status	new_status	E_origin	new_origin	row_status
G	E	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	8	f102v2.33:1	ACTION	qokeor	after,status,debts	f102v2.33:2	f102v2.33:2	{}	{}	{}	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	E	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	25	f102v2.36:9	ACTION	qokeor	after,status,debts	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	E	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	30	f102v2.38:7	MATERIAL	sho	before,after	f102v2.33:2	f102v2.33:2	{}	"{""PHYSICAL:thermal"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION			recorded
G	E	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	31	f102v2.38:4	ACTION	qokeor	before,after,status,debts	f102v2.33:2	f102v2.33:2	{}	"{""PHYSICAL:thermal"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	E	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	32	f102v2.38:5	QUALITY	okey	before,after,status,state_origin	f102v2.33:2	f102v2.33:2	{}	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	DIFFERENT_NOT_OPPOSED		f102v2.38:4	recorded
G	E	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	33	f102v2.38:8	ACTION	ykeey	before	f102v2.33:2	f102v2.33:2	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED			recorded
G	P	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	25	f102v2.36:9	ACTION	qokeor	after,status,debts	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	R	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	25	f102v2.36:9	ACTION	qokeor	after,status,debts	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	R	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	30	f102v2.38:7	MATERIAL	sho	before,after	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_REFERENCE	ASSUMED_REFERENCE			recorded
G	R	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	31	f102v2.38:4	ACTION	qokeor	before,after,status,debts	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	R	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	32	f102v2.38:5	QUALITY	okey	before,after,status,state_origin	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	MATCH	DIFFERENT_NOT_OPPOSED	f102v2.36:8	f102v2.38:4	recorded
G	R	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	33	f102v2.38:8	ACTION	ykeey	before	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED			recorded
G	E	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	8	f102v2.33:1	ACTION	qokeor	after,status,debts	f102v2.33:2	f102v2.33:2	{}	{}	{}	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	E	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	25	f102v2.36:9	ACTION	qokeor	after,status,debts	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	E	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	30	f102v2.38:7	MATERIAL	sho	before,after	f102v2.33:2	f102v2.33:2	{}	"{""PHYSICAL:thermal"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION			recorded
G	E	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	31	f102v2.38:4	ACTION	qokeor	before,after,status,debts	f102v2.33:2	f102v2.33:2	{}	"{""PHYSICAL:thermal"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	E	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	32	f102v2.38:5	QUALITY	okey	before,after,status,state_origin	f102v2.33:2	f102v2.33:2	{}	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	DIFFERENT_NOT_OPPOSED		f102v2.38:4	recorded
G	E	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	33	f102v2.38:8	ACTION	ykeey	before	f102v2.33:2	f102v2.33:2	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED			recorded
G	P	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	25	f102v2.36:9	ACTION	qokeor	after,status,debts	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	R	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	25	f102v2.36:9	ACTION	qokeor	after,status,debts	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	R	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	30	f102v2.38:7	MATERIAL	sho	before,after	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_REFERENCE	ASSUMED_REFERENCE			recorded
G	R	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	31	f102v2.38:4	ACTION	qokeor	before,after,status,debts	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	R	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	32	f102v2.38:5	QUALITY	okey	before,after,status,state_origin	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	MATCH	DIFFERENT_NOT_OPPOSED	f102v2.36:8	f102v2.38:4	recorded
G	R	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	33	f102v2.38:8	ACTION	ykeey	before	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED			recorded
G	E	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	8	f102v2.33:1	ACTION	qokeor	after,status,debts	f102v2.33:2	f102v2.33:2	{}	{}	{}	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	E	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	25	f102v2.36:9	ACTION	qokeor	after,status,debts	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	E	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	30	f102v2.38:7	MATERIAL	sho	before,after	f102v2.33:2	f102v2.33:2	{}	"{""PHYSICAL:thermal"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION			recorded
G	E	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	31	f102v2.38:4	ACTION	qokeor	before,after,status,debts	f102v2.33:2	f102v2.33:2	{}	"{""PHYSICAL:thermal"":""hot""}"	{}	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	E	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	32	f102v2.38:5	QUALITY	okey	before,after,status,state_origin	f102v2.33:2	f102v2.33:2	{}	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	INITIAL_CONSTRAINT	DIFFERENT_NOT_OPPOSED		f102v2.38:4	recorded
G	E	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	33	f102v2.38:8	ACTION	ykeey	before	f102v2.33:2	f102v2.33:2	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED			recorded
G	P	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	25	f102v2.36:9	ACTION	qokeor	after,status,debts	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	R	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	25	f102v2.36:9	ACTION	qokeor	after,status,debts	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ARGUMENT_INCOMPLETE	ASSUMED_EFFECT_APPLIED			recorded
G	R	E|ZL3b|M|f102v2|f102v2.30-f102v2.39	30	f102v2.38:7	MATERIAL	sho	before,after	f102v2.35:9	f102v2.35:9	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_REFERENCE	ASSUMED_REFERENCE			recorded
