field_id	statement_id	record_unit_id	visible_owner	field_frame_mode	visible_sequence	normalized_sequence	card_sequence	literal_values	terminal
F010	H4-S001	H4	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MIXED	qokaiin chaiin ykain ykan ody	okaiin aiin ykain ykan ody	MC120 MC039 MC047 MC148 MC100	bemessen | Sollmaß | erste Portion | zweite Portion | Abkühlen	NO
F011	H4-S002	H4	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	MIXED	daiin chedy talam	aiin chdy talam	MC039 MC074 MC160	Sollmaß | überführen | Verwahrort	NO
F012	H4-S003	H4	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	LOW_DATA	ykaiin cheoar cheeky oldy	ykaiin cheoar cheeky oldy	MC170 MC085 MC032 MC019	Sollportion | Quellauszug | länger bearbeiten | fertig	NO
F013	H4-S004	H4	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	X	aiin okal oltchy or y orain	aiin okal oltchy chor chey orain	MC039 MC040 MC021 MC080 MC123 MC072	Sollmaß | dorthin einsetzen | Folgebereitung | Ansatz | dies | Bereitungsanteil	NO
F014	H5-S001	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MIXED	chochor cho chodaly daiin	chochor cho chodaly aiin	MC125 MC034 MC010 MC039	Zugabeansatz | weitere Zutat | Zielzugabe | Sollmaß	NO
F015	H5-S001	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MIXED	sho kchol otchor choky dal	cho kchol otchor choky al	MC034 MC090 MC013 MC026 MC154	weitere Zutat | Weiterverarbeitung | Folgeansatz | einsetzen | dorthin	NO
F016	H5-S002	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MIXED	schol choy choky cheeckhody	dchol choy choky cheeckhody	MC142 MC131 MC026 MC099	vom vorigen | Zugabeposten | einsetzen | Langpassage; Schluss	NO
F017	H5-S003	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	LOW_DATA	sh cho kchey qokokchy	sh cho kchey qokokchy	MC114 MC034 MC122 MC015	Halten | weitere Zutat | Kurzbearbeitung | erneut einsetzen	NO
F018	H5-S004	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	LOW_DATA	okchy chokcheo kchal	chokchy chokcheo kchal	MC103 MC006 MC077	weiterbearbeiten | Auszug einsetzen | Zielbearbeitung	NO
F019	H5-S005	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MIXED	sho chokchy kchoar sotodan	cho chokchy kchoar sotodan	MC034 MC103 MC136 MC068	weitere Zutat | weiterbearbeiten | Quellauszug | Folgeanwendung	NO
F020	H5-S006	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	LOW_DATA	otchey keol daiin	otchey keol aiin	MC171 MC104 MC039	das nächste | Kurzfortsetzung | Sollmaß	NO
F045	B2-S001	B2	obere Paarbecken-/Zylinderstation	LOW_DATA	dchedy	dchedy	MC025	überführen; Schluss	NO
