original	context_index	variant	case	decision	lifted_witnesses	independent_meaning_capacity
L02_009	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_012	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_024	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_026	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_027	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_036	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_039	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_042	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_094	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_100	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_101	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_109	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_115	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_121	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_124	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_130	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_182	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_185	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_186	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_196	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_197	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_200	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_212	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_215	2	0	FULL01	VERIFIED_UNSAT	0	0
L02_009	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_012	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_024	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_026	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_027	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_036	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_039	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_042	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_094	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_100	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_101	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_109	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_115	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_121	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_124	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_130	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_182	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_185	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_186	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_196	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_197	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_200	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_212	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_215	2	2	FULL02	VERIFIED_UNSAT	0	0
L02_026	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_027	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_028	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_036	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_038	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_039	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_100	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_101	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_103	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_121	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_123	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_124	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_185	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_186	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_188	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_196	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_197	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_198	2	4	FULL03	VERIFIED_UNSAT	0	0
L02_026	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_027	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_028	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_036	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_038	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_039	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_100	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_101	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_103	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_121	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_123	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_124	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_185	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_186	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_188	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_196	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_197	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_198	2	6	FULL04	VERIFIED_UNSAT	0	0
L02_009	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_012	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_024	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_027	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_039	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_042	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_094	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_100	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_109	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_115	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_124	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_130	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_182	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_185	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_197	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_200	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_212	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_215	2	8	FULL05	VERIFIED_UNSAT	0	0
L02_009	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_012	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_024	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_027	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_039	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_042	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_094	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_100	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_109	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_115	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_124	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_130	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_182	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_185	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_197	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_200	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_212	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_215	2	10	FULL06	VERIFIED_UNSAT	0	0
L02_027	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_028	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_038	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_039	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_100	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_103	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_123	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_124	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_185	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_188	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_197	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_198	2	12	FULL07	VERIFIED_UNSAT	0	0
L02_027	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_028	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_038	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_039	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_100	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_103	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_123	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_124	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_185	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_188	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_197	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_198	2	14	FULL08	VERIFIED_UNSAT	0	0
L02_054	2	0	FULL09	VERIFIED_UNSAT	0	0
L02_057	2	0	FULL09	VERIFIED_UNSAT	0	0
L02_064	2	0	FULL09	VERIFIED_UNSAT	0	0
L02_070	2	0	FULL09	VERIFIED_UNSAT	0	0
L02_077	2	0	FULL09	VERIFIED_UNSAT	0	0
L02_080	2	0	FULL09	VERIFIED_UNSAT	0	0
L02_054	2	2	FULL10	VERIFIED_UNSAT	0	0
L02_057	2	2	FULL10	VERIFIED_UNSAT	0	0
L02_064	2	2	FULL10	VERIFIED_UNSAT	0	0
L02_070	2	2	FULL10	VERIFIED_UNSAT	0	0
L02_077	2	2	FULL10	VERIFIED_UNSAT	0	0
L02_080	2	2	FULL10	VERIFIED_UNSAT	0	0
L02_009	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_012	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_024	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_026	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_027	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_036	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_039	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_042	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_094	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_100	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_101	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_109	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_115	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_121	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_124	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_130	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_182	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_185	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_186	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_196	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_197	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_200	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_212	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_215	4	0	FULL11	VERIFIED_UNSAT	0	0
L02_009	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_012	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_024	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_026	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_027	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_036	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_039	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_042	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_094	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_100	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_101	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_109	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_115	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_121	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_124	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_130	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_182	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_185	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_186	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_196	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_197	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_200	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_212	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_215	4	2	FULL12	VERIFIED_UNSAT	0	0
L02_026	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_027	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_028	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_036	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_038	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_039	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_100	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_101	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_103	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_121	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_123	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_124	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_185	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_186	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_188	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_196	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_197	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_198	4	4	FULL13	VERIFIED_UNSAT	0	0
L02_026	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_027	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_028	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_036	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_038	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_039	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_100	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_101	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_103	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_121	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_123	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_124	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_185	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_186	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_188	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_196	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_197	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_198	4	6	FULL14	VERIFIED_UNSAT	0	0
L02_009	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_012	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_024	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_027	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_039	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_042	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_094	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_100	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_109	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_115	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_124	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_130	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_182	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_185	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_197	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_200	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_212	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_215	4	8	FULL15	VERIFIED_UNSAT	0	0
L02_009	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_012	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_024	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_027	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_039	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_042	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_094	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_100	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_109	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_115	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_124	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_130	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_182	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_185	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_197	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_200	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_212	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_215	4	10	FULL16	VERIFIED_UNSAT	0	0
L02_027	4	12	FULL17	VERIFIED_UNSAT	0	0
L02_028	4	12	FULL17	VERIFIED_UNSAT	0	0
L02_038	4	12	FULL17	VERIFIED_UNSAT	0	0
L02_039	4	12	FULL17	VERIFIED_UNSAT	0	0
L02_100	4	12	FULL17	VERIFIED_UNSAT	0	0
L02_103	4	12	FULL17	VERIFIED_UNSAT	0	0
L02_123	4	12	FULL17	VERIFIED_UNSAT	0	0
L02_124	4	12	FULL17	VERIFIED_UNSAT	0	0
L02_185	4	12	FULL17	VERIFIED_UNSAT	0	0
L02_188	4	12	FULL17	VERIFIED_UNSAT	0	0
L02_197	4	12	FULL17	VERIFIED_UNSAT	0	0
