source	case	engine	clause	group	previously_certified	completed	interval	valid
GDT1013	FULL01	primary	S05	14	0	2	1,2	True
GDT1013	FULL01	primary	S06	15	2	2		False
GDT1013	FULL01	primary	S07	16	2	2		False
GDT1013	FULL01	primary	S09	19	2	3	3	True
GDT1013	FULL01	primary	S10	20	3	3		False
GDT1013	FULL01	primary	S11	21	3	3		False
GDT1013	FULL01	primary	S12	22	3	3		False
GDT1013	FULL01	primary	S13	23	3	3		False
GDT1013	FULL01	primary	S14	24	3	3		False
GDT1013	FULL01	primary	S18	32	3	5	4,5	True
GDT1013	FULL01	primary	S20	35	5	6	6	True
GDT1013	FULL01	primary	S21	36	6	6		False
GDT1013	FULL01	primary	S22	37	6	6		False
GDT1013	FULL01	primary	S23	38	6	6		False
GDT1013	FULL01	primary	S24	39	6	6		False
GDT1013	FULL01	primary	S27	44	6	7	7	True
GDT1013	FULL01	primary	S28	45	7	7		False
GDT1013	FULL01	primary	S29	46	7	7		False
GDT1013	FULL01	primary	S30	47	7	7		False
GDT1013	FULL01	primary	S31	48	7	7		False
GDT1013	FULL01	primary	S32	49	7	7		False
GDT1013	FULL01	primary	S33	50	7	7		False
GDT1013	FULL01	primary	S34	51	7	7		False
GDT1013	FULL01	primary	S36	54	7	7		False
GDT1013	FULL01	primary	S38	57	7	8	8	True
GDT1013	FULL01	primary	S42	64	8	11	9,10,11	True
GDT1013	FULL01	primary	S46	78	11	11		False
GDT1013	FULL01	primary	S47	79	11	11		False
GDT1013	FULL01	primary	S50	84	11	13	12,13	True
GDT1013	FULL01	primary	S52	87	13	13		False
GDT1013	FULL01	independent	S05	15	0	1	1	True
GDT1013	FULL01	independent	S06	16	1	1		False
GDT1013	FULL01	independent	S07	17	1	1		False
GDT1013	FULL01	independent	S08	18	1	1		False
GDT1013	FULL01	independent	S09	19	1	1		False
GDT1013	FULL01	independent	S11	22	1	1		False
GDT1013	FULL01	independent	S12	23	1	1		False
GDT1013	FULL01	independent	S13	24	1	1		False
GDT1013	FULL01	independent	S14	25	1	1		False
GDT1013	FULL01	independent	S16	32	1	1		False
GDT1013	FULL01	independent	S18	35	1	2	2	True
GDT1013	FULL01	independent	S21	40	2	3	3	True
GDT1013	FULL01	independent	S22	41	3	3		False
GDT1013	FULL01	independent	S24	44	3	3		False
GDT1013	FULL01	independent	S25	45	3	3		False
GDT1013	FULL01	independent	S26	46	3	3		False
GDT1013	FULL01	independent	S28	49	3	3		False
GDT1013	FULL01	independent	S29	50	3	3		False
GDT1013	FULL01	independent	S33	58	3	5	4,5	True
GDT1013	FULL01	independent	S35	61	5	6	6	True
GDT1013	FULL01	independent	S37	64	6	7	7	True
GDT1013	FULL01	independent	S41	78	7	7		False
GDT1013	FULL01	independent	S43	81	7	8	8	True
GDT1013	FULL01	independent	S46	87	8	9	9	True
