page	physical_folio	canvas_id	canvas_label	canvas_width	canvas_height	image_service_id	review_image_url	mapping_basis	formal_access_state
f104r	f104	1006256	104r	2677	3811	https://collections.library.yale.edu/iiif/2/1006256	https://collections.library.yale.edu/iiif/2/1006256/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f104v	f104	1006257	104v	2744	3704	https://collections.library.yale.edu/iiif/2/1006257	https://collections.library.yale.edu/iiif/2/1006257/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f105r	f105	1006258	105r	2662	3771	https://collections.library.yale.edu/iiif/2/1006258	https://collections.library.yale.edu/iiif/2/1006258/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f105v	f105	1006259	105v	2663	3701	https://collections.library.yale.edu/iiif/2/1006259	https://collections.library.yale.edu/iiif/2/1006259/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f106r	f106	1006260	106r	2635	3787	https://collections.library.yale.edu/iiif/2/1006260	https://collections.library.yale.edu/iiif/2/1006260/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f107v	f107	1006263	107v	2689	3697	https://collections.library.yale.edu/iiif/2/1006263	https://collections.library.yale.edu/iiif/2/1006263/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f112v	f112	1006269	112v	2664	3697	https://collections.library.yale.edu/iiif/2/1006269	https://collections.library.yale.edu/iiif/2/1006269/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f113r	f113	1006270	113r	2582	3787	https://collections.library.yale.edu/iiif/2/1006270	https://collections.library.yale.edu/iiif/2/1006270/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f113v	f113	1006271	113v	2666	3697	https://collections.library.yale.edu/iiif/2/1006271	https://collections.library.yale.edu/iiif/2/1006271/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f114r	f114	1006272	114r	2599	3787	https://collections.library.yale.edu/iiif/2/1006272	https://collections.library.yale.edu/iiif/2/1006272/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f114v	f114	1006273	114v	2671	3697	https://collections.library.yale.edu/iiif/2/1006273	https://collections.library.yale.edu/iiif/2/1006273/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f115r	f115	1006274	115r	2584	3786	https://collections.library.yale.edu/iiif/2/1006274	https://collections.library.yale.edu/iiif/2/1006274/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f115v	f115	1006275	115v	2676	3697	https://collections.library.yale.edu/iiif/2/1006275	https://collections.library.yale.edu/iiif/2/1006275/full/2000,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
