record_review_index	unit_id	page	physical_folio	star_ordinal	record_line_count	record_region_review_state	outgoing_pointer_candidate_count	incoming_pointer_candidate_count	record_pointer_state	review_basis	formal_access_state
1	0e5daaece5de508cf40b	f113r	f113	2	4	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
2	f88a12bd9d79e1aa6287	f112v	f112	8	2	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
3	86eaaf8f24922b57a14a	f115r	f115	4	3	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
4	c2c04818678da6b158be	f104r	f104	4	4	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
5	e85e6baacbb48d34d69f	f105r	f105	9	4	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
6	a4b18173902b31428d9a	f112v	f112	10	3	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
7	ecf9abf01f734542006d	f114v	f114	11	3	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
8	fe35ed0867f9ce618099	f113r	f113	6	4	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
9	f1aec5e07af57d0a98bb	f104v	f104	8	2	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
10	eddd60dcf7764e1f164b	f106r	f106	9	3	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
11	b01097f3f1ad8bdaca2f	f106r	f106	7	4	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
12	3894c48503f031c6368c	f106r	f106	1	3	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
13	5d1ac86b0734c3793e09	f107v	f107	11	2	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
14	64559d583e3d6ff1e06d	f113v	f113	11	2	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
15	d484ced8cd986a1a719c	f114v	f114	1	5	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
16	60c3275e304d5551b6ee	f113r	f113	13	2	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
17	002d5a2408a7bf89e7ad	f115r	f115	13	4	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
18	9d88571a63c1339ca49c	f112v	f112	2	4	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
19	c4acc694e83034835f51	f114r	f114	5	5	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
20	b0ad74b9016cc87d9493	f105v	f105	3	6	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
21	4709f9ecf0fb9d18cdf9	f114v	f114	10	4	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
22	d5d63793f0da3e489e9d	f114r	f114	9	4	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
23	1281633a13409752d3f2	f105r	f105	3	3	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
24	9dcf1b766edb90101132	f115v	f115	1	5	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
25	f3d4af5e7f2dd962bd2b	f112v	f112	9	4	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
26	2398449728a1242e33f8	f114v	f114	9	3	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
27	6001ffd43f300941707b	f115r	f115	5	6	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
28	ffee775b800db66d3690	f105v	f105	8	4	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
29	a1ccbf2978bc1fb642ce	f115r	f115	3	2	REVIEWED_WITH_COMPLETE_PAGE	0	0	NO_VISIBLE_INTER_RECORD_POINTER	COMPLETE_PAGE_DIRECT_VISUAL_SCREEN	SEALED
