review_index	page	physical_folio	canvas_id	canvas_label	review_image_url	pixel_width	pixel_height	sha256
1	f115r	f115	1006274	115r	https://collections.library.yale.edu/iiif/2/1006274/full/2000,/0/default.jpg	2000	2930	7e2f0980f7b2faed6742b33c555d90ab4c770f97f339b12ce446a6eeb768ad3b
2	f114v	f114	1006273	114v	https://collections.library.yale.edu/iiif/2/1006273/full/2000,/0/default.jpg	2000	2768	c99d2b7c5a0ccb411bc74b78f41dbac268e948ba921d02b37fb821d2e94715e2
3	f113r	f113	1006270	113r	https://collections.library.yale.edu/iiif/2/1006270/full/2000,/0/default.jpg	2000	2933	47d74d27aa2d025bc92617a77f953112b63497cddb8495802bfee92c748ae5dd
4	f107v	f107	1006263	107v	https://collections.library.yale.edu/iiif/2/1006263/full/2000,/0/default.jpg	2000	2750	f3ecc26b59d9fa27ee7da373706c163b1cfec2578ab1ad0c5ecec7fffc63ddf7
5	f114r	f114	1006272	114r	https://collections.library.yale.edu/iiif/2/1006272/full/2000,/0/default.jpg	2000	2914	c9eed2361563595c37a2c3a2aa7fbe98991776c0361272330cb2d29f40ea7845
6	f105v	f105	1006259	105v	https://collections.library.yale.edu/iiif/2/1006259/full/2000,/0/default.jpg	2000	2780	46ef57a7dd7f51a89fa75305323d38b8f1e22d973aacef5d36eb1adbf7097687
7	f112v	f112	1006269	112v	https://collections.library.yale.edu/iiif/2/1006269/full/2000,/0/default.jpg	2000	2776	3f5ee15f28362297476088da4bb423ee5f45410567658772d625de3c7be1dabc
8	f113v	f113	1006271	113v	https://collections.library.yale.edu/iiif/2/1006271/full/2000,/0/default.jpg	2000	2773	575d1376aa6b30aae440ab78d2afb8bce1e896fc787c58783062c906d8ecce39
9	f106r	f106	1006260	106r	https://collections.library.yale.edu/iiif/2/1006260/full/2000,/0/default.jpg	2000	2874	d9969833629792d116198886c5da1c5c5c42d011cc66bb84250a5e1d330c9704
10	f104r	f104	1006256	104r	https://collections.library.yale.edu/iiif/2/1006256/full/2000,/0/default.jpg	2000	2847	8691df077b013c1eb8e17904c2c479b9d106e0fc4acb64c3a52ea961d00481a1
11	f105r	f105	1006258	105r	https://collections.library.yale.edu/iiif/2/1006258/full/2000,/0/default.jpg	2000	2833	de645c6ef2d50cf8371b45a9c1bd3b5f521f1eb3c884c5a432509ecc149152b4
12	f104v	f104	1006257	104v	https://collections.library.yale.edu/iiif/2/1006257/full/2000,/0/default.jpg	2000	2700	5910833006a2b6b8072ddf9419c7e3ff4f079c45f524bbb520f34af63859d1d9
13	f115v	f115	1006275	115v	https://collections.library.yale.edu/iiif/2/1006275/full/2000,/0/default.jpg	2000	2763	83a93dcfadd4db280088f1ace8af8a0720674e0be52f8c74a0cc1386845ccd93
