scope	surface	working_meaning_de	minimum_score	maximum_score	semantic_applicability	positive_evidence_de	counterevidence_de	source_gdts
GLOBAL_SURFACE	daiin	*	60	79	SEMANTIC_WORKING_READING	721 globale Belege auf 169 Seiten und geordnete Wertreihe tragen die abstrakte Wertstufe III.	Die lokale Achse Grad oder Menge bleibt häufig offen; der abstrakte Wert ist keine konkrete Einheit.	GDT686
GLOBAL_SURFACE	dain	*	60	79	SEMANTIC_WORKING_READING	193 globale Belege auf 90 Seiten und die geordnete Wertreihe tragen die abstrakte Wertstufe II.	Die lokale Achse Grad oder Menge bleibt in 174 von 193 Belegen offen.	GDT686
GLOBAL_SURFACE	ol	*	0	39	SEMANTIC_WORKING_READING	438 von 463 Vorkommen behalten den nackten Arbeitsdefault; 374 haben bilateral exakte Grenzen.	Die Bedeutung stammt aus einer ersetzbaren MEDIUM-Lernkarte; 64 Reader-Rivalen und 25 lokale Overrides verhindern ein portables Lexem.	GDT683|GDT684
ACTIVE_READING	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	60	79	SEMANTIC_WORKING_READING	Neun Aktionsbelege auf neun Seiten sind positions- und aktionskonsistent.	Dieselbe Oberfläche bezeichnet in fünf anderen lokalen Kontexten ein Resultat; interne Zerlegung bleibt strittig.	GDT675|GDT687
ACTIVE_READING	dchey	fertige abgemessene Mittelstufen-Trockenportion	60	79	SEMANTIC_WORKING_READING	Fünf Resultatbelege auf fünf Seiten werden durch den vollständigen Action/Result-Dispatch getrennt.	Neun andere aktive Belege sind Anweisungen; die Lesart ist nur im benannten Scope gültig.	GDT675|GDT687
ACTIVE_READING	daiin	*	0	39	SEMANTIC_WORKING_READING	Der unmittelbare lokale Kopf wählt jeweils Grad III oder drei Teile.	Jede konkrete aktive Bindung ist ein lokaler Einzelentscheid; global ist nur die abstrakte Wertzelle stabiler.	GDT686|GDT692
ACTIVE_READING	dain	*	0	39	SEMANTIC_WORKING_READING	Der unmittelbare lokale Kopf wählt jeweils Grad II oder zwei Teile.	Jede konkrete aktive Bindung ist ein lokaler Einzelentscheid; global ist nur die abstrakte Wertzelle stabiler.	GDT686
ACTIVE_READING	dy	*	0	19	STRUCTURAL_OR_PUNCTUATION_READING	Die drei freien Belege verteilen sich auf zwei Semikola und einen Punkt und tragen keine Aktionslizenz.	Der starke DY-Formalprior betrifft ein Atom; gebundenes dy erscheint auch in Aktionen und Resultaten und beweist kein Wort 'schließen'.	GDT687|GDT689
ACTIVE_READING	y	*	0	19	STRUCTURAL_OR_PUNCTUATION_READING	Drei lokale Rechtsbezüge und ein EOS-Beleg sind positionsgebunden darstellbar.	Global liegen 270 Belege in acht Kontextklassen; nacktes y ist kein universelles deutsches Wort.	GDT687
ACTIVE_READING	ol	Grundansatz	0	39	SEMANTIC_WORKING_READING	Fünf aktive Stellen verwenden denselben Arbeitsdefault; der breite OL-Zensus hält ihn mehrheitlich.	Wortgrenzen sichern nicht die Bedeutung; der Default ist MEDIUM und durch lokale Overrides ersetzbar.	GDT683|GDT684
ACTIVE_READING	ol	Pulverstoff	0	19	COMPOUND_ONLY_LOCAL_READING	Der lokale Verbund cheop ol auf f115r.1 trägt die Pulverlesung.	Dies ist kein portables zweites ol-Lexem und darf nicht global exportiert werden.	GDT683|GDT690
ACTIVE_READING	olkar	*	0	39	SEMANTIC_WORKING_READING	Sechzehn aktive Positionen bewahren denselben lokalen heißen-Holz-Anteil-Renderer.	Die Karte bleibt PROVISIONAL_LOCAL_SCOPE_HEAD mit offener interner Bindung; Häufigkeit löst diese Semantik nicht.	GDT690
ACTIVE_READING	shx	*	0	19	SEMANTIC_WORKING_READING	Der Singleton zeigt ein Feuchtsignal.	LOW_EXPLORATORY stützt weder die konkrete Identität Gummi noch eine unabhängige Wortbedeutung.	GDT681|GDT684
ACTIVE_READING	oidal	*	0	19	SEMANTIC_WORKING_READING	Der Singleton zeigt Materialrolle und Mengenwert.	LOW_EXPLORATORY; Rohstoff, Stufe, Ansatz und Form sind stärker spezifiziert als die sichtbaren Signale.	GDT681|GDT684
ACTIVE_READING	yey	*	0	19	STRUCTURAL_OR_PUNCTUATION_READING	Die Position kann als lokaler Anschluss gerendert werden.	Singleton und Rendererwahl; keine Stoff- oder Aktionsbedeutung wird unabhängig getragen.	GDT681|GDT684
ACTIVE_READING	oror	*	20	39	SEMANTIC_WORKING_READING	Drei Belege auf drei Seiten und ein Mengensignal tragen eine Zweierlesung.	Quelle LOW; Stoffkopf und historische Einheit fehlen.	GDT674|GDT684
ACTIVE_READING	qy	*	20	39	SEMANTIC_WORKING_READING	Der Singleton ist an seiner Position als TAKE-Aktion lizenziert.	LOW_EXPLORATORY und kein seitenübergreifender Bedeutungsbeleg.	GDT678|GDT684
ACTIVE_READING	shecphy	*	0	59	SEMANTIC_WORKING_READING	Zwei lokale Endstellen tragen dieselbe kompositionale Lesung.	Die spätere C021-Relation ist ZERO_WORD_DELTA und darf die Wortbedeutung nicht erhöhen.	GDT678|GDT708|GDT709
