entity_type	entity_id	surface	reading_count	working_meanings_de	occurrence_count	page_count	form_level	surface_semantic_status	minimum_working_score	maximum_working_score	minimum_working_level	maximum_working_level	reading_ids	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	relation_word_delta
ACTIVE_SURFACE	AS001	adeeody	1	gleicher abgemessener Teil der fertigen Zubereitung	1	1	F3_EXACT_ACTIVE_ZL3B_TOKEN	W1_WEAK_WORKING	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	adeeody#1	GDT691	1 aktive Positionen; 1 getrennte Lesart(en); Form im aktiven ZL3b-Text exakt.	Semantische Confidence steht in den Lesartzeilen; eine polyseme Form erhaelt bewusst keinen gemittelten Wortwert.	H0_NONE	0_GDT696_TO_GDT709
ACTIVE_SURFACE	AS002	aiiin	1	Menge IV	1	1	F3_EXACT_ACTIVE_ZL3B_TOKEN	W1_WEAK_WORKING	36	36	W1_WEAK_WORKING	W1_WEAK_WORKING	aiiin#1	GDT690	1 aktive Positionen; 1 getrennte Lesart(en); Form im aktiven ZL3b-Text exakt.	Semantische Confidence steht in den Lesartzeilen; eine polyseme Form erhaelt bewusst keinen gemittelten Wortwert.	H0_NONE	0_GDT696_TO_GDT709
ACTIVE_SURFACE	AS003	aiijy	1	in drei Bündel abfüllen und schließen	1	1	F3_EXACT_ACTIVE_ZL3B_TOKEN	W1_WEAK_WORKING	23	23	W1_WEAK_WORKING	W1_WEAK_WORKING	aiijy#1	GDT681	1 aktive Positionen; 1 getrennte Lesart(en); Form im aktiven ZL3b-Text exakt.	Semantische Confidence steht in den Lesartzeilen; eine polyseme Form erhaelt bewusst keinen gemittelten Wortwert.	H0_NONE	0_GDT696_TO_GDT709
ACTIVE_SURFACE	AS004	aiin	1	Menge III	7	5	F3_EXACT_ACTIVE_ZL3B_TOKEN	W2_PROVISIONAL_WORKING	53	53	W2_PROVISIONAL_WORKING	W2_PROVISIONAL_WORKING	aiin#1	GDT636_V13	7 aktive Positionen; 1 getrennte Lesart(en); Form im aktiven ZL3b-Text exakt.	Semantische Confidence steht in den Lesartzeilen; eine polyseme Form erhaelt bewusst keinen gemittelten Wortwert.	H0_NONE	0_GDT696_TO_GDT709
ACTIVE_SURFACE	AS005	aiindy	1	drei fertig abgeteilte Teile	1	1	F3_EXACT_ACTIVE_ZL3B_TOKEN	W2_PROVISIONAL_WORKING	40	40	W2_PROVISIONAL_WORKING	W2_PROVISIONAL_WORKING	aiindy#1	GDT687	1 aktive Positionen; 1 getrennte Lesart(en); Form im aktiven ZL3b-Text exakt.	Semantische Confidence steht in den Lesartzeilen; eine polyseme Form erhaelt bewusst keinen gemittelten Wortwert.	H0_NONE	0_GDT696_TO_GDT709
ACTIVE_SURFACE	AS006	aiir	1	Drogenanteil III	1	1	F3_EXACT_ACTIVE_ZL3B_TOKEN	W1_WEAK_WORKING	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	aiir#1	GDT693	1 aktive Positionen; 1 getrennte Lesart(en); Form im aktiven ZL3b-Text exakt.	Semantische Confidence steht in den Lesartzeilen; eine polyseme Form erhaelt bewusst keinen gemittelten Wortwert.	H0_NONE	0_GDT696_TO_GDT709
ACTIVE_SURFACE	AS007	airoy	1	Grundansatz aus Drogenanteil II	1	1	F3_EXACT_ACTIVE_ZL3B_TOKEN	W1_WEAK_WORKING	30	30	W1_WEAK_WORKING	W1_WEAK_WORKING	airoy#1	GDT694	1 aktive Positionen; 1 getrennte Lesart(en); Form im aktiven ZL3b-Text exakt.	Semantische Confidence steht in den Lesartzeilen; eine polyseme Form erhaelt bewusst keinen gemittelten Wortwert.	H0_NONE	0_GDT696_TO_GDT709
ACTIVE_SURFACE	AS008	al	1	Rohstoffklasse I	3	3	F3_EXACT_ACTIVE_ZL3B_TOKEN	W1_WEAK_WORKING	38	38	W1_WEAK_WORKING	W1_WEAK_WORKING	al#1	GDT655	3 aktive Positionen; 1 getrennte Lesart(en); Form im aktiven ZL3b-Text exakt.	Semantische Confidence steht in den Lesartzeilen; eine polyseme Form erhaelt bewusst keinen gemittelten Wortwert.	H0_NONE	0_GDT696_TO_GDT709
ACTIVE_SURFACE	AS009	alched	1	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	1	1	F3_EXACT_ACTIVE_ZL3B_TOKEN	W1_WEAK_WORKING	34	34	W1_WEAK_WORKING	W1_WEAK_WORKING	alched#1	GDT675	1 aktive Positionen; 1 getrennte Lesart(en); Form im aktiven ZL3b-Text exakt.	Semantische Confidence steht in den Lesartzeilen; eine polyseme Form erhaelt bewusst keinen gemittelten Wortwert.	H0_NONE	0_GDT696_TO_GDT709
ACTIVE_SURFACE	AS010	am	1	Maßeinheit I	1	1	F3_EXACT_ACTIVE_ZL3B_TOKEN	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	8	8	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	am#1	GDT661	1 aktive Positionen; 1 getrennte Lesart(en); Form im aktiven ZL3b-Text exakt.	Semantische Confidence steht in den Lesartzeilen; eine polyseme Form erhaelt bewusst keinen gemittelten Wortwert.	H0_NONE	0_GDT696_TO_GDT709
