entity_type	entity_id	surface	reading_id	working_meaning_de	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	surface_reading_count	action_licensed_positions	identity_signal_positions	sample_loci	last_semantic_writer	position_assignment_writers	semantic_card_origins	semantic_origin_artifacts	semantic_change_chains	source_gdts	source_artifacts	gdt684_current_debt_counts	gdt684_repair_status	low_source_positions	live_rivals_de	bound_span_ids	global_export_scope	score_attestation	score_invariance	score_rule	score_provenance	score_specificity	score_stress_survival	penalties	raw_score	cap_reason	working_model_score_0_100_not_probability	working_model_level	historical_confirmation	historical_analogue	relation_word_delta	positive_evidence_de	counterevidence_de
ACTIVE_READING	AR001	adeeody	adeeody#1	gleicher abgemessener Teil der fertigen Zubereitung	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	1	0	0	f26r.2	GDT691	GDT691	GDT691	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	GDT684|GDT687|GDT691	GDT691	V64_479_TOKEN_READER.tsv	NONE	SUPERSEDED_OR_NO_DEBT	0	Auszug|Charge	NONE	ACTIVE_WORKING_DEFAULT	0	0	10	12	8	10	LIVE_RIVAL:-10	40	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79|SINGLETON:MAX_59|UNRESOLVED_LIVE_RIVAL:MAX_59	30	W1_WEAK_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Auszug|Charge
ACTIVE_READING	AR002	aiiin	aiiin#1	Menge IV	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	1	0	0	f105v.14	GDT690	GDT690	GDT690	experiments/yolo/gdt690_noun_ordinal_provenance_main_apparatus/artifacts/V63_479_TOKEN_NOUN_BINDING.tsv	GDT684|GDT690	GDT690	V63_479_TOKEN_NOUN_BINDING.tsv	NONE	SUPERSEDED_OR_NO_DEBT	0	NONE	NONE	ACTIVE_WORKING_DEFAULT	0	0	10	12	4	10	NONE	36	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79|SINGLETON:MAX_59	36	W1_WEAK_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Menge-/Klassenwert IV
ACTIVE_READING	AR003	aiijy	aiijy#1	in drei Bündel abfüllen und schließen	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	1	1	0	f105r.31	GDT684	GDT681	GDT681	experiments/yolo/gdt681_six_five_hole_family_completion/artifacts/V55_51_LINE_READER.tsv	GDT684	GDT681	V57_479_POSITION_INFORMATION_AUDIT.tsv	NONE:1	CURRENT_DEBT_APPLIES	1	NONE	NONE	ACTIVE_WORKING_DEFAULT	0	0	15	12	4	10	ALL_CURRENT_SOURCES_LOW_OR_EXPLORATORY:-18	41	NO_INDEPENDENT_LATER_SEMANTIC_AUDIT:MAX_39|NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79|SINGLETON:MAX_59|SINGLETON_WITHOUT_STRONG_RULE:MAX_39	23	W1_WEAK_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE; LOW/EXPLORATORY-Provenienz bleibt sichtbar
ACTIVE_READING	AR004	aiin	aiin#1	Menge III	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	7	5	6	1	0	0	f107r.2|f107r.40|f113v.3|f26r.2|f86v5.24|f86v6.4	GDT684	GDT676	GDT636_V13	experiments/yolo/gdt676_v50_external_line_renderer/artifacts/V50_EXTERNAL_TOKEN_READER.tsv	GDT684	GDT636_V13	V57_479_POSITION_INFORMATION_AUDIT.tsv	MAJOR:7	CURRENT_DEBT_APPLIES	0	NONE	NONE	ACTIVE_WORKING_DEFAULT	15	10	20	8	4	6	CURRENT_GDT684_MAJOR_DEBT:-10	63	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79	53	W2_PROVISIONAL_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	7 aktive exakte Positionen auf 5 Seiten und 6 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
ACTIVE_READING	AR005	aiindy	aiindy#1	drei fertig abgeteilte Teile	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	1	0	0	f86v3.19	GDT687	GDT687	GDT687	experiments/yolo/gdt687_v60_dchey_y_dy_action_result_boundary_dispatch/artifacts/V60_95_POSITION_SCOPE_DISPATCH.tsv	GDT684|GDT687	GDT687	V60_95_POSITION_SCOPE_DISPATCH.tsv	NONE	SUPERSEDED_OR_NO_DEBT	0	dy als selbständiger Befehl innerhalb des Wortes	NONE	ACTIVE_WORKING_DEFAULT	0	0	20	12	8	10	LIVE_RIVAL:-10	50	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79|SINGLETON:MAX_59|UNRESOLVED_LIVE_RIVAL:MAX_59	40	W2_PROVISIONAL_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT687: vollstaendiger Action/Result/Boundary-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: dy als selbständiger Befehl innerhalb des Wortes
ACTIVE_READING	AR006	aiir	aiir#1	Drogenanteil III	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	1	0	0	f114r.24	GDT693	GDT693	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_479_TOKEN_SELECTED_SHARE_READER.tsv	GDT684|GDT693	GDT693	V66_479_TOKEN_SELECTED_SHARE_READER.tsv	NONE	SUPERSEDED_OR_NO_DEBT	0	Ansatzfraktion III	NONE	ACTIVE_WORKING_DEFAULT	0	0	10	12	8	10	LIVE_RIVAL:-10	40	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79|SINGLETON:MAX_59|UNRESOLVED_LIVE_RIVAL:MAX_59	30	W1_WEAK_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Ansatzfraktion III
ACTIVE_READING	AR007	airoy	airoy#1	Grundansatz aus Drogenanteil II	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	1	0	0	f114r.26	GDT694	GDT694	GDT694	experiments/yolo/gdt694_residual_fraction_share_migration/artifacts/V67_479_TOKEN_ZERO_FRACTION_READER.tsv	GDT684|GDT694	GDT694	V67_479_TOKEN_ZERO_FRACTION_READER.tsv	NONE	SUPERSEDED_OR_NO_DEBT	0	Drogenanteil II als Grundansatz	NONE	ACTIVE_WORKING_DEFAULT	0	0	10	12	8	10	LIVE_RIVAL:-10	40	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79|SINGLETON:MAX_59|UNRESOLVED_LIVE_RIVAL:MAX_59	30	W1_WEAK_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Drogenanteil II als Grundansatz
ACTIVE_READING	AR008	al	al#1	Rohstoffklasse I	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	3	3	3	1	0	0	f106r.23|f114v.36|f86v6.31	GDT684	GDT676	GDT655	experiments/yolo/gdt676_v50_external_line_renderer/artifacts/V50_EXTERNAL_TOKEN_READER.tsv	GDT684	GDT655	V57_479_POSITION_INFORMATION_AUDIT.tsv	MAJOR:3	CURRENT_DEBT_APPLIES	0	NONE	NONE	ACTIVE_WORKING_DEFAULT	10	10	10	8	4	6	CURRENT_GDT684_MAJOR_DEBT:-10	48	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79	38	W1_WEAK_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	3 aktive exakte Positionen auf 3 Seiten und 3 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
ACTIVE_READING	AR009	alched	alched#1	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	1	0	0	f104v.2	GDT684	GDT676	GDT675	experiments/yolo/gdt676_v50_external_line_renderer/artifacts/V50_EXTERNAL_TOKEN_READER.tsv	GDT684	GDT675	V57_479_POSITION_INFORMATION_AUDIT.tsv	MAJOR:1	CURRENT_DEBT_APPLIES	0	NONE	NONE	ACTIVE_WORKING_DEFAULT	0	0	10	12	12	10	CURRENT_GDT684_MAJOR_DEBT:-10	44	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79|SINGLETON:MAX_59	34	W1_WEAK_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
ACTIVE_READING	AR010	am	am#1	Maßeinheit I	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	1	0	0	f86v5.4	GDT684	GDT676	GDT661	experiments/yolo/gdt676_v50_external_line_renderer/artifacts/V50_EXTERNAL_TOKEN_READER.tsv	GDT684	GDT661	V57_479_POSITION_INFORMATION_AUDIT.tsv	MAJOR:1	CURRENT_DEBT_APPLIES	0	NONE	NONE	ACTIVE_WORKING_DEFAULT	0	0	0	8	4	6	CURRENT_GDT684_MAJOR_DEBT:-10	18	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79|SINGLETON:MAX_59|SINGLETON_WITHOUT_STRONG_RULE:MAX_39	8	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
ACTIVE_READING	AR011	ar	ar#1	Drogenanteil I	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	2	2	2	1	0	0	f105r.31|f116r.12	GDT693	GDT693	GDT693	experiments/yolo/gdt693_ar_head_semantic_tournament/artifacts/V66_479_TOKEN_SELECTED_SHARE_READER.tsv	GDT684|GDT693	GDT693	V66_479_TOKEN_SELECTED_SHARE_READER.tsv	NONE	SUPERSEDED_OR_NO_DEBT	0	Ansatzfraktion I	NONE	ACTIVE_WORKING_DEFAULT	5	7	10	12	8	10	LIVE_RIVAL:-10	52	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79|UNRESOLVED_LIVE_RIVAL:MAX_59	42	W2_PROVISIONAL_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Drogenfraktion I; lebender Rivale: Ansatzfraktion I
ACTIVE_READING	AR012	araram	araram#1	Drogenanteil I; davon ein Maß	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	1	0	0	f86v6.25	GDT694	GDT694	GDT694	experiments/yolo/gdt694_residual_fraction_share_migration/artifacts/V67_479_TOKEN_ZERO_FRACTION_READER.tsv	GDT684|GDT694	GDT694	V67_479_TOKEN_ZERO_FRACTION_READER.tsv	NONE	SUPERSEDED_OR_NO_DEBT	0	ein Maß des Unteranteils I des Drogenanteils I	NONE	ACTIVE_WORKING_DEFAULT	0	0	10	12	8	10	LIVE_RIVAL:-10	40	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79|SINGLETON:MAX_59|UNRESOLVED_LIVE_RIVAL:MAX_59	30	W1_WEAK_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: ein Maß des Unteranteils I des Drogenanteils I
ACTIVE_READING	AR013	arl	arl#1	Anteil I der Holzdroge	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	1	0	1	f113v.12	GDT694	GDT694	GDT694	experiments/yolo/gdt694_residual_fraction_share_migration/artifacts/V67_479_TOKEN_ZERO_FRACTION_READER.tsv	GDT684|GDT690|GDT694	GDT694	V67_479_TOKEN_ZERO_FRACTION_READER.tsv	NONE	SUPERSEDED_OR_NO_DEBT	0	Drogenanteil I; ein Pfund	NONE	ACTIVE_WORKING_DEFAULT	0	0	10	12	8	10	LIVE_RIVAL:-10	40	NO_PROSPECTIVE_PLAINTEXT_TEST:MAX_79|SINGLETON:MAX_59|UNRESOLVED_LIVE_RIVAL:MAX_59	30	W1_WEAK_WORKING	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: erste Holzdrogenfraktion; lebender Rivale: Drogenanteil I; ein Pfund
