family	surface	zl3b_occurrences	pages	reader_exact_occurrences	cross_reader_only	surface_status	working_reading_de
QUALITY_FORM_LADDER	kchy	31	26	21	0	OBSERVED	heiß und trocken, am Anfang des Grades
QUALITY_FORM_LADDER	kchey	18	18	17	0	OBSERVED	heiß und trocken, in der Mitte des Grades
QUALITY_FORM_LADDER	kcheey	4	3	3	0	OBSERVED	heiß und trocken, am Ende des Grades
QUALITY_FORM_LADDER	tchy	27	24	15	0	OBSERVED	kalt und trocken, am Anfang des Grades
QUALITY_FORM_LADDER	tchey	18	16	16	0	OBSERVED	kalt und trocken, in der Mitte des Grades
QUALITY_FORM_LADDER	tcheey	6	6	6	0	OBSERVED	kalt und trocken, am Ende des Grades
QUALITY_FORM_LADDER	kshy	6	5	3	0	OBSERVED	heiß und feucht, am Anfang des Grades
QUALITY_FORM_LADDER	kshey	6	6	5	0	OBSERVED	heiß und feucht, in der Mitte des Grades
QUALITY_FORM_LADDER	ksheey	1	1	1	0	OBSERVED	heiß und feucht, am Ende des Grades
QUALITY_FORM_LADDER	tshy	3	3	2	0	OBSERVED	kalt und feucht, am Anfang des Grades
QUALITY_FORM_LADDER	tshey	8	8	6	0	OBSERVED	kalt und feucht, in der Mitte des Grades
QUALITY_FORM_LADDER	tsheey	1	1	1	0	OBSERVED	kalt und feucht, am Ende des Grades
QUALITY_RESULT_LADDER	kchdy	17	15	10	0	OBSERVED	heiß und trocken, am Anfang des Grades, abgeschlossen
QUALITY_RESULT_LADDER	kchedy	22	18	9	0	OBSERVED	heiß und trocken, in der Mitte des Grades, abgeschlossen
QUALITY_RESULT_LADDER	kcheedy	1	1	0	0	OBSERVED	heiß und trocken, am Ende des Grades, abgeschlossen
QUALITY_RESULT_LADDER	tchdy	12	10	8	0	OBSERVED	kalt und trocken, am Anfang des Grades, abgeschlossen
QUALITY_RESULT_LADDER	tchedy	33	25	24	0	OBSERVED	kalt und trocken, in der Mitte des Grades, abgeschlossen
QUALITY_RESULT_LADDER	tcheedy	0	0	0	0	ABSENT_PREDICTION_HOLD	kalt und trocken, am Ende des Grades, abgeschlossen
QUALITY_RESULT_LADDER	kshdy	4	4	1	0	OBSERVED	heiß und feucht, am Anfang des Grades, abgeschlossen
QUALITY_RESULT_LADDER	kshedy	5	5	1	0	OBSERVED	heiß und feucht, in der Mitte des Grades, abgeschlossen
QUALITY_RESULT_LADDER	ksheedy	0	0	0	0	ABSENT_PREDICTION_HOLD	heiß und feucht, am Ende des Grades, abgeschlossen
QUALITY_RESULT_LADDER	tshdy	5	5	3	0	OBSERVED	kalt und feucht, am Anfang des Grades, abgeschlossen
QUALITY_RESULT_LADDER	tshedy	10	9	5	0	OBSERVED	kalt und feucht, in der Mitte des Grades, abgeschlossen
QUALITY_RESULT_LADDER	tsheedy	0	0	0	0	ABSENT_PREDICTION_HOLD	kalt und feucht, am Ende des Grades, abgeschlossen
