review_index	page	physical_folio	canvas_ids	review_image_urls	page_screen_state	geometry_class	visible_exact_inscription_endpoint_count	source_aware_endpoint_localization	direction_basis	review_note	reviewer_provenance	automated_visual_method	formal_access_state
1	f94r	f94	1006240	https://collections.library.yale.edu/iiif/2/1006240/full/1600,/0/default.jpg	NO_CONNECTOR_CANDIDATE	HERBAL_PHARMA_OR_TEXT_LAYOUT_WITHOUT_INSCRIPTION_CONNECTOR	0	NOT_APPLICABLE	NONE_OR_UNRESOLVED	Plant stems, roots, containers, drawing outlines, prose layout, or object labels are visible, but no authorial line, duct, path, arrow, or pointer joins two inscriptions.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY	NONE	SEALED
2	f71r	f71	1006202	https://collections.library.yale.edu/iiif/2/1006202/full/1600,/0/default.jpg	NO_CONNECTOR_CANDIDATE	RADIAL_CIRCULAR_OR_ARRAY_LAYOUT_ONLY	0	NOT_APPLICABLE	NONE_OR_UNRESOLVED	Only radial, circular, array, or object-label geometry is visible; spokes and catalogue or radial adjacency are excluded and no line joins two inscription endpoints.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY	NONE	SEALED
3	f72r2	f72	1006203	https://collections.library.yale.edu/iiif/2/1006203/full/1600,/0/default.jpg	NO_CONNECTOR_CANDIDATE	RADIAL_CIRCULAR_OR_ARRAY_LAYOUT_ONLY	0	NOT_APPLICABLE	NONE_OR_UNRESOLVED	Only radial, circular, array, or object-label geometry is visible; spokes and catalogue or radial adjacency are excluded and no line joins two inscription endpoints.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY	NONE	SEALED
4	f75r	f75	1006208	https://collections.library.yale.edu/iiif/2/1006208/full/1600,/0/default.jpg	AMBIGUOUS_CONNECTOR	GRAPHICAL_CONNECTOR_WITH_NONSINGULAR_OR_NONINSCRIPTION_ENDPOINTS	UNRESOLVED	NOT_ATTEMPTED_SCREEN_DID_NOT_ESTABLISH_TWO_INSCRIPTION_ENDPOINTS	NONE_OR_UNRESOLVED	A long vertical tube links an upper basin or figure region to a lower pool; surrounding and internal writing does not form two singular endpoint inscriptions.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY	NONE	SEALED
5	f69r	f69	1006198	https://collections.library.yale.edu/iiif/2/1006198/full/1600,/0/default.jpg	NO_CONNECTOR_CANDIDATE	RADIAL_CIRCULAR_OR_ARRAY_LAYOUT_ONLY	0	NOT_APPLICABLE	NONE_OR_UNRESOLVED	Only radial, circular, array, or object-label geometry is visible; spokes and catalogue or radial adjacency are excluded and no line joins two inscription endpoints.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY	NONE	SEALED
6	f68v2	f68	1006197	https://collections.library.yale.edu/iiif/2/1006197/full/1600,/0/default.jpg	NO_CONNECTOR_CANDIDATE	RADIAL_CIRCULAR_OR_ARRAY_LAYOUT_ONLY	0	NOT_APPLICABLE	NONE_OR_UNRESOLVED	Only radial, circular, array, or object-label geometry is visible; spokes and catalogue or radial adjacency are excluded and no line joins two inscription endpoints.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY	NONE	SEALED
7	f89v2	f89	1006234;1006235	https://collections.library.yale.edu/iiif/2/1006234/full/1600,/0/default.jpg;https://collections.library.yale.edu/iiif/2/1006235/full/1600,/0/default.jpg	NO_CONNECTOR_CANDIDATE	HERBAL_PHARMA_OR_TEXT_LAYOUT_WITHOUT_INSCRIPTION_CONNECTOR	0	NOT_APPLICABLE	NONE_OR_UNRESOLVED	Plant stems, roots, containers, drawing outlines, prose layout, or object labels are visible, but no authorial line, duct, path, arrow, or pointer joins two inscriptions.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY	NONE	SEALED
8	f102v2	f102	1006252;1006253	https://collections.library.yale.edu/iiif/2/1006252/full/1600,/0/default.jpg;https://collections.library.yale.edu/iiif/2/1006253/full/1600,/0/default.jpg	NO_CONNECTOR_CANDIDATE	HERBAL_PHARMA_OR_TEXT_LAYOUT_WITHOUT_INSCRIPTION_CONNECTOR	0	NOT_APPLICABLE	NONE_OR_UNRESOLVED	Plant stems, roots, containers, drawing outlines, prose layout, or object labels are visible, but no authorial line, duct, path, arrow, or pointer joins two inscriptions.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY	NONE	SEALED
9	f67v2	f67	1006195	https://collections.library.yale.edu/iiif/2/1006195/full/1600,/0/default.jpg	AMBIGUOUS_CONNECTOR	GRAPHICAL_CONNECTOR_WITH_NONSINGULAR_OR_NONINSCRIPTION_ENDPOINTS	UNRESOLVED	NOT_ATTEMPTED_SCREEN_DID_NOT_ESTABLISH_TWO_INSCRIPTION_ENDPOINTS	NONE_OR_UNRESOLVED	Corner-circle face networks use short connecting strokes; nearby or contained inscriptions do not occupy two singular line endpoints, and no arrow or flow direction is visible.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY	NONE	SEALED
10	f77v	f77	1006213	https://collections.library.yale.edu/iiif/2/1006213/full/1600,/0/default.jpg	AMBIGUOUS_CONNECTOR	GRAPHICAL_CONNECTOR_WITH_NONSINGULAR_OR_NONINSCRIPTION_ENDPOINTS	UNRESOLVED	NOT_ATTEMPTED_SCREEN_DID_NOT_ESTABLISH_TWO_INSCRIPTION_ENDPOINTS	NONE_OR_UNRESOLVED	An upper conduit joins three figure or basin units; inscriptions are adjacent labels rather than connector endpoints, with no arrowhead or independent direction.	SINGLE_AI_DIRECT_VISUAL_EXPLORATORY	NONE	SEALED
