page	physical_folio	canvas_id	canvas_label	canvas_width	canvas_height	image_service_id	review_image_url	mapping_basis	formal_access_state
f100r	f100	1006248	100r	2676	3756	https://collections.library.yale.edu/iiif/2/1006248	https://collections.library.yale.edu/iiif/2/1006248/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f100v	f100	1006249	100v and 101r	7486	3715	https://collections.library.yale.edu/iiif/2/1006249	https://collections.library.yale.edu/iiif/2/1006249/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f102r1	f102	1006251	101v (part) and 102r	8176	3864	https://collections.library.yale.edu/iiif/2/1006251	https://collections.library.yale.edu/iiif/2/1006251/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f102r2	f102	1006251	101v (part) and 102r	8176	3864	https://collections.library.yale.edu/iiif/2/1006251	https://collections.library.yale.edu/iiif/2/1006251/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f102v1	f102	1006252	102v (part)	2981	3795	https://collections.library.yale.edu/iiif/2/1006252	https://collections.library.yale.edu/iiif/2/1006252/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f102v1	f102	1006253	102v (part)	2838	3697	https://collections.library.yale.edu/iiif/2/1006253	https://collections.library.yale.edu/iiif/2/1006253/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f102v2	f102	1006252	102v (part)	2981	3795	https://collections.library.yale.edu/iiif/2/1006252	https://collections.library.yale.edu/iiif/2/1006252/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f102v2	f102	1006253	102v (part)	2838	3697	https://collections.library.yale.edu/iiif/2/1006253	https://collections.library.yale.edu/iiif/2/1006253/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f39v	f39	1006151	39v	2882	3769	https://collections.library.yale.edu/iiif/2/1006151	https://collections.library.yale.edu/iiif/2/1006151/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f3v	f3	1006081	3v	2762	3797	https://collections.library.yale.edu/iiif/2/1006081	https://collections.library.yale.edu/iiif/2/1006081/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f40v	f40	1006153	40v	2882	3769	https://collections.library.yale.edu/iiif/2/1006153	https://collections.library.yale.edu/iiif/2/1006153/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f42r	f42	1006156	42r	2843	3743	https://collections.library.yale.edu/iiif/2/1006156	https://collections.library.yale.edu/iiif/2/1006156/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f42v	f42	1006157	42v	2882	3769	https://collections.library.yale.edu/iiif/2/1006157	https://collections.library.yale.edu/iiif/2/1006157/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f57v	f57	1006187	57v	3028	3769	https://collections.library.yale.edu/iiif/2/1006187	https://collections.library.yale.edu/iiif/2/1006187/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
