edition	model	paragraph	locus	variant	operations	words	same_word_repeat	status	target	target_word	stop_word	bridge	old_patients	raw_line
ZL3b	NRC	f75v|f75v.43-f75v.49	f75v.45	J	ZL3b|f75v.45|G008;ZL3b|f75v.45|G009	qokeey qokeey	True	BLOCKED_OPEN			otey		ZL3b|f75v.45|G002;ZL3b|f75v.45|G002	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy
ZL3b	NRC	f75v|f75v.43-f75v.49	f75v.45	M	ZL3b|f75v.45|G008;ZL3b|f75v.45|G009	qokeey qokeey	True	BLOCKED_OPEN			otey		ZL3b|f75v.45|G002;ZL3b|f75v.45|G002	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy
ZL3b	AMV	f75v|f75v.43-f75v.49	f75v.45	J	ZL3b|f75v.45|G008;ZL3b|f75v.45|G009	qokeey qokeey	True	BLOCKED_OPEN			otey		ZL3b|f75v.45|G002;ZL3b|f75v.45|G002	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy
ZL3b	AMV	f75v|f75v.43-f75v.49	f75v.45	M	ZL3b|f75v.45|G008;ZL3b|f75v.45|G009	qokeey qokeey	True	BLOCKED_OPEN			otey		ZL3b|f75v.45|G002;ZL3b|f75v.45|G002	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy
ZL3b	NRC	f80r|f80r.28-f80r.33	f80r.29	J	ZL3b|f80r.29|G001;ZL3b|f80r.29|G002	okchey qoky	False	BLOCKED_OPEN			chedy		UNBOUND;UNBOUND	okchey qoky chedy qokain shedy qol sheey qokal dar ary
ZL3b	NRC	f80r|f80r.28-f80r.33	f80r.29	M	ZL3b|f80r.29|G001;ZL3b|f80r.29|G002	okchey qoky	False	BLOCKED_OPEN			chedy		UNBOUND;UNBOUND	okchey qoky chedy qokain shedy qol sheey qokal dar ary
ZL3b	AMV	f80r|f80r.28-f80r.33	f80r.29	J	ZL3b|f80r.29|G001;ZL3b|f80r.29|G002	okchey qoky	False	BLOCKED_OPEN			chedy		UNBOUND;UNBOUND	okchey qoky chedy qokain shedy qol sheey qokal dar ary
ZL3b	AMV	f80r|f80r.28-f80r.33	f80r.29	M	ZL3b|f80r.29|G001;ZL3b|f80r.29|G002	okchey qoky	False	BLOCKED_OPEN			chedy		UNBOUND;UNBOUND	okchey qoky chedy qokain shedy qol sheey qokal dar ary
IT2a	NRC	f75v|f75v.43-f75v.49	f75v.45	J	IT2a|f75v.45|G008;IT2a|f75v.45|G009	qokeey qokeey	True	BLOCKED_OPEN			otey		IT2a|f75v.45|G002;IT2a|f75v.45|G002	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy
IT2a	NRC	f75v|f75v.43-f75v.49	f75v.45	M	IT2a|f75v.45|G008;IT2a|f75v.45|G009	qokeey qokeey	True	BLOCKED_OPEN			otey		IT2a|f75v.45|G002;IT2a|f75v.45|G002	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy
IT2a	AMV	f75v|f75v.43-f75v.49	f75v.45	J	IT2a|f75v.45|G008;IT2a|f75v.45|G009	qokeey qokeey	True	BLOCKED_OPEN			otey		IT2a|f75v.45|G002;IT2a|f75v.45|G002	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy
IT2a	AMV	f75v|f75v.43-f75v.49	f75v.45	M	IT2a|f75v.45|G008;IT2a|f75v.45|G009	qokeey qokeey	True	BLOCKED_OPEN			otey		IT2a|f75v.45|G002;IT2a|f75v.45|G002	yshey qokar olchedy qor oiin okeedy qokeed qokeey qokeey otey qoky dy
IT2a	NRC	f80r|f80r.28-f80r.33	f80r.29	J	IT2a|f80r.29|G001;IT2a|f80r.29|G002	okchey qoky	False	BLOCKED_OPEN			chedy		UNBOUND;UNBOUND	okchey qoky chedy qokain shedy qol cseey qokal dar ary
IT2a	NRC	f80r|f80r.28-f80r.33	f80r.29	M	IT2a|f80r.29|G001;IT2a|f80r.29|G002	okchey qoky	False	BLOCKED_OPEN			chedy		UNBOUND;UNBOUND	okchey qoky chedy qokain shedy qol cseey qokal dar ary
IT2a	AMV	f80r|f80r.28-f80r.33	f80r.29	J	IT2a|f80r.29|G001;IT2a|f80r.29|G002	okchey qoky	False	BLOCKED_OPEN			chedy		UNBOUND;UNBOUND	okchey qoky chedy qokain shedy qol cseey qokal dar ary
IT2a	AMV	f80r|f80r.28-f80r.33	f80r.29	M	IT2a|f80r.29|G001;IT2a|f80r.29|G002	okchey qoky	False	BLOCKED_OPEN			chedy		UNBOUND;UNBOUND	okchey qoky chedy qokain shedy qol cseey qokal dar ary
