event_id	page	hand	locus	group_index	line_first	prev_dy	exact_card_id	component_recipe	surface	observed_wrapper
E003	f10r	HAND_1	f10r.2	3	0	0	PROC003	AR	char	ch
E004	f10r	HAND_1	f10r.2	4	0	0	PROC004	T+Y	chty	ch
E008	f10r	HAND_1	f10r.2	8	0	0	PROC008	OK+Y	oky	NONE
E009	f10r	HAND_1	f10r.2	9	0	0	PROC009	AIIN	daiin	d
E013	f10r	HAND_1	f10r.5	3	0	0	PROC013	OL	chol	ch
E014	f10r	HAND_1	f10r.5	4	0	0	PROC014	CTH+Y	cthy	NONE
E016	f10r	HAND_1	f10r.6	2	0	0	PROC014	CTH+Y	cthy	NONE
E017	f10r	HAND_1	f10r.6	3	0	0	PROC016	OR	chor	ch
E020	f10r	HAND_1	f10r.6	6	0	0	PROC019	Y	dy	d
E021	f10r	HAND_1	f10r.6	7	0	0	PROC019	Y	chy	ch
E022	f10r	HAND_1	f10r.6	8	0	0	PROC009	AIIN	taiin	t
E023	f10r	HAND_1	f10r.6	9	0	0	PROC019	Y	shy	sh
E025	f10r	HAND_1	f10r.8	2	0	0	PROC016	OR	chor	ch
E027	f10r	HAND_1	f10r.8	4	0	0	PROC013	OL	chol	ch
E028	f10r	HAND_1	f10r.8	5	0	0	PROC022	OL+OR	cholor	ch
E029	f10r	HAND_1	f10r.8	6	0	0	PROC013	OL	chol	ch
E030	f10r	HAND_1	f10r.8	7	0	0	PROC009	AIIN	daiin	d
E031	f10r	HAND_1	f10r.8	8	0	0	PROC003	AR	dar	d
E033	f10r	HAND_1	f10r.9	2	0	0	PROC016	OR	shor	sh
E034	f10r	HAND_1	f10r.9	3	0	0	PROC016	OR	chor	ch
E035	f10r	HAND_1	f10r.9	4	0	0	PROC019	Y	chy	ch
E037	f10r	HAND_1	f10r.9	6	0	0	PROC019	Y	dy	d
E044	f11r	HAND_1	f11r.1	6	0	0	PROC031	SH+EE+Y	shey	sh
E048	f11r	HAND_1	f11r.4	2	0	0	PROC019	Y	chy	ch
E050	f11r	HAND_1	f11r.4	4	0	0	PROC019	Y	dy	d
E051	f11r	HAND_1	f11r.4	5	0	0	PROC009	AIIN	daiin	d
E054	f11r	HAND_1	f11r.7	3	0	0	PROC014	CTH+Y	cthy	NONE
E055	f11r	HAND_1	f11r.7	4	0	0	PROC019	Y	dy	d
E057	f55v	HAND_2	f55v.5	2	0	0	PROC009	AIIN	chaiin	ch
E061	f55v	HAND_2	f55v.5	6	0	1	PROC009	AIIN	daiin	d
E068	f55v	HAND_2	f55v.11	5	0	1	PROC009	AIIN	aiin	NONE
E071	f55v	HAND_2	f55v.11	8	0	0	PROC016	OR	or	NONE
E072	f55v	HAND_2	f55v.11	9	0	0	PROC019	Y	y	NONE
E077	f56r	HAND_1	f56r.5	4	0	0	PROC009	AIIN	daiin	d
E081	f56r	HAND_1	f56r.7	4	0	0	PROC008	OK+Y	choky	ch
E082	f56r	HAND_1	f56r.7	5	0	0	PROC055	AL	dal	d
E085	f56r	HAND_1	f56r.8	3	0	0	PROC008	OK+Y	choky	ch
E098	f56r	HAND_1	f56r.19	1	1	0	PROC065	OT+Y	otchey	NONE
E100	f56r	HAND_1	f56r.19	3	0	0	PROC009	AIIN	daiin	d
E105	f81v	HAND_2	f81v.2	5	0	0	PROC003	AR	sar	s
E106	f81v	HAND_2	f81v.2	6	0	0	PROC013	OL	ol	NONE
E109	f81v	HAND_2	f81v.2	9	0	0	PROC055	AL	al	NONE
E110	f81v	HAND_2	f81v.2	10	0	0	PROC013	OL	ol	NONE
E113	f81v	HAND_2	f81v.7	1	1	0	PROC022	OL+OR	olor	NONE
E114	f81v	HAND_2	f81v.7	2	0	0	PROC013	OL	ol	NONE
E116	f81v	HAND_2	f81v.7	4	0	0	PROC009	AIIN	daiin	d
E118	f81v	HAND_2	f81v.7	6	0	0	PROC009	AIIN	daiin	d
E121	f81v	HAND_2	f81v.7	9	0	1	PROC013	OL	qol	q
E124	f81v	HAND_2	f81v.17	3	0	0	PROC013	OL	ol	NONE
E132	f81v	HAND_2	f81v.18	2	0	1	PROC019	Y	chey	che
E133	f81v	HAND_2	f81v.18	3	0	0	PROC013	OL	ol	NONE
E135	f81v	HAND_2	f81v.18	5	0	0	PROC013	OL	ol	NONE
E140	f81v	HAND_2	f81v.18	10	0	0	PROC008	OK+Y	qoky	q
E148	f81v	HAND_2	f81v.21	8	0	0	PROC013	OL	qol	q
E154	f81v	HAND_2	f81v.24	5	0	0	PROC013	OL	qol	q
E156	f81v	HAND_2	f81v.24	7	0	1	PROC055	AL	sal	s
E166	f81v	HAND_2	f81v.27	7	0	1	PROC055	AL	chal	ch
E170	f82r	HAND_2	f82r.2	4	0	0	PROC019	Y	dy	d
E188	f82r	HAND_2	f82r.4	8	0	0	PROC008	OK+Y	qoky	q
E195	f82r	HAND_2	f82r.7	7	0	0	PROC008	OK+Y	qoky	q
E197	f82r	HAND_2	f82r.7	9	0	0	PROC031	SH+EE+Y	cheey	che
E199	f82r	HAND_2	f82r.19	2	0	0	PROC003	AR	char	ch
E203	f82r	HAND_2	f82r.23	1	1	0	PROC031	SH+EE+Y	cheey	che
E207	f82r	HAND_2	f82r.23	5	0	0	PROC009	AIIN	daiin	d
E208	f82r	HAND_2	f82r.23	6	0	0	PROC019	Y	chey	che
E214	f82r	HAND_2	f82r.26	3	0	1	PROC055	AL	cheal	che
E217	f82r	HAND_2	f82r.26	6	0	0	PROC009	AIIN	aiin	NONE
E232	f83r	HAND_2	f83r.3	4	0	1	PROC019	Y	chey	che
E233	f83r	HAND_2	f83r.3	5	0	0	PROC009	AIIN	daiin	d
E234	f83r	HAND_2	f83r.3	6	0	0	PROC019	Y	chey	che
E238	f83r	HAND_2	f83r.3	10	0	0	PROC003	AR	dar	d
E247	f83r	HAND_2	f83r.6	9	0	1	PROC008	OK+Y	qoky	q
E251	f83r	HAND_2	f83r.8	4	0	0	PROC008	OK+Y	qoky	q
E254	f83r	HAND_2	f83r.11	1	1	0	PROC016	OR	sor	s
E268	f83r	HAND_2	f83r.14	5	0	1	PROC055	AL	dal	d
E271	f83r	HAND_2	f83r.14	8	0	0	PROC014	CTH+Y	shcthy	sh
E272	f83r	HAND_2	f83r.14	9	0	0	PROC055	AL	dal	d
E273	f83r	HAND_2	f83r.14	10	0	0	PROC019	Y	sy	s
E274	f83r	HAND_2	f83r.15	1	1	0	PROC009	AIIN	saiin	s
E277	f83r	HAND_2	f83r.15	4	0	0	PROC019	Y	chey	che
E278	f83r	HAND_2	f83r.15	5	0	0	PROC055	AL	tal	t
E279	f83r	HAND_2	f83r.15	6	0	0	PROC014	CTH+Y	shcthy	sh
E289	f83r	HAND_2	f83r.16	7	0	0	PROC014	CTH+Y	checthy	che
E295	f83r	HAND_2	f83r.20	5	0	1	PROC013	OL	sol	s
E298	f83r	HAND_2	f83r.20	8	0	1	PROC008	OK+Y	qoky	q
E299	f83r	HAND_2	f83r.20	9	0	0	PROC009	AIIN	saiin	s
E310	f83r	HAND_2	f83r.24	2	0	0	PROC014	CTH+Y	checthy	che
E311	f83r	HAND_2	f83r.24	3	0	0	PROC004	T+Y	chety	che
E321	f83r	HAND_2	f83r.26	1	1	0	PROC065	OT+Y	otchey	NONE
E323	f83r	HAND_2	f83r.26	3	0	0	PROC008	OK+Y	qoky	q
E324	f83r	HAND_2	f83r.26	4	0	0	PROC013	OL	tol	t
E332	f83r	HAND_2	f83r.28	1	1	0	PROC009	AIIN	saiin	s
E338	f83r	HAND_2	f83r.35	1	1	0	PROC009	AIIN	saiin	s
E343	f83r	HAND_2	f83r.37	1	1	0	PROC013	OL	sol	s
E348	f83r	HAND_2	f83r.38	1	1	0	PROC016	OR	or	NONE
E349	f83r	HAND_2	f83r.38	2	0	0	PROC019	Y	chey	che
E353	f83r	HAND_2	f83r.39	2	0	0	PROC031	SH+EE+Y	shey	sh
E359	f83r	HAND_2	f83r.41	4	0	0	PROC055	AL	dal	d
E365	f83r	HAND_2	f83r.48	1	1	0	PROC055	AL	dal	d
E366	f83r	HAND_2	f83r.48	2	0	0	PROC013	OL	cheol	che
E369	f83r	HAND_2	f83r.48	5	0	0	PROC009	AIIN	aiin	NONE
E370	f83r	HAND_2	f83r.49	1	1	0	PROC013	OL	sol	s
E376	f83r	HAND_2	f83r.52	4	0	0	PROC013	OL	ol	NONE
E377	f83r	HAND_2	f83r.54	1	1	0	PROC009	AIIN	daiin	d
E378	f83r	HAND_2	f83r.54	2	0	0	PROC013	OL	ol	NONE
E380	f83r	HAND_2	f83r.54	4	0	0	PROC019	Y	chey	che
