token_id	page_order	page	locus	line_number	code	relation	kind	subtype	section	language	hand	token_index	eva
1	1	f1r	f1r.1	1	@P0	@	P	0	T	A	1	1	fachys
2	1	f1r	f1r.1	1	@P0	@	P	0	T	A	1	2	ykal
3	1	f1r	f1r.1	1	@P0	@	P	0	T	A	1	3	ar
4	1	f1r	f1r.1	1	@P0	@	P	0	T	A	1	4	ataiin
5	1	f1r	f1r.1	1	@P0	@	P	0	T	A	1	5	shol
6	1	f1r	f1r.1	1	@P0	@	P	0	T	A	1	6	shory
7	1	f1r	f1r.1	1	@P0	@	P	0	T	A	1	7	cthres
8	1	f1r	f1r.1	1	@P0	@	P	0	T	A	1	8	y
9	1	f1r	f1r.1	1	@P0	@	P	0	T	A	1	9	kor
10	1	f1r	f1r.1	1	@P0	@	P	0	T	A	1	10	sholdy
11	1	f1r	f1r.2	2	+P0	+	P	0	T	A	1	1	sory
12	1	f1r	f1r.2	2	+P0	+	P	0	T	A	1	2	ckhar
13	1	f1r	f1r.2	2	+P0	+	P	0	T	A	1	3	or
14	1	f1r	f1r.2	2	+P0	+	P	0	T	A	1	4	y
15	1	f1r	f1r.2	2	+P0	+	P	0	T	A	1	5	kair
16	1	f1r	f1r.2	2	+P0	+	P	0	T	A	1	6	chtaiin
17	1	f1r	f1r.2	2	+P0	+	P	0	T	A	1	7	shar
18	1	f1r	f1r.2	2	+P0	+	P	0	T	A	1	8	ase
19	1	f1r	f1r.2	2	+P0	+	P	0	T	A	1	9	cthar
20	1	f1r	f1r.2	2	+P0	+	P	0	T	A	1	10	cthar
21	1	f1r	f1r.2	2	+P0	+	P	0	T	A	1	11	dan
22	1	f1r	f1r.3	3	+P0	+	P	0	T	A	1	1	syaiir
23	1	f1r	f1r.3	3	+P0	+	P	0	T	A	1	2	sheky
24	1	f1r	f1r.3	3	+P0	+	P	0	T	A	1	3	or
25	1	f1r	f1r.3	3	+P0	+	P	0	T	A	1	4	ykaiin
26	1	f1r	f1r.3	3	+P0	+	P	0	T	A	1	5	shod
27	1	f1r	f1r.3	3	+P0	+	P	0	T	A	1	6	cthoary
28	1	f1r	f1r.3	3	+P0	+	P	0	T	A	1	7	cthes
29	1	f1r	f1r.3	3	+P0	+	P	0	T	A	1	8	daraiin
30	1	f1r	f1r.3	3	+P0	+	P	0	T	A	1	9	sy
31	1	f1r	f1r.4	4	+P0	+	P	0	T	A	1	1	soiin
32	1	f1r	f1r.4	4	+P0	+	P	0	T	A	1	2	oteey
33	1	f1r	f1r.4	4	+P0	+	P	0	T	A	1	3	oteos
34	1	f1r	f1r.4	4	+P0	+	P	0	T	A	1	4	roloty
35	1	f1r	f1r.4	4	+P0	+	P	0	T	A	1	5	cthiar
36	1	f1r	f1r.4	4	+P0	+	P	0	T	A	1	6	daiin
37	1	f1r	f1r.4	4	+P0	+	P	0	T	A	1	7	okaiin
38	1	f1r	f1r.4	4	+P0	+	P	0	T	A	1	8	or
39	1	f1r	f1r.4	4	+P0	+	P	0	T	A	1	9	okan
40	1	f1r	f1r.5	5	+P0	+	P	0	T	A	1	1	sair
41	1	f1r	f1r.5	5	+P0	+	P	0	T	A	1	2	y
42	1	f1r	f1r.5	5	+P0	+	P	0	T	A	1	3	chear
43	1	f1r	f1r.5	5	+P0	+	P	0	T	A	1	4	cthaiin
44	1	f1r	f1r.5	5	+P0	+	P	0	T	A	1	5	cphar
45	1	f1r	f1r.5	5	+P0	+	P	0	T	A	1	6	cfhaiin
46	1	f1r	f1r.6	6	=Pt	=	P	t	T	A	1	1	ydaraishy
47	1	f1r	f1r.7	7	*P0	*	P	0	T	A	1	1	odar
48	1	f1r	f1r.7	7	*P0	*	P	0	T	A	1	2	shol
49	1	f1r	f1r.7	7	*P0	*	P	0	T	A	1	3	cphoy
50	1	f1r	f1r.7	7	*P0	*	P	0	T	A	1	4	oydar
51	1	f1r	f1r.7	7	*P0	*	P	0	T	A	1	5	sh
52	1	f1r	f1r.7	7	*P0	*	P	0	T	A	1	6	s
53	1	f1r	f1r.7	7	*P0	*	P	0	T	A	1	7	cfhoaiin
54	1	f1r	f1r.7	7	*P0	*	P	0	T	A	1	8	shodary
55	1	f1r	f1r.8	8	+P0	+	P	0	T	A	1	1	yshey
56	1	f1r	f1r.8	8	+P0	+	P	0	T	A	1	2	shody
57	1	f1r	f1r.8	8	+P0	+	P	0	T	A	1	3	okchoy
58	1	f1r	f1r.8	8	+P0	+	P	0	T	A	1	4	otchol
59	1	f1r	f1r.8	8	+P0	+	P	0	T	A	1	5	chocthy
60	1	f1r	f1r.8	8	+P0	+	P	0	T	A	1	6	os
61	1	f1r	f1r.8	8	+P0	+	P	0	T	A	1	7	chy
62	1	f1r	f1r.8	8	+P0	+	P	0	T	A	1	8	dain
63	1	f1r	f1r.8	8	+P0	+	P	0	T	A	1	9	chor
64	1	f1r	f1r.8	8	+P0	+	P	0	T	A	1	10	kos
65	1	f1r	f1r.9	9	+P0	+	P	0	T	A	1	1	daiin
66	1	f1r	f1r.9	9	+P0	+	P	0	T	A	1	2	shos
67	1	f1r	f1r.9	9	+P0	+	P	0	T	A	1	3	cfhol
68	1	f1r	f1r.9	9	+P0	+	P	0	T	A	1	4	shody
69	1	f1r	f1r.10	10	=Pt	=	P	t	T	A	1	1	dain
70	1	f1r	f1r.10	10	=Pt	=	P	t	T	A	1	2	os
71	1	f1r	f1r.10	10	=Pt	=	P	t	T	A	1	3	teody
72	1	f1r	f1r.11	11	*P0	*	P	0	T	A	1	1	ydain
73	1	f1r	f1r.11	11	*P0	*	P	0	T	A	1	2	cphesaiin
74	1	f1r	f1r.11	11	*P0	*	P	0	T	A	1	3	ols
75	1	f1r	f1r.11	11	*P0	*	P	0	T	A	1	4	cphey
76	1	f1r	f1r.11	11	*P0	*	P	0	T	A	1	5	ytain
77	1	f1r	f1r.11	11	*P0	*	P	0	T	A	1	6	shoshy
78	1	f1r	f1r.11	11	*P0	*	P	0	T	A	1	7	cphodal
79	1	f1r	f1r.11	11	*P0	*	P	0	T	A	1	8	es
80	1	f1r	f1r.12	12	+P0	+	P	0	T	A	1	1	oksho
81	1	f1r	f1r.12	12	+P0	+	P	0	T	A	1	2	kshoy
82	1	f1r	f1r.12	12	+P0	+	P	0	T	A	1	3	otairin
83	1	f1r	f1r.12	12	+P0	+	P	0	T	A	1	4	oteol
84	1	f1r	f1r.12	12	+P0	+	P	0	T	A	1	5	okan
85	1	f1r	f1r.12	12	+P0	+	P	0	T	A	1	6	shodain
86	1	f1r	f1r.12	12	+P0	+	P	0	T	A	1	7	sckhey
87	1	f1r	f1r.12	12	+P0	+	P	0	T	A	1	8	daiin
88	1	f1r	f1r.13	13	+P0	+	P	0	T	A	1	1	shoy
89	1	f1r	f1r.13	13	+P0	+	P	0	T	A	1	2	ckhey
90	1	f1r	f1r.13	13	+P0	+	P	0	T	A	1	3	kodaiin
91	1	f1r	f1r.13	13	+P0	+	P	0	T	A	1	4	cphy
92	1	f1r	f1r.13	13	+P0	+	P	0	T	A	1	5	cphodaiils
93	1	f1r	f1r.13	13	+P0	+	P	0	T	A	1	6	cthey
94	1	f1r	f1r.13	13	+P0	+	P	0	T	A	1	7	sho
95	1	f1r	f1r.13	13	+P0	+	P	0	T	A	1	8	oldain
