page_ordinal	physical_page	source_selectors	register	topology_family	coarse_page_owner_id	coarse_visible_layout_de	visual_batch_id	visual_source_path	visual_annotation_tier	deep_panel_status	raw_line_count	raw_token_count	running_prose_line_count	local_label_line_count	empty_line_count	running_event_count	local_card_count	legacy_statement_count	legacy_local_component_count	legacy_local_name_slot_count	deep_panel_count	deep_record_count	deep_label_token_count	semantic_ceiling
1	f1r	f1r	SOURCE_SECTION_T	TEXT_BLOCK	F1R_TEXT_PAGE	vier getrennte Prosabloecke ohne sicheren Gegenstandsbesitzer	GDT404_IMAGE_FIRST	experiments/yolo/gdt404_random_four_page_factorized_admission/artifacts/gdt404_image_first_owner_manifest.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	28	214	28	0	0	214	0	7	0	0	0	0	0	Textblockgrenzen; kein Bildobjekt als Textbedeutung
2	f4r	f4r	HERBAL	WHOLE_PLANT_ARTICLE	F4R_WHOLE_PLANT	aufrechte vieltriebige Ganzpflanze mit zwei Prosabloecken	GDT514_IMAGE_OWNER_MAP	experiments/yolo/gdt514_second_random_four_page_selection_owner_map/artifacts/gdt514_4_image_owner_map.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	13	64	13	0	0	64	0	5	0	0	0	0	0	Ganzpflanzenkontext; keine Wort-zu-Pflanzenteil-Zuweisung
3	f10r	f10r	HERBAL	WHOLE_PLANT_ARTICLE	F10R_WHOLE_PLANT	eine abgebildete Ganzpflanze mit umgebender Prosa	V70_DIRECT_REVIEW	experiments/yolo/sidequest_theory_candidates_v70/V70_R1_TEN_PAGE_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	12	92	12	0	0	92	0	2	0	0	0	0	0	Ganzpflanzenkontext; keine Wort-zu-Pflanzenteil-Zuweisung
4	f11r	f11r	HERBAL	WHOLE_PLANT_ARTICLE	F11R_WHOLE_PLANT	eine abgebildete Ganzpflanze mit umgebender Prosa	V70_DIRECT_REVIEW	experiments/yolo/sidequest_theory_candidates_v70/V70_R1_TEN_PAGE_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	7	59	7	0	0	59	0	2	0	0	0	0	0	Ganzpflanzenkontext; keine Wort-zu-Pflanzenteil-Zuweisung
5	f13r	f13r	HERBAL	WHOLE_PLANT_ARTICLE	F13R_WHOLE_PLANT	eine grosse Pflanze mit Text oberhalb und um den Pflanzenkoerper	PASS909_VISUAL_INVENTORY	experiments/yolo/sidequest_semantic_four_page_reality_check_nine_hundred_ninth/NINE_HUNDRED_NINTH_VISUAL_INVENTORY.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	10	77	10	0	0	77	0	5	0	0	0	0	0	Ganzpflanzenkontext; keine Stoff- oder Teilbedeutung
6	f17r	f17r	HERBAL	WHOLE_PLANT_ARTICLE	F17R_WHOLE_PLANT	ganze Pflanze plus ein lokaler Beschriftungslocus im Bluetenbereich	PASS1003_VISUAL_OWNER_MAP	experiments/yolo/sidequest_semantic_four_fresh_page_transfer_one_thousand_third/PASS1003_VISUAL_OWNER_MAP.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	13	80	12	1	0	78	2	8	1	2	0	0	0	Ganzpflanzenkontext und lokale Kennung; keine portable Wortbedeutung
7	f18r	f18r	HERBAL	WHOLE_PLANT_ARTICLE	F18R_WHOLE_PLANT	grosse ganze Bluetenpflanze ohne sichtbares Gefaess oder Werkzeug	PASS1008_IMAGE_REVIEW	experiments/yolo/sidequest_semantic_four_page_template_transfer_one_thousand_eighth/PASS1008_IMAGE_MANIFEST.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	14	84	14	0	0	84	0	5	0	0	0	0	0	Ganzpflanzenkontext; keine Wort-zu-Pflanzenteil-Zuweisung
8	f20v	f20v	HERBAL	WHOLE_PLANT_ARTICLE	F20V_WHOLE_PLANT	hohe verzweigte Ganzpflanze mit zwei Prosabloecken	GDT514_IMAGE_OWNER_MAP	experiments/yolo/gdt514_second_random_four_page_selection_owner_map/artifacts/gdt514_4_image_owner_map.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	11	86	11	0	0	86	0	3	0	0	0	0	0	Ganzpflanzenkontext; keine Wort-zu-Pflanzenteil-Zuweisung
9	f24v	f24v	HERBAL	WHOLE_PLANT_ARTICLE	F24V_WHOLE_PLANT	ganzseitige Pflanze mit zwei Prosabloecken	GDT404_IMAGE_FIRST	experiments/yolo/gdt404_random_four_page_factorized_admission/artifacts/gdt404_image_first_owner_manifest.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	16	86	16	0	0	86	0	3	0	0	0	0	0	Ganzpflanzenkontext; keine Wort-zu-Pflanzenteil-Zuweisung
10	f31r	f31r	HERBAL	WHOLE_PLANT_ARTICLE	F31R_WHOLE_PLANT	ganzseitige verzweigte Pflanze mit getrennten oberen Textbloecken	GDT514_IMAGE_OWNER_MAP	experiments/yolo/gdt514_second_random_four_page_selection_owner_map/artifacts/gdt514_4_image_owner_map.tsv	DIRECT_PAGE_CONTEXT	PANEL_NOT_DEEPLY_ANNOTATED	16	103	16	0	0	103	0	19	0	0	0	0	0	Ganzpflanzenkontext; keine Wort-zu-Pflanzenteil-Zuweisung
