binding_id	source_reading_id	evidence_path	selector	field_assertions	field_contains_assertions	evidence_role	score_credit_family_ids	matched_row_fingerprint_sha256	source_row_match	evidence_status	historical_confirmation
E001	opchedaiin#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_324_ACTIVE_LEXICAL_READINGS.tsv	v94_reading_id=opchedaiin#1	surface=opchedaiin;v94_lexical_core_de=drei Dosen bis zur Mittelstufe getrockneten Pulvers;working_model_score_0_100_not_probability=30;working_model_level=W1_WEAK_WORKING	NONE	active_lexical_baseline	NONE	327dc442ff5cae1bdb1c51d5c544b590c14df43eba00719e5ba75842dc78680b	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E002	opchedaiin#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_479_CONTEXT_REALIZATIONS.tsv	position_id=P043;source_reading_id=opchedaiin#1	page=f105v;locus=f105v.1;token_ordinal=6;surface=opchedaiin;v68_action_license=NOT_ACTION_LICENSED	NONE	exact_active_position	NONE	a2dc2a09f916b065297dfe685347a740325a358129a707ff4873461d67032331	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E003	opchedaiin#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_56_HELD_READING_AUDIT.tsv	source_reading_id=opchedaiin#1	disposition=HELD_FOR_LATER_REPAIR;new_lexical_score=30;new_lexical_level=W1_WEAK_WORKING	NONE	open_repair_queue_row	NONE	9600eccfeb9af42aa1d678fe8b111a87af7db5f43fff7da3d047e842484a2d48	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E004	opchedaiin#1	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f105v;locus=f105v.1;token_ordinal=6;surface=opchedaiin	v64_token_gloss_de=drei Dosen bis zur Mittelstufe getrockneten Pulvers;v64_rule_id=P026;decision_class=MATERIAL_RESULT_COLLAPSE;formal_routes=LEARNED_WHOLE_OR_UNEXPORTED	NONE	last_semantic_decision	NONE	dbbdbaba6a19a2106b8394044ddf2280667598b2a48397e0e21f8be4b61b06d8	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E005	opchedaiin#1	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	surface=opchedaiin	rule_id=P026;v64_main_gloss_de=drei Dosen bis zur Mittelstufe getrockneten Pulvers;practical_head_de=Pulver;decision_class=MATERIAL_RESULT_COLLAPSE	NONE	exact_renderer_rule	NONE	0a1691dc09414520ab18be17f0563d41a7def3031bf79218cc292a0b46a9dcb3	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E006	opchedaiin#1	experiments/yolo/gdt652_strict_v28_frontier_completion/artifacts/ALL_LINE_CONCRETE_COVERAGE_V29.tsv	page=f105v;locus=f105v.1	all_three_present=1;unknown_tokens=9	unknown_surfaces=opchedaiin	upstream_unknown_control	NONE	fc7018270efe9f14ee9f33d868eb01f7bead61e3e789ceadaa28f099cfb85405	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E007	opchedaiin#1	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/INITIAL_HEAD_SCOPE_PROFILE.tsv	head=p	initial_occurrences=503;initial_types=277;internal_token_occurrences=858;internal_types=443;standalone_occurrences=5	NONE	internal_p_scope_control	NONE	ca2b9990d3f6aa04609f6e4bc5c4edacbb55d5688341c6e1a04629244c749ae7	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E008	chopo#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_324_ACTIVE_LEXICAL_READINGS.tsv	v94_reading_id=chopo#1	surface=chopo;v94_lexical_core_de=Pulverzubereitung aus Trockengut;working_model_score_0_100_not_probability=30;working_model_level=W1_WEAK_WORKING	NONE	active_lexical_baseline	NONE	4f974da4cab84320261a315f8846412679530196f3332bfb2d30049e6962b4a2	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E009	chopo#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_479_CONTEXT_REALIZATIONS.tsv	position_id=P138;source_reading_id=chopo#1	page=f114r;locus=f114r.24;token_ordinal=10;surface=chopo;v68_action_license=NOT_ACTION_LICENSED	NONE	exact_active_position	NONE	08f5b6695ccfc4b29b907c3dd265a59e465db8cf00ffdcb9a3c90b02819e92d7	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E010	chopo#1	experiments/yolo/gdt721_v94_four_head_construction_scope_and_b003_restore/artifacts/V94_56_HELD_READING_AUDIT.tsv	source_reading_id=chopo#1	disposition=HELD_FOR_LATER_REPAIR;new_lexical_score=30;new_lexical_level=W1_WEAK_WORKING	NONE	open_repair_queue_row	NONE	c5ada730d6244d0cc69062f2bdfb02ebeeb72b3a8cca2a27db1ce60fe486c5e2	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E011	chopo#1	experiments/yolo/gdt691_preparation_head_role_dispatch/artifacts/V64_479_TOKEN_READER.tsv	page=f114r;locus=f114r.24;token_ordinal=10;surface=chopo	v64_token_gloss_de=Pulverzubereitung aus Trockengut;v64_rule_id=P029;decision_class=MATERIAL_SOURCE_COLLAPSE	formal_routes=LEARNED_WHOLE_OR_UNEXPORTED	last_semantic_decision	NONE	d3ffe42ea06e5fd6382a8276cf2b48aa812f0ea532a9288db8a23744158b59da	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
E012	chopo#1	experiments/yolo/gdt691_preparation_head_role_dispatch/src/V64_EXACT_TOKEN_RULES.tsv	surface=chopo	rule_id=P029;v64_main_gloss_de=Pulverzubereitung aus Trockengut;practical_head_de=Pulverzubereitung;decision_class=MATERIAL_SOURCE_COLLAPSE	NONE	exact_renderer_rule	NONE	9b148c7e88964fc5faffdc95af33a1f4cf5d79879a3b9547e3ba87e4b1633f05	1	BOUND_EXACT_PRIMARY_ROW	H0_NONE
