source_reading_id	surface	model_id	candidate_default_de	decision	evidence_fit_de	conflict_de	portable_default_selected	score_credit	component_global_export_allowed
opchedaiin#1	opchedaiin	A_BOUND_WHOLE_RENDERER_NO_COMPONENT_EXPORT	drei Portionen bis zur Mittelstufe getrockneten Pulvers	SELECT	GDT691 entfernt den redundanten zweiten Ansatzkopf; die exakte Position trägt Pulver, Trocknung bis Mittelstufe und eine Dreimenge.	GDT635 lizenziert p=Pulver nur tokeninitial; O|P|CHEDAIIN ist nicht als Komponentenfolge belegt, und die genaue Einheit bleibt offen. Portion ist hier der neutrale praktische Renderer.	1	0	0
opchedaiin#1	opchedaiin	B_INTERNAL_P_COMPOSITION	drei Portionen getrocknete Pulverzubereitung	KEEP_LIVE_RIVAL_NOT_SELECTED	Die wiederkehrende Pulverdomäne wäre mit einem inneren p-Kopf vereinbar.	O_PREP + P_INTERNAL + CHEDAIIN ist nicht lizenziert; GDT635 trennt innere p von p-Initialköpfen.	0	0	0
opchedaiin#1	opchedaiin	C_UNRELATED_LEXEME_OR_FORMULA	unabhängiges Lexem oder Formelmarker	KEEP_COUNTERMODEL	Die Form kann als gelerntes technisches Zeichen ohne innere Segmentierung funktionieren.	Verliert den konkreten Pulverbefund und erklärt die lokale op/qopaiin-Verbindung nicht besser.	0	0	0
chopo#1	chopo	A_BOUND_WHOLE_RENDERER_NO_COMPONENT_EXPORT	Pulverzubereitung aus Trockengut	SELECT	GDT691 bindet an der exakten nominalen Stelle Pulverzubereitung und Trockengut, mit zwei Rollen innerhalb desselben gebundenen Renderers.	CH|O|P|O hinterlässt ein unbezahltes finales O; Mischung gegen Zubereitung und Trockengut gegen Trockenextrakt bleiben offen.	1	0	0
chopo#1	chopo	B_INTERNAL_P_COMPOSITION	trockene Pulverzubereitung aus unbekanntem O-Rest	REJECT_UNPAID_RESIDUE	Die wiederkehrende Pulverdomäne wäre mit einem inneren p-Kopf vereinbar.	CH + O_PREP + P_INTERNAL + O ist nicht lizenziert; GDT635 trennt innere p von p-Initialköpfen.	0	0	0
chopo#1	chopo	C_UNRELATED_LEXEME_OR_FORMULA	unabhängiges Lexem oder Formelmarker	KEEP_COUNTERMODEL	Die Form kann als gelerntes technisches Zeichen ohne innere Segmentierung funktionieren.	Verliert den konkreten Pulverbefund und erklärt die lokale op/qopaiin-Verbindung nicht besser.	0	0	0
op#1	op	A_BOUND_WHOLE_RENDERER_NO_COMPONENT_EXPORT	Pulverzubereitung	SELECT	Die exakte nominale Position und das spätere qopaiin derselben Zeile stützen einen lokalen Pulverzubereitungsrahmen.	Eine einzige aktive Bedeutungsposition trennt Pulverzubereitung, Pulvermischung, Pulveransatz und bloßes Pulverprodukt nicht; internes p ist nicht lizenziert.	1	0	0
op#1	op	B_INTERNAL_P_COMPOSITION	Ansatz des Pulverstoffs	KEEP_LIVE_RIVAL_NOT_SELECTED	Die wiederkehrende Pulverdomäne wäre mit einem inneren p-Kopf vereinbar.	O_PREP + P_INTERNAL ist nicht lizenziert; GDT635 trennt innere p von p-Initialköpfen.	0	0	0
op#1	op	C_UNRELATED_LEXEME_OR_FORMULA	unabhängiges Lexem oder Formelmarker	KEEP_COUNTERMODEL	Die Form kann als gelerntes technisches Zeichen ohne innere Segmentierung funktionieren.	Verliert den konkreten Pulverbefund und erklärt die lokale op/qopaiin-Verbindung nicht besser.	0	0	0
qopaiin#1	qopaiin	A_BOUND_WHOLE_RENDERER_NO_COMPONENT_EXPORT	drei Teile Pulverzubereitung	SELECT	Die einzige aktionslizenzierte Position bewahrt drei Teile und Pulverzubereitung; GDT691 verbindet op und qopaiin auf derselben Zeile.	Nehmen ist nur an P158 lizenziert und darf nicht als freier q-, op- oder aiin-Wert exportiert werden; die innere Zerlegung bleibt unbewiesen.	1	0	0
qopaiin#1	qopaiin	B_INTERNAL_P_COMPOSITION	drei Teile eines Pulveransatzes nehmen	KEEP_LIVE_RIVAL_NOT_SELECTED	Die wiederkehrende Pulverdomäne wäre mit einem inneren p-Kopf vereinbar.	Q + O_PREP + P_INTERNAL + AIIN ist nicht lizenziert; GDT635 trennt innere p von p-Initialköpfen.	0	0	0
qopaiin#1	qopaiin	C_UNRELATED_LEXEME_OR_FORMULA	unabhängiges Lexem oder Formelmarker	KEEP_COUNTERMODEL	Die Form kann als gelerntes technisches Zeichen ohne innere Segmentierung funktionieren.	Verliert den konkreten Pulverbefund und erklärt die lokale op/qopaiin-Verbindung nicht besser.	0	0	0
opchey#1	opchey	A_BOUND_WHOLE_RENDERER_NO_COMPONENT_EXPORT	Trockenpulver, Form I	SELECT	GDT633 belegt opchey 26-mal und die formale Schwester opcheey viermal; GDT691 wählt an P448 den konkreten gebundenen Renderer Trockenpulver, Form I.	Die 30 Formbelege bestätigen das Gerüst, nicht Pulver, Trocken oder Form I als freie Teilwerte; die semantische Zuweisung bleibt lokal und H0.	1	0	0
opchey#1	opchey	B_INTERNAL_P_COMPOSITION	Pulverzubereitung, trockene Form I	KEEP_LIVE_RIVAL_NOT_SELECTED	Die wiederkehrende Pulverdomäne wäre mit einem inneren p-Kopf vereinbar.	O_PREP + P_INTERNAL + CHEY ist nicht lizenziert; GDT635 trennt innere p von p-Initialköpfen.	0	0	0
opchey#1	opchey	C_UNRELATED_LEXEME_OR_FORMULA	unabhängiges Lexem oder Formelmarker	KEEP_COUNTERMODEL	Die Form kann als gelerntes technisches Zeichen ohne innere Segmentierung funktionieren.	Verliert den konkreten Pulverbefund und erklärt die lokale op/qopaiin-Verbindung nicht besser.	0	0	0
