entity_type	v95_reading_id	surface	v95_lexical_core_de	v95_context_realizations_de	source_reading_ids	source_entity_ids	source_working_meanings_de	source_gdts	source_artifacts	source_semantic_scopes	source_semantic_applicabilities	source_global_export_scopes	source_bound_span_ids	semantic_scope	semantic_applicability	global_export_scope	bound_span_ids	unconditional_global_export_allowed	source_reading_count	occurrence_count	page_count	locus_count	pages	sample_loci	family_ids	decomposition	repair_modes	resolved_debt_atoms	last_semantic_writer	base_score	score_delta_lexical_core	lexical_core_cap	working_model_score_0_100_not_probability	working_model_level	context_realization_cap	context_realization_score_0_100_not_probability	context_realization_level	form_level	historical_confirmation	historical_analogue	relation_word_delta	positive_evidence_de	counterevidence_de	v95_audit_decision	v95_evidence_class	v95_open_semantic_slots	v95_component_global_export_allowed	v95_prior_lexical_core_de
ACTIVE_LEXICAL_READING	adeeody#1	adeeody	gleicher abgemessener Teil der fertigen Zubereitung	gleicher abgemessener Teil der fertigen Zubereitung	adeeody#1	AR001	gleicher abgemessener Teil der fertigen Zubereitung	GDT691	V64_479_TOKEN_READER.tsv	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	1	1	1	1	f26r	f26r.2#3	NONE	UNCHANGED_V83_READING	RETAIN_V83	NONE	GDT691	30	0	79	30	W1_WEAK_WORKING	79	30	W1_WEAK_WORKING	F3_EXACT_ACTIVE_ZL3B_TOKEN	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Auszug|Charge	NOT_IN_GDT722_TRANCHE	INHERITED_V94	NOT_EVALUATED	NOT_EVALUATED	gleicher abgemessener Teil der fertigen Zubereitung
ACTIVE_LEXICAL_READING	aiiin#1	aiiin	Wert IV	Menge IV	aiiin#1	AR002	Menge IV	GDT690|GDT715	V63_479_TOKEN_NOUN_BINDING.tsv	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	1	1	1	1	f105v	f105v.14#6	F_N	AIIIN_VALUE_IV	VALUE_AXIS_MOVED_TO_CONTEXT	CORE_CONTEXT_AXIS_CONFLATION	GDT715	36	3	39	39	W1_WEAK_WORKING	39	39	W1_WEAK_WORKING	F3_EXACT_ACTIVE_ZL3B_TOKEN	H0_NONE	NONE	0_GDT696_TO_GDT709	GDT715 trennt Wortkern und einmaligen Kontext: GDT626 bindet drei geschriebene i-Minime an Wert IV; GDT627 bindet die nackte A-Leiter an Werte I-IV; GDT690 waehlt an der einzigen aktiven Stelle Menge gegen den Rivalen Klassenwert IV. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT715 Gegenbeleg: Der Werttraeger benennt weder global eine Menge noch ein gezaehltes Objekt oder eine historische Einheit; Menge gilt nur an P052. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	NOT_IN_GDT722_TRANCHE	INHERITED_V94	NOT_EVALUATED	NOT_EVALUATED	Wert IV
ACTIVE_LEXICAL_READING	aiijy#1	aiijy	in drei Bündel abfüllen und schließen	in drei Bündel abfüllen und schließen	aiijy#1	AR003	in drei Bündel abfüllen und schließen	GDT681	V57_479_POSITION_INFORMATION_AUDIT.tsv	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	1	1	1	1	f105r	f105r.31#5	NONE	UNCHANGED_V83_READING	RETAIN_V83	NONE	GDT684	23	0	79	23	W1_WEAK_WORKING	79	23	W1_WEAK_WORKING	F3_EXACT_ACTIVE_ZL3B_TOKEN	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE; LOW/EXPLORATORY-Provenienz bleibt sichtbar	NOT_IN_GDT722_TRANCHE	INHERITED_V94	NOT_EVALUATED	NOT_EVALUATED	in drei Bündel abfüllen und schließen
ACTIVE_LEXICAL_READING	aiin#1	aiin	Menge III	Menge III	aiin#1	AR004	Menge III	GDT636_V13	V57_479_POSITION_INFORMATION_AUDIT.tsv	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	1	7	5	6	f107r|f113v|f26r|f86v5|f86v6	f107r.2#3|f107r.2#7|f107r.40#5|f113v.3#2|f26r.2#2|f86v5.24#2|f86v6.4#5	NONE	UNCHANGED_V83_READING	RETAIN_V83	NONE	GDT684	53	0	79	53	W2_PROVISIONAL_WORKING	79	53	W2_PROVISIONAL_WORKING	F3_EXACT_ACTIVE_ZL3B_TOKEN	H0_NONE	NONE	0_GDT696_TO_GDT709	7 aktive exakte Positionen auf 5 Seiten und 6 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	NOT_IN_GDT722_TRANCHE	INHERITED_V94	NOT_EVALUATED	NOT_EVALUATED	Menge III
ACTIVE_LEXICAL_READING	aiindy#1	aiindy	drei fertig abgeteilte Teile	drei fertig abgeteilte Teile	aiindy#1	AR005	drei fertig abgeteilte Teile	GDT687	V60_95_POSITION_SCOPE_DISPATCH.tsv	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	1	1	1	1	f86v3	f86v3.19#10	NONE	UNCHANGED_V83_READING	RETAIN_V83	NONE	GDT687	40	0	79	40	W2_PROVISIONAL_WORKING	79	40	W2_PROVISIONAL_WORKING	F3_EXACT_ACTIVE_ZL3B_TOKEN	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT687: vollstaendiger Action/Result/Boundary-Dispatch; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: dy als selbständiger Befehl innerhalb des Wortes	NOT_IN_GDT722_TRANCHE	INHERITED_V94	NOT_EVALUATED	NOT_EVALUATED	drei fertig abgeteilte Teile
ACTIVE_LEXICAL_READING	aiir#1	aiir	Anteil III	Anteil III der vorstehenden trockenen Zubereitung	aiir#1	AR006	Drogenanteil III	GDT693|GDT716	V66_479_TOKEN_SELECTED_SHARE_READER.tsv	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	1	1	1	1	f114r	f114r.24#8	F_R	AIIR_SHARE_III	GENERIC_DRUG_PATIENT_MOVED_TO_CONTEXT	UNSUPPORTED_DRUG_IDENTITY	GDT716	30	8	39	38	W1_WEAK_WORKING	39	38	W1_WEAK_WORKING	F3_EXACT_ACTIVE_ZL3B_TOKEN	H0_NONE	NONE	0_GDT696_TO_GDT709	GDT716 bindet die indexierte Anteilsleiter und trennt den lokalen Referenten: GDT693 waehlt fuer die exakte AIIR-Zelle den indexierten Anteil III und bindet P136 als R-Share; GDT711 liefert genau einmal F_R. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT716 Gegenbeleg: AIIR benennt keinen Drogenstoff; die trockene Zubereitung stammt nur aus dem unmittelbaren CHOS-Kontext und bleibt eine lokale Referenz. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	NOT_IN_GDT722_TRANCHE	INHERITED_V94	NOT_EVALUATED	NOT_EVALUATED	Anteil III
ACTIVE_LEXICAL_READING	airoy#1	airoy	Grundansatz aus Drogenanteil II	Grundansatz aus Drogenanteil II	airoy#1	AR007	Grundansatz aus Drogenanteil II	GDT694	V67_479_TOKEN_ZERO_FRACTION_READER.tsv	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	1	1	1	1	f114r	f114r.26#9	NONE	UNCHANGED_V83_READING	RETAIN_V83	NONE	GDT694	30	0	79	30	W1_WEAK_WORKING	79	30	W1_WEAK_WORKING	F3_EXACT_ACTIVE_ZL3B_TOKEN	H0_NONE	NONE	0_GDT696_TO_GDT709	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Drogenanteil II als Grundansatz	NOT_IN_GDT722_TRANCHE	INHERITED_V94	NOT_EVALUATED	NOT_EVALUATED	Grundansatz aus Drogenanteil II
ACTIVE_LEXICAL_READING	al#1	al	Material I	Material I	al#1	AR008	Rohstoffklasse I	GDT655|GDT712	V57_479_POSITION_INFORMATION_AUDIT.tsv	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	1	3	3	3	f106r|f114v|f86v6	f106r.23#4|f114v.36#9|f86v6.31#7	F_AL	AL	ATLAS_FAMILY_CORE	ROHSTOFF+KLASSENHAUPT	GDT712	38	8	59	46	W2_PROVISIONAL_WORKING	59	46	W2_PROVISIONAL_WORKING	F3_EXACT_ACTIVE_ZL3B_TOKEN	H0_NONE	NONE	0_GDT696_TO_GDT709	GDT712 trennt erneut Wortkern und lokale Realisierung: Drei aktive Positionen auf drei Seiten; GDT655 belegt AL als unterste Stufe der AL/DAL-Materialleiter, und GDT684 sieht MATERIAL_ROLE ohne Identitaetssignal. || 3 aktive exakte Positionen auf 3 Seiten und 3 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Eine freie A|L-Grenze fehlt; Materialart und historische Benennung bleiben offen. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	NOT_IN_GDT722_TRANCHE	INHERITED_V94	NOT_EVALUATED	NOT_EVALUATED	Material I
ACTIVE_LEXICAL_READING	alched#1	alched	Material I, bis Mittelstufe getrocknet und abgeschlossen	Material I, bis Mittelstufe getrocknet und abgeschlossen	alched#1	AR009	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	GDT675|GDT712	V57_479_POSITION_INFORMATION_AUDIT.tsv	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	1	1	1	1	f104v	f104v.2#8	NONE	ALCHED_EXACT_WHOLE	EXACT_WHOLE_IDENTITY_RETREAT	ROHDROGE	GDT712	34	0	39	34	W1_WEAK_WORKING	39	34	W1_WEAK_WORKING	F3_EXACT_ACTIVE_ZL3B_TOKEN	H0_NONE	NONE	0_GDT696_TO_GDT709	GDT712 trennt erneut Wortkern und lokale Realisierung: Die aktive Ganzform traegt MATERIAL_ROLE, STATE_DRY, STATE_FINISHED und VALUE_GRADE; der Zustandskern bleibt vollständig erhalten. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: Singleton; keine zugelassene AL|CHED-Grenze und kein Stoffidentitaetssignal. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	NOT_IN_GDT722_TRANCHE	INHERITED_V94	NOT_EVALUATED	NOT_EVALUATED	Material I, bis Mittelstufe getrocknet und abgeschlossen
ACTIVE_LEXICAL_READING	am#V84_1	am	Maß I	ein Maß	am#1	AR010	Maßeinheit I	GDT661|GDT711	V57_479_POSITION_INFORMATION_AUDIT.tsv	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	ACTIVE_WORKING_DEFAULT	NONE	1	1	1	1	1	f86v5	f86v5.4#11	F_AM	AM	UNSUPPORTED_UNIT_NAME_REMOVAL	UNIDENTIFIED_HISTORICAL_UNIT	GDT711	8	14	39	22	W1_WEAK_WORKING	39	22	W1_WEAK_WORKING	F3_EXACT_ACTIVE_ZL3B_TOKEN	H0_NONE	NONE	0_GDT696_TO_GDT709	GDT711 trennt den kompakten Wortkern von der positionsgebundenen Satzrealisierung. || AM-Maßleiter und elf aktive AM-haltige Formen stützen Maß I.	Historisch unbestätigte Arbeitstheorie; keine Klartextidentifikation. || Keine historische Einheit ist identifiziert; terminaler Schließrival bleibt.	NOT_IN_GDT722_TRANCHE	INHERITED_V94	NOT_EVALUATED	NOT_EVALUATED	Maß I
