view	control_id	architecture_category	pair_id	coordinate_a	coordinate_b	events	gain	inclusive_p	max_four_p	truth_cell_coverage	nonneutral_rate	delta_a_changes	delta_b_changes	evidence_status
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	1-5	inner_d	canonical_wrapper	1231	78.604278753	0.000244081	0.000244081	1.000000000	1.000000000	67	875	POSTSCORE_DIAGNOSTIC
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	3-5	dy_closure	canonical_wrapper	1231	-8.321453752	0.230900659	0.000244081	1.000000000	1.000000000	271	875	POSTSCORE_DIAGNOSTIC
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	2-3	right_family	dy_closure	1231	5.374040337	0.002684891	0.000244081	1.000000000	1.000000000	323	271	POSTSCORE_DIAGNOSTIC
NATIVE	ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	1-5	inner_d	canonical_wrapper	7699	0.773112177	1.000000000	1.000000000	0.955059098	0.955059098	0	724	POSTSCORE_DIAGNOSTIC
NATIVE	ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	3-5	dy_closure	canonical_wrapper	7699	0.467084400	1.000000000	1.000000000	0.955059098	0.955059098	0	724	POSTSCORE_DIAGNOSTIC
NATIVE	ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	2-3	right_family	dy_closure	7699	0.565182800	1.000000000	1.000000000	0.831926224	0.831926224	2382	0	POSTSCORE_DIAGNOSTIC
NATIVE	ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	1-5	inner_d	canonical_wrapper	8269	0.126802777	1.000000000	1.000000000	0.982585561	0.982585561	0	1548	POSTSCORE_DIAGNOSTIC
NATIVE	ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	3-5	dy_closure	canonical_wrapper	8269	-1.753940882	1.000000000	1.000000000	0.982585561	0.982585561	0	1548	POSTSCORE_DIAGNOSTIC
NATIVE	ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	2-3	right_family	dy_closure	8269	-0.567199143	1.000000000	1.000000000	0.875680251	0.875680251	1915	0	POSTSCORE_DIAGNOSTIC
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REAL_STRUCTURED_NATURAL_LANGUAGE	1-5	inner_d	canonical_wrapper	7920	-0.363977772	1.000000000	1.000000000	0.964015151	0.964015151	0	701	POSTSCORE_DIAGNOSTIC
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REAL_STRUCTURED_NATURAL_LANGUAGE	3-5	dy_closure	canonical_wrapper	7920	-0.444201841	1.000000000	1.000000000	0.964015151	0.964015151	0	701	POSTSCORE_DIAGNOSTIC
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REAL_STRUCTURED_NATURAL_LANGUAGE	2-3	right_family	dy_closure	7920	-0.113230118	1.000000000	1.000000000	0.930303030	0.930303030	1046	0	POSTSCORE_DIAGNOSTIC
NATIVE	COMPOSITIONAL_TECHNICAL_NOTATION	SYNTHETIC_FACTORIAL_TECHNICAL_NOTATION	1-5	inner_d	canonical_wrapper	8273	-16.695631224	1.000000000	1.000000000	0.931342923	0.931342923	0	3317	POSTSCORE_DIAGNOSTIC
NATIVE	COMPOSITIONAL_TECHNICAL_NOTATION	SYNTHETIC_FACTORIAL_TECHNICAL_NOTATION	3-5	dy_closure	canonical_wrapper	8273	-9.292100129	1.000000000	1.000000000	0.931342923	0.931342923	0	3317	POSTSCORE_DIAGNOSTIC
NATIVE	COMPOSITIONAL_TECHNICAL_NOTATION	SYNTHETIC_FACTORIAL_TECHNICAL_NOTATION	2-3	right_family	dy_closure	8273	-8.808571884	1.000000000	1.000000000	0.705427294	0.705427294	4169	0	POSTSCORE_DIAGNOSTIC
NATIVE	HYBRID_SHORTHAND	SYNTHETIC_HUMAN_GROWN_HYBRID	1-5	inner_d	canonical_wrapper	8272	-4.781787469	1.000000000	1.000000000	0.947292070	0.947292070	0	2670	POSTSCORE_DIAGNOSTIC
NATIVE	HYBRID_SHORTHAND	SYNTHETIC_HUMAN_GROWN_HYBRID	3-5	dy_closure	canonical_wrapper	8272	-2.967607270	1.000000000	1.000000000	0.947292070	0.947292070	0	2670	POSTSCORE_DIAGNOSTIC
NATIVE	HYBRID_SHORTHAND	SYNTHETIC_HUMAN_GROWN_HYBRID	2-3	right_family	dy_closure	8272	-5.976733843	1.000000000	1.000000000	0.764506770	0.764506770	3437	0	POSTSCORE_DIAGNOSTIC
NATIVE	IFORAL_1395_1411_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	1-5	inner_d	canonical_wrapper	6072	-0.147341468	1.000000000	1.000000000	0.963109354	0.963109354	0	730	POSTSCORE_DIAGNOSTIC
