view	control_id	world	combined_gain	max_four_gain	gain_1_5	gain_3_5	gain_2_3
NATIVE	VOYNICH_FIXED_HOLDOUT	0	-89.583197441	-7.198520786	-43.445803689	-7.198520786	-28.762897549
NATIVE	VOYNICH_FIXED_HOLDOUT	1	-121.323601328	-11.508403094	-63.807026047	-11.508403094	-35.832196768
NATIVE	VOYNICH_FIXED_HOLDOUT	2	-165.414839550	-11.578490456	-129.417354458	-11.578490456	-14.243019220
NATIVE	VOYNICH_FIXED_HOLDOUT	3	-142.413216266	-6.441945559	-96.925899473	-6.441945559	-28.869395817
NATIVE	VOYNICH_FIXED_HOLDOUT	4	-168.911941836	-7.655209641	-131.830007249	-7.655209641	-19.250749529
NATIVE	VOYNICH_FIXED_HOLDOUT	5	-199.993307527	-9.370922950	-107.615103326	-9.370922950	-72.831305834
NATIVE	VOYNICH_FIXED_HOLDOUT	6	-99.359844811	-7.812654438	-64.153920815	-7.812654438	-17.217294140
NATIVE	VOYNICH_FIXED_HOLDOUT	7	-134.600869254	-9.881768557	-86.482620076	-9.881768557	-28.060505203
NATIVE	VOYNICH_FIXED_HOLDOUT	8	-72.880703509	-6.935503234	-37.711038431	-6.935503234	-18.058186426
NATIVE	VOYNICH_FIXED_HOLDOUT	9	-116.397227058	-16.092698857	-57.130275827	-16.092698857	-32.998276957
NATIVE	VOYNICH_FIXED_HOLDOUT	10	-153.452559378	-15.744057952	-92.520752765	-15.744057952	-35.011773242
NATIVE	VOYNICH_FIXED_HOLDOUT	11	-122.015675381	-11.631900758	-52.988280072	-11.631900758	-47.219519135
NATIVE	VOYNICH_FIXED_HOLDOUT	12	-184.753978865	-7.370873918	-131.696170853	-7.370873918	-35.510958677
NATIVE	VOYNICH_FIXED_HOLDOUT	13	-95.381607715	-9.411425699	-49.191246752	-9.411425699	-26.602959846
NATIVE	VOYNICH_FIXED_HOLDOUT	14	-167.712325876	-13.226608389	-94.057747571	-13.226608389	-50.251994499
NATIVE	VOYNICH_FIXED_HOLDOUT	15	-85.220386240	-9.393382186	-49.406572663	-9.393382186	-16.244455973
NATIVE	VOYNICH_FIXED_HOLDOUT	16	-115.165826344	-8.734002813	-68.094107755	-8.734002813	-28.161740358
NATIVE	VOYNICH_FIXED_HOLDOUT	17	-154.193420722	-16.783385652	-95.243440170	-16.783385652	-31.990619482
NATIVE	VOYNICH_FIXED_HOLDOUT	18	-132.227942036	-17.046322108	-66.157050668	-17.046322108	-38.848593842
NATIVE	VOYNICH_FIXED_HOLDOUT	19	-142.033851409	-8.886504210	-91.359221251	-8.886504210	-31.612150531
NATIVE	VOYNICH_FIXED_HOLDOUT	20	-119.464833549	-2.987506895	-83.219531028	-2.987506895	-23.081820209
NATIVE	VOYNICH_FIXED_HOLDOUT	21	-159.525015299	-15.104653323	-99.201931145	-15.104653323	-35.042455413
NATIVE	VOYNICH_FIXED_HOLDOUT	22	-146.024294293	-8.166886897	-86.314245456	-8.166886897	-41.367186523
NATIVE	VOYNICH_FIXED_HOLDOUT	23	-149.001723690	-8.809660695	-109.943162894	-8.809660695	-20.072924683
NATIVE	VOYNICH_FIXED_HOLDOUT	24	-154.115820034	-16.740766377	-95.147565861	-16.740766377	-32.051512378
NATIVE	VOYNICH_FIXED_HOLDOUT	25	-158.611929519	-11.578468169	-91.998179098	-11.578468169	-44.859306834
NATIVE	VOYNICH_FIXED_HOLDOUT	26	-79.981347796	-15.485541098	-35.419681756	-15.485541098	-18.900149524
NATIVE	VOYNICH_FIXED_HOLDOUT	27	-112.970469150	-10.660005349	-59.593981776	-10.660005349	-32.540506607
NATIVE	VOYNICH_FIXED_HOLDOUT	28	-95.043278761	-9.291725003	-49.581041304	-9.291725003	-25.994537036
NATIVE	VOYNICH_FIXED_HOLDOUT	29	-108.184214066	-6.479337181	-48.982986480	-6.479337181	-42.545914987
NATIVE	VOYNICH_FIXED_HOLDOUT	30	-117.264428640	-12.092182565	-78.561368920	-12.092182565	-16.434901738
NATIVE	VOYNICH_FIXED_HOLDOUT	31	-159.563933562	-6.895367506	-98.225057541	-6.895367506	-44.267533098
NATIVE	VOYNICH_FIXED_HOLDOUT	32	-120.698618711	-11.583697635	-49.354885825	-11.583697635	-49.584059835
NATIVE	VOYNICH_FIXED_HOLDOUT	33	-90.935735790	-4.460625480	-66.685081486	-9.614053406	-4.460625480
NATIVE	VOYNICH_FIXED_HOLDOUT	34	-112.813633498	-8.914348222	-73.343392402	-8.914348222	-20.379917457
NATIVE	VOYNICH_FIXED_HOLDOUT	35	-128.469647286	-4.772899086	-69.861078942	-4.772899086	-43.659693841
NATIVE	VOYNICH_FIXED_HOLDOUT	36	-161.224026313	-13.711968754	-93.437492402	-13.711968754	-43.898589739
NATIVE	VOYNICH_FIXED_HOLDOUT	37	-141.654337135	-12.630108511	-84.829335734	-12.630108511	-34.018917473
NATIVE	VOYNICH_FIXED_HOLDOUT	38	-140.735422692	-11.743160571	-76.522664937	-11.743160571	-42.293621767
NATIVE	VOYNICH_FIXED_HOLDOUT	39	-120.546107726	-13.212497764	-64.003675673	-13.212497764	-33.153958872
NATIVE	VOYNICH_FIXED_HOLDOUT	40	-98.414440957	-8.395666119	-67.740487676	-8.395666119	-12.102311744
NATIVE	VOYNICH_FIXED_HOLDOUT	41	-130.423547648	-10.483071400	-70.453763283	-10.483071400	-39.310737548
NATIVE	VOYNICH_FIXED_HOLDOUT	42	-103.530346292	-11.130756074	-62.118673084	-11.130756074	-20.104941716
NATIVE	VOYNICH_FIXED_HOLDOUT	43	-101.492991720	-12.539735177	-61.901429222	-12.539735177	-16.875851904
NATIVE	VOYNICH_FIXED_HOLDOUT	44	-131.103628882	-10.458803969	-77.191555859	-10.458803969	-33.277293637
NATIVE	VOYNICH_FIXED_HOLDOUT	45	-121.489722768	-11.541256034	-80.651535458	-11.541256034	-19.120955858
NATIVE	VOYNICH_FIXED_HOLDOUT	46	-150.087370150	-3.697952642	-90.646360664	-3.697952642	-45.567081427
NATIVE	VOYNICH_FIXED_HOLDOUT	47	-137.031276867	-14.593721092	-70.430276209	-14.593721092	-41.831304148
NATIVE	VOYNICH_FIXED_HOLDOUT	48	-105.601624057	-8.602051998	-65.078811742	-8.602051998	-21.744784900
NATIVE	VOYNICH_FIXED_HOLDOUT	49	-136.059359574	-12.195392234	-79.732343700	-12.195392234	-33.955648222
NATIVE	VOYNICH_FIXED_HOLDOUT	50	-166.522537691	-10.586918153	-119.394139682	-10.586918153	-26.365504439
NATIVE	VOYNICH_FIXED_HOLDOUT	51	-66.340622462	-7.331045600	-36.582933015	-7.331045600	-12.250668430
NATIVE	VOYNICH_FIXED_HOLDOUT	52	-154.801237453	-14.793554456	-93.075699251	-14.793554456	-36.756008329
NATIVE	VOYNICH_FIXED_HOLDOUT	53	-144.321945891	-4.113831023	-75.800380716	-4.113831023	-54.231758734
NATIVE	VOYNICH_FIXED_HOLDOUT	54	-144.796609705	-7.276887403	-91.771092952	-7.276887403	-35.572653933
NATIVE	VOYNICH_FIXED_HOLDOUT	55	-118.302601903	-12.084500507	-77.548671398	-12.084500507	-18.493454581
NATIVE	VOYNICH_FIXED_HOLDOUT	56	-119.056890172	-12.087491274	-68.737595148	-12.087491274	-28.055828333
NATIVE	VOYNICH_FIXED_HOLDOUT	57	-146.754228568	-11.781451488	-80.281195024	-11.781451488	-44.515606639
NATIVE	VOYNICH_FIXED_HOLDOUT	58	-102.633826044	-15.390262368	-23.984981692	-15.390262368	-53.082606567
NATIVE	VOYNICH_FIXED_HOLDOUT	59	-167.616628952	-15.001606511	-121.630111424	-15.001606511	-20.808935600
