view	control_id	architecture_category	architecture_group	source_transitions	scored_transitions	folios	independent_bits	frozen_graph_bits	raw_gain	selector_bits_once	standalone_cost_adjusted_gain	positive_folios	independent_exact	graph_exact	truth_cell_coverage	nonneutral_event_edge_rate	null_mobile_transitions	inclusive_p	max_four_p	comparable	transfers
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	OTHER	1231	1231	17	5695.998239606	5630.517349688	65.480889918	8.829722735	56.651167183	13	289	287	1.000000000	1.000000000	1107	0.000244081	0.000244081	1	1
NATIVE	ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	REAL_DIPLOMATIC	7726	7699	4	14844.481588256	14843.364559707	1.117028549	8.829722735	-7.712694186	1	6137	6137	0.914014807	0.914014807	7686	1.000000000	1.000000000	1	0
NATIVE	ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	LEXICAL_CODEBOOK	8272	8269	176	9115.184461339	9118.355161318	-3.170699979	8.829722735	-12.000422714	82	6469	6510	0.946950458	0.946950458	5416	1.000000000	1.000000000	1	0
NATIVE	AUGSBURG_ACCOUNTS_1402_1424	REAL_STRUCTURED_NATURAL_LANGUAGE	ORDINARY_OR_STRUCTURED_NATURAL_LANGUAGE	7920	7920	12	8541.756369916	8543.296643437	-1.540273521	8.829722735	-10.369996256	5	7148	7148	0.952777778	0.952777778	7690	1.000000000	1.000000000	1	0
NATIVE	COMPOSITIONAL_TECHNICAL_NOTATION	SYNTHETIC_FACTORIAL_TECHNICAL_NOTATION	COMPILER_LIKE_SYNTHETIC	8273	8273	175	26950.765015174	27002.947657237	-52.182642063	8.829722735	-61.012364798	79	5182	5182	0.856037713	0.856037713	6899	1.000000000	1.000000000	1	0
NATIVE	HYBRID_SHORTHAND	SYNTHETIC_HUMAN_GROWN_HYBRID	COMPILER_LIKE_SYNTHETIC	8272	8272	176	20944.394950556	20964.407704518	-20.012753962	8.829722735	-28.842476697	79	5439	5436	0.886363636	0.886363636	6694	1.000000000	1.000000000	1	0
NATIVE	IFORAL_1395_1411_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	REAL_DIPLOMATIC	6075	6072	6	9718.335213496	9717.650599437	0.684614059	8.829722735	-8.145108676	3	5191	5191	0.943456302	0.943456302	6053	1.000000000	1.000000000	1	0
NATIVE	LATIN_15C_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	REAL_DIPLOMATIC	8398	8397	12	22535.115870558	22538.321764058	-3.205893500	8.829722735	-12.035616235	4	6598	6598	0.895637331	0.895637331	8359	1.000000000	1.000000000	1	0
NATIVE	LATIN_GERMAN_APOTHECARY_LATE15	REAL_DIPLOMATIC_ABBREVIATION	REAL_DIPLOMATIC	1547	1546	6	310.819781496	310.804486344	0.015295152	8.829722735	-8.814427583	1	1512	1512	0.992669254	0.992669254	1051	1.000000000	1.000000000	1	0
NATIVE	LATIN_MEDICAL_GRAPHEMATIC	REAL_DIPLOMATIC_ABBREVIATION	REAL_DIPLOMATIC	8433	8432	10	26543.349705862	26548.026565821	-4.676859959	8.829722735	-13.506582694	6	6091	6091	0.866777356	0.866777356	8419	1.000000000	1.000000000	1	0
