view	control_id	architecture_category	held_folio	events	independent_bits	graph_bits	raw_gain	independent_exact	graph_exact	truth_cell_coverage	nonneutral_event_edge_rate	pair_1_5_gain	pair_1_5_coverage	pair_1_5_nonneutral	pair_3_5_gain	pair_3_5_coverage	pair_3_5_nonneutral	pair_2_3_gain	pair_2_3_coverage	pair_2_3_nonneutral
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f103	192	810.717154258	793.458648353	17.258505905	57	57	1.000000000	1.000000000	19.889338850	1.000000000	1.000000000	-2.429312588	1.000000000	1.000000000	2.909946959	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f116	48	235.550803469	221.055598518	14.495204951	7	8	1.000000000	1.000000000	13.289902047	1.000000000	1.000000000	0.620266662	1.000000000	1.000000000	0.772620550	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f16	57	256.619509689	257.692506052	-1.072996363	13	13	1.000000000	1.000000000	1.242957169	1.000000000	1.000000000	-0.825660904	1.000000000	1.000000000	-1.199189652	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f20	60	297.927786797	301.052164733	-3.124377937	8	7	1.000000000	1.000000000	-0.377473134	1.000000000	1.000000000	-2.338610147	1.000000000	1.000000000	0.011341475	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f21	58	294.506559816	293.822733655	0.683826161	8	8	1.000000000	1.000000000	0.816690753	1.000000000	1.000000000	0.146909889	1.000000000	1.000000000	-0.203416740	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f26	35	142.586409563	142.294697756	0.291711808	11	11	1.000000000	1.000000000	0.741076930	1.000000000	1.000000000	-0.768922853	1.000000000	1.000000000	0.769228383	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f27	35	149.459020737	147.963274632	1.495746105	5	5	1.000000000	1.000000000	1.129752653	1.000000000	1.000000000	0.445462860	1.000000000	1.000000000	-0.053273734	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f28	66	309.036823698	307.109340532	1.927483166	12	12	1.000000000	1.000000000	1.276082612	1.000000000	1.000000000	0.998964238	1.000000000	1.000000000	-0.149703096	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f43	57	245.919038596	238.535799134	7.383239462	15	13	1.000000000	1.000000000	6.737709456	1.000000000	1.000000000	1.074788308	1.000000000	1.000000000	1.039955089	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f44	28	120.421977301	119.899771555	0.522205747	10	10	1.000000000	1.000000000	0.383426285	1.000000000	1.000000000	0.037572952	1.000000000	1.000000000	0.117480419	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f46	45	234.069259966	230.162270000	3.906989966	10	8	1.000000000	1.000000000	5.074035551	1.000000000	1.000000000	0.782309257	1.000000000	1.000000000	-1.540852843	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f47	77	382.240663692	388.634324628	-6.393660936	10	10	1.000000000	1.000000000	0.323472945	1.000000000	1.000000000	-5.675396072	1.000000000	1.000000000	-0.567056372	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f54	12	72.099166258	71.594520039	0.504646219	2	2	1.000000000	1.000000000	0.274442838	1.000000000	1.000000000	0.245030558	1.000000000	1.000000000	-0.004823359	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f58	166	821.679625383	821.843551500	-0.163926117	43	43	1.000000000	1.000000000	1.766240023	1.000000000	1.000000000	-1.346294610	1.000000000	1.000000000	-0.246642097	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f6	59	254.322603440	252.632059202	1.690544238	20	20	1.000000000	1.000000000	0.756706848	1.000000000	1.000000000	1.021844240	1.000000000	1.000000000	-0.030001565	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f81	146	627.138430014	607.973247996	19.165182018	42	44	1.000000000	1.000000000	18.829998442	1.000000000	1.000000000	0.043304933	1.000000000	1.000000000	1.654803815	1.000000000	1.000000000
NATIVE	VOYNICH_FIXED_HOLDOUT	UNKNOWN_VOYNICH_ARCHITECTURE	f85	90	441.703406929	434.792841403	6.910565525	16	16	1.000000000	1.000000000	6.449918485	1.000000000	1.000000000	-0.353710475	1.000000000	1.000000000	2.093623105	1.000000000	1.000000000
NATIVE	ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	F:ABBREVIATION_HEAVY_MEDIEVAL:Band2	1327	2948.925705182	2949.387372248	-0.461667065	993	993	0.896508415	0.896508415	-0.674854274	0.945742276	0.945742276	-0.430185590	0.945742276	0.945742276	0.768687074	0.798040693	0.798040693
NATIVE	ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	F:ABBREVIATION_HEAVY_MEDIEVAL:Band3	2466	4969.894565134	4970.464689285	-0.570124151	1933	1933	0.909705326	0.909705326	-1.640322013	0.947688564	0.947688564	-0.718131282	0.947688564	0.947688564	1.993584845	0.833738848	0.833738848
NATIVE	ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	F:ABBREVIATION_HEAVY_MEDIEVAL:Band4	1313	2387.044208865	2387.289518512	-0.245309648	1078	1078	0.919522722	0.919522722	0.278619120	0.957349581	0.957349581	0.415633536	0.957349581	0.957349581	-0.828529388	0.843869002	0.843869002
NATIVE	ABBREVIATION_HEAVY_MEDIEVAL	REAL_DIPLOMATIC_ABBREVIATION	F:ABBREVIATION_HEAVY_MEDIEVAL:Band5	2593	4538.617109075	4536.222979662	2.394129413	2133	2133	0.924283327	0.924283327	2.809669344	0.965676822	0.965676822	1.199767736	0.965676822	0.965676822	-1.368559731	0.841496336	0.841496336
NATIVE	ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0009	66	70.830560734	70.883283257	-0.052722522	52	52	0.944444444	0.944444444	-0.001949059	0.984848485	0.984848485	-0.038194970	0.984848485	0.984848485	-0.005394263	0.863636364	0.863636364
NATIVE	ARBITRARY_LOCAL_CODEBOOK	SYNTHETIC_LEXICAL_CODEBOOK	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0010	71	112.018013426	111.623589657	0.394423769	48	48	0.920187793	0.920187793	-0.129692966	0.943661972	0.943661972	0.563676955	0.943661972	0.943661972	-0.021504864	0.873239437	0.873239437
