event_id	page	statement_id	owner_de	surface	component_recipe	members	reading_de	statement_reading_de
E004	f10r	H1-S001	abgebildete breit gezähnte radialblütige Pflanze	chty	T+Y	T	ANWENDEN · DIES	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten und aus der Quelle anwenden; Wasser entnehmen, danach den Posten weiterfuehren, nach Sollmass ansetzen und kurz anwenden.
E007	f10r	H1-S001	abgebildete breit gezähnte radialblütige Pflanze	otytchol	OT+Y+T+CH+OL	T	DANACH · DIES · ANWENDEN · ENTNEHMEN · WEITER	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten und aus der Quelle anwenden; Wasser entnehmen, danach den Posten weiterfuehren, nach Sollmass ansetzen und kurz anwenden.
E010	f10r	H1-S001	abgebildete breit gezähnte radialblütige Pflanze	etyd	E+T+Y	T	KURZ · ANWENDEN · DIES	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten und aus der Quelle anwenden; Wasser entnehmen, danach den Posten weiterfuehren, nach Sollmass ansetzen und kurz anwenden.
E039	f11r	H3-S001	abgebildete dicht blau blühende Kronenpflanze	tshol	T+SH+OL	T	ANWENDEN · HALTEN · WEITER	Bei der dicht bluehenden Kronenpflanze: Den Ansatz an der Zielstelle weiter halten; auswringen, bis zum Sollmass halten, in den lokalen Empfaenger einfuellen, laenger halten, entnehmen und den Schritt schliessen.
E045	f11r	H3-S001	abgebildete dicht blau blühende Kronenpflanze	tchody	T+CH+O+DY	T	ANWENDEN · ENTNEHMEN · VORGANG · SCHLUSS	Bei der dicht bluehenden Kronenpflanze: Den Ansatz an der Zielstelle weiter halten; auswringen, bis zum Sollmass halten, in den lokalen Empfaenger einfuellen, laenger halten, entnehmen und den Schritt schliessen.
E046	f11r	H3-S002	abgebildete dicht blau blühende Kronenpflanze	shoyty	SH+O+Y+T+Y	T	HALTEN · VORGANG · DIES · ANWENDEN · DIES	Bei der dicht bluehenden Kronenpflanze: Den laufenden Posten im Arbeitsgang halten und anwenden.
E070	f55v	H4-S004	abgebildete breitblättrige rispige Pflanze	oltchy	OL+T+Y	T	WEITER · ANWENDEN · DIES	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter anwenden, als Ansatz beibehalten und als Ansatzportion fuehren.
E086	f56r	H5-S002	abgebildete mehrköpfige stachelige Pflanze	cheeckhody	CH+EE+CKH+O+DY	CKH	ENTNEHMEN · LANG · DURCHLASS · VORGANG · SCHLUSS	Bei der mehrkoepfigen stacheligen Pflanze: Den vorigen Vorgang wiederaufnehmen, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.
E111	f81v	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	rol	R+OL	R	KUEHLEN · WEITER	Am gemeinsamen zweireihigen Becken: Nach Sollmass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und leiten. Den Ansatz weiterarbeiten, kurz am Durchlass der Zielstelle halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E115	f81v	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	sheckhal	SH+E+CKH+AL	CKH	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	Am gemeinsamen zweireihigen Becken: Nach Sollmass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und leiten. Den Ansatz weiterarbeiten, kurz am Durchlass der Zielstelle halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
