label_id	tile_id	page	role	label	x	y	score
f76r_B1L_I1	f76r_B1L	f76r	calibration	ink	42	34	0.5519125461578369
f76r_B1L_I2	f76r_B1L	f76r	calibration	ink	116	45	0.5359116196632385
f76r_B1L_I3	f76r_B1L	f76r	calibration	ink	161	92	0.43870967626571655
f76r_B1L_I4	f76r_B1L	f76r	calibration	ink	82	165	0.45652174949645996
f76r_B1L_P1	f76r_B1L	f76r	calibration	paper	70	40	-0.025773195549845695
f76r_B1L_P2	f76r_B1L	f76r	calibration	paper	136	70	-0.02139037474989891
f76r_B1L_P3	f76r_B1L	f76r	calibration	paper	113	117	-0.021164020523428917
f76r_B1L_P4	f76r_B1L	f76r	calibration	paper	132	170	-0.020942408591508865
f76r_B1R_I1	f76r_B1R	f76r	calibration	ink	34	43	0.5597826242446899
f76r_B1R_I2	f76r_B1R	f76r	calibration	ink	85	44	0.5439560413360596
f76r_B1R_I3	f76r_B1R	f76r	calibration	ink	98	104	0.3636363744735718
f76r_B1R_I4	f76r_B1R	f76r	calibration	ink	162	167	0.46195653080940247
f76r_B1R_P1	f76r_B1R	f76r	calibration	paper	62	23	0.005263158120214939
f76r_B1R_P2	f76r_B1R	f76r	calibration	paper	136	63	-0.0055555556900799274
f76r_B1R_P3	f76r_B1R	f76r	calibration	paper	66	128	-0.03141361102461815
f76r_B1R_P4	f76r_B1R	f76r	calibration	paper	119	175	-0.02150537632405758
f76r_B2L_I1	f76r_B2L	f76r	calibration	ink	35	45	0.541436493396759
f76r_B2L_I2	f76r_B2L	f76r	calibration	ink	155	51	0.45077720284461975
f76r_B2L_I3	f76r_B2L	f76r	calibration	ink	132	102	0.11926605552434921
f76r_B2L_I4	f76r_B2L	f76r	calibration	ink	72	175	0.4171122908592224
f76r_B2L_P1	f76r_B2L	f76r	calibration	paper	88	35	0.020304568111896515
f76r_B2L_P2	f76r_B2L	f76r	calibration	paper	143	70	-0.02083333395421505
f76r_B2L_P3	f76r_B2L	f76r	calibration	paper	98	136	-0.025773195549845695
f76r_B2L_P4	f76r_B2L	f76r	calibration	paper	96	165	0.041450776159763336
f76r_B2R_I1	f76r_B2R	f76r	calibration	ink	49	54	0.30481284856796265
f76r_B2R_I2	f76r_B2R	f76r	calibration	ink	89	60	0.5159574747085571
f76r_B2R_I3	f76r_B2R	f76r	calibration	ink	138	110	0.2638036906719208
f76r_B2R_I4	f76r_B2R	f76r	calibration	ink	86	174	0.4032258093357086
f76r_B2R_P1	f76r_B2R	f76r	calibration	paper	70	22	-0.010695187374949455
f76r_B2R_P2	f76r_B2R	f76r	calibration	paper	120	71	-0.005154639016836882
f76r_B2R_P3	f76r_B2R	f76r	calibration	paper	109	137	-0.020408162847161293
f76r_B2R_P4	f76r_B2R	f76r	calibration	paper	136	159	-0.041025642305612564
f76r_B3L_I1	f76r_B3L	f76r	calibration	ink	59	53	0.45303866267204285
f76r_B3L_I2	f76r_B3L	f76r	calibration	ink	85	95	0.2657342553138733
f76r_B3L_I3	f76r_B3L	f76r	calibration	ink	67	151	0.4176470637321472
f76r_B3L_I4	f76r_B3L	f76r	calibration	ink	123	163	0.4861878454685211
f76r_B3L_P1	f76r_B3L	f76r	calibration	paper	29	45	-0.015789473429322243
f76r_B3L_P2	f76r_B3L	f76r	calibration	paper	143	72	0.0
f76r_B3L_P3	f76r_B3L	f76r	calibration	paper	89	127	-0.03723404183983803
f76r_B3L_P4	f76r_B3L	f76r	calibration	paper	150	144	-0.0317460335791111
f76r_B3R_I1	f76r_B3R	f76r	calibration	ink	76	57	0.42702701687812805
f76r_B3R_I2	f76r_B3R	f76r	calibration	ink	102	42	0.602150559425354
f76r_B3R_I3	f76r_B3R	f76r	calibration	ink	27	86	0.3253012001514435
f76r_B3R_I4	f76r_B3R	f76r	calibration	ink	167	148	0.5054945349693298
f76r_B3R_P1	f76r_B3R	f76r	calibration	paper	20	22	-0.025773195549845695
f76r_B3R_P2	f76r_B3R	f76r	calibration	paper	127	67	-0.02139037474989891
f76r_B3R_P3	f76r_B3R	f76r	calibration	paper	93	109	-0.02604166604578495
f76r_B3R_P4	f76r_B3R	f76r	calibration	paper	79	158	-0.04591836780309677
f77r_B1L_I1	f77r_B1L	f77r	calibration	ink	42	43	0.3475935757160187
f77r_B1L_I2	f77r_B1L	f77r	calibration	ink	91	51	0.3850267231464386
f77r_B1L_I3	f77r_B1L	f77r	calibration	ink	158	106	0.5026454925537109
f77r_B1L_I4	f77r_B1L	f77r	calibration	ink	72	148	0.3988439440727234
f77r_B1L_P1	f77r_B1L	f77r	calibration	paper	49	19	0.010471204295754433
f77r_B1L_P2	f77r_B1L	f77r	calibration	paper	81	71	0.02083333395421505
f77r_B1L_P3	f77r_B1L	f77r	calibration	paper	70	116	-0.04736842215061188
f77r_B1L_P4	f77r_B1L	f77r	calibration	paper	124	156	0.015384615398943424
f77r_B1R_I1	f77r_B1R	f77r	calibration	ink	29	59	0.5
f77r_B1R_I2	f77r_B1R	f77r	calibration	ink	123	73	0.5489130616188049
f77r_B1R_I3	f77r_B1R	f77r	calibration	ink	60	124	0.37362638115882874
f77r_B1R_I4	f77r_B1R	f77r	calibration	ink	57	175	0.24864864349365234
f77r_B1R_P1	f77r_B1R	f77r	calibration	paper	71	25	-0.042328041046857834
f77r_B1R_P2	f77r_B1R	f77r	calibration	paper	96	84	0.020618556067347527
f77r_B1R_P3	f77r_B1R	f77r	calibration	paper	130	121	-0.05699481815099716
f77r_B1R_P4	f77r_B1R	f77r	calibration	paper	125	173	0.020408162847161293
f77r_B2L_I1	f77r_B2L	f77r	calibration	ink	43	37	0.48087432980537415
f77r_B2L_I2	f77r_B2L	f77r	calibration	ink	83	101	0.44252872467041016
f77r_B2L_I3	f77r_B2L	f77r	calibration	ink	138	94	0.4576271176338196
f77r_B2L_I4	f77r_B2L	f77r	calibration	ink	131	155	0.5265957713127136
f77r_B2L_P1	f77r_B2L	f77r	calibration	paper	77	23	-0.04787234216928482
f77r_B2L_P2	f77r_B2L	f77r	calibration	paper	81	69	-0.010256410576403141
f77r_B2L_P3	f77r_B2L	f77r	calibration	paper	108	138	-0.020618556067347527
f77r_B2L_P4	f77r_B2L	f77r	calibration	paper	42	131	-0.015706805512309074
f77r_B2R_I1	f77r_B2R	f77r	calibration	ink	94	27	0.38596490025520325
f77r_B2R_I2	f77r_B2R	f77r	calibration	ink	65	39	0.38297873735427856
f77r_B2R_I3	f77r_B2R	f77r	calibration	ink	93	101	0.5268816947937012
f77r_B2R_I4	f77r_B2R	f77r	calibration	ink	109	166	0.4818652868270874
f77r_B2R_P1	f77r_B2R	f77r	calibration	paper	66	20	0.0
f77r_B2R_P2	f77r_B2R	f77r	calibration	paper	80	61	0.010362694039940834
f77r_B2R_P3	f77r_B2R	f77r	calibration	paper	126	132	-0.005181347019970417
f77r_B2R_P4	f77r_B2R	f77r	calibration	paper	148	155	-0.005181347019970417
f77r_B3L_I1	f77r_B3L	f77r	calibration	ink	60	40	0.4395604431629181
f77r_B3L_I2	f77r_B3L	f77r	calibration	ink	111	28	0.5297297239303589
f77r_B3L_I3	f77r_B3L	f77r	calibration	ink	31	85	0.4882352948188782
f77r_B3L_I4	f77r_B3L	f77r	calibration	ink	87	155	0.457446813583374
f77r_B3L_P1	f77r_B3L	f77r	calibration	paper	33	23	-0.02590673603117466
f77r_B3L_P2	f77r_B3L	f77r	calibration	paper	84	68	0.0357142873108387
f77r_B3L_P3	f77r_B3L	f77r	calibration	paper	94	123	0.020512821152806282
f77r_B3L_P4	f77r_B3L	f77r	calibration	paper	145	177	0.0051282052882015705
f77r_B3R_I1	f77r_B3R	f77r	calibration	ink	83	46	0.5300546288490295
f77r_B3R_I2	f77r_B3R	f77r	calibration	ink	133	49	0.35789474844932556
f77r_B3R_I3	f77r_B3R	f77r	calibration	ink	60	108	0.3791208863258362
f77r_B3R_I4	f77r_B3R	f77r	calibration	ink	15	162	0.4525139629840851
f77r_B3R_P1	f77r_B3R	f77r	calibration	paper	119	26	-0.015228426083922386
f77r_B3R_P2	f77r_B3R	f77r	calibration	paper	78	80	0.005076142027974129
f77r_B3R_P3	f77r_B3R	f77r	calibration	paper	89	112	0.025773195549845695
f77r_B3R_P4	f77r_B3R	f77r	calibration	paper	160	145	0.005102040711790323
f81r_B1L_I1	f81r_B1L	f81r	held_labels	ink	28	42	0.4309392273426056
f81r_B1L_I2	f81r_B1L	f81r	held_labels	ink	104	48	0.42134830355644226
f81r_B1L_I3	f81r_B1L	f81r	held_labels	ink	140	106	0.37714284658432007
f81r_B1L_I4	f81r_B1L	f81r	held_labels	ink	160	158	0.4318181872367859
f81r_B1L_P1	f81r_B1L	f81r	held_labels	paper	35	53	-0.0220994483679533
f81r_B1L_P2	f81r_B1L	f81r	held_labels	paper	110	61	-0.04787234216928482
f81r_B1L_P3	f81r_B1L	f81r	held_labels	paper	126	109	0.11538461595773697
f81r_B1L_P4	f81r_B1L	f81r	held_labels	paper	150	170	-0.04918032884597778
