order_id	order_mark_id	stage	page	unit	source_id	surface	identity	component_recipe	concrete_default_de	owner_or_handle_de	source_layer	calibration_set	master_section	station_block	apprentice_action	semantic_revision	second_lesson	third_lesson	fourth_lesson	fifth_lesson	sixth_lesson	seventh_lesson	eighth_lesson	ninth_lesson	portable_surface_root_de	tenth_lesson	pre_compression_local_expansion_de	slot_signature	primary_card_pattern	root_reading_de	eleventh_lesson
WH01	WH01-R001	MAKE_A.G2	f10r	H1-S001	E001	dchey	PROC001	CH+E+Y	ENTNEHMEN · EIN KURZER ARBEITSGANG · POSTEN	Bildprodukt A.G2	COMPLETE_HERBAL_CHAIN	CAL1_TO_CAL6_UNCHANGED	WHAT	NOT_APPLICABLE	READ_SHARED_CORE	NO	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NONE	NO_CHANGE	ENTNEHMEN · EIN KURZER ARBEITSGANG · POSTEN	OPERATION>GRADE>REFERENT	OPERATION_INSTRUCTION	ENTNEHMEN · KURZ · POSTEN	SCRIBE_SLOT_GRAMMAR
WH01	WH01-R002	MAKE_A.G2	f10r	H1-S001	E002	cthoor	PROC002	CTH+O+OR	BEREITEN · ARBEITSGANG · ANSATZ	Bildprodukt A.G2	COMPLETE_HERBAL_CHAIN	CAL1_TO_CAL6_UNCHANGED	WHAT	NOT_APPLICABLE	READ_SHARED_CORE	NO	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NONE	NO_CHANGE	BEREITEN · ARBEITSGANG · ANSATZ	STATE>PROCESS>MATERIAL	STATE_OR_GRADE	BEREIT · ARBEITSGANG · ANSATZ	SCRIBE_SLOT_GRAMMAR
WH01	WH01-R003	MAKE_A.G2	f10r	H1-S001	E003	char	PROC003	AR	QUELLE	Bildprodukt A.G2	COMPLETE_HERBAL_CHAIN	CAL1_TO_CAL6_UNCHANGED	WHAT	NOT_APPLICABLE	READ_SHARED_CORE	NO	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NONE	NO_CHANGE	QUELLE	ADDRESS	ARGUMENT_OR_ADDRESS	QUELLE	SCRIBE_SLOT_GRAMMAR
WH01	WH01-R004	MAKE_A.G2	f10r	H1-S001	E004	chety	PROC004	T+Y	BEARBEITEN · POSTEN	Bildprodukt A.G2	COMPLETE_HERBAL_CHAIN	CAL1_TO_CAL6_UNCHANGED	WHAT	NOT_APPLICABLE	READ_SHARED_CORE	NO	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NONE	NO_CHANGE	BEARBEITEN · POSTEN	OPERATION>REFERENT	OPERATION_INSTRUCTION	BEARBEITEN · POSTEN	SCRIBE_SLOT_GRAMMAR
WH01	WH01-R005	MAKE_A.G2	f10r	H1-S001	E005	os	PROC005	OS	DAZU	Bildprodukt A.G2	COMPLETE_HERBAL_CHAIN	CAL1_TO_CAL6_UNCHANGED	WHAT	NOT_APPLICABLE	READ_SHARED_CORE	NO	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NONE	NO_CHANGE	DAZU	ORDER	ORDERED_INSTRUCTION	DAZU	SCRIBE_SLOT_GRAMMAR
WH01	WH01-R006	MAKE_A.G2	f10r	H1-S001	E006	chair	PROC006	CH+AIR	ENTNEHMEN · WASSER	Bildprodukt A.G2	COMPLETE_HERBAL_CHAIN	CAL1_TO_CAL6_UNCHANGED	WHAT	NOT_APPLICABLE	READ_SHARED_CORE	NO	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NONE	NO_CHANGE	ENTNEHMEN · WASSER	OPERATION>PATH	OPERATION_INSTRUCTION	ENTNEHMEN · LAUF	SCRIBE_SLOT_GRAMMAR
WH01	WH01-R007	MAKE_A.G2	f10r	H1-S001	E007	otytchol	PROC007	OT+Y+T+CH+OL	DANACH DIESEN POSTEN BEARBEITEN, ENTNEHMEN UND WEITERFUEHREN	Bildprodukt A.G2	COMPLETE_HERBAL_CHAIN	CAL1_TO_CAL6_UNCHANGED	WHAT	NOT_APPLICABLE	READ_SHARED_CORE	NO	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NONE	NO_CHANGE	DANACH DIESEN POSTEN BEARBEITEN, ENTNEHMEN UND WEITERFUEHREN	ORDER>REFERENT>OPERATION>OPERATION>ORDER	ORDERED_INSTRUCTION	DANACH · POSTEN · BEARBEITEN · ENTNEHMEN · FORTSETZEN	SCRIBE_SLOT_GRAMMAR
WH01	WH01-R008	MAKE_A.G2	f10r	H1-S001	E008	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	Bildprodukt A.G2	COMPLETE_HERBAL_CHAIN	CAL1_TO_CAL6_UNCHANGED	WHAT	NOT_APPLICABLE	READ_SHARED_CORE	NO	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NONE	NO_CHANGE	ANSETZEN · POSTEN	OPERATION>REFERENT	OPERATION_INSTRUCTION	ANSETZEN · POSTEN	SCRIBE_SLOT_GRAMMAR
WH01	WH01-R009	MAKE_A.G2	f10r	H1-S001	E009	daiin	PROC009	AIIN	EIN KLEINER SCHOEPFBECHER	Bildprodukt A.G2	COMPLETE_HERBAL_CHAIN	CAL1_TO_CAL6_UNCHANGED	WHAT	NOT_APPLICABLE	READ_SHARED_CORE	NO	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NONE	NO_CHANGE	EIN KLEINER SCHOEPFBECHER	ARGUMENT	ARGUMENT_OR_ADDRESS	MASS	SCRIBE_SLOT_GRAMMAR
WH01	WH01-R010	MAKE_A.G2	f10r	H1-S001	E010	etyd	PROC010	E+T+Y	DEN POSTEN KURZ WEITERBEARBEITEN	Bildprodukt A.G2	COMPLETE_HERBAL_CHAIN	CAL1_TO_CAL6_UNCHANGED	WHAT	NOT_APPLICABLE	READ_SHARED_CORE	NO	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NO_CHANGE	NONE	NO_CHANGE	DEN POSTEN KURZ WEITERBEARBEITEN	GRADE>OPERATION>REFERENT	OPERATION_INSTRUCTION	KURZ · BEARBEITEN · POSTEN	SCRIBE_SLOT_GRAMMAR
