record	at	word	gloss	row_status
f17r	f17r.4:1	tcho	OPEN	recorded
f17r	f17r.4:2	shol	OPEN	recorded
f17r	f17r.4:3	qokol	OPEN	recorded
f17r	f17r.4:4	qor	OPEN	recorded
f17r	f17r.4:5	olaiin	OPEN	recorded
f17r	f17r.4:6	opydg	OPEN	recorded
f17r	f17r.4:7	som	OPEN	recorded
f17r	f17r.4:8	ypchy	OPEN	recorded
f17r	f17r.4:9	ypaim	OPEN	recorded
f17r	f17r.5:1	ychekchy	OPEN	recorded
f17r	f17r.5:2	cthy	Krautmaterial	recorded
f17r	f17r.5:3	chor	Blütenmaterial	recorded
f17r	f17r.5:4	shor	Samenmaterial	recorded
f17r	f17r.5:5	cphor	OPEN	recorded
f17r	f17r.5:6	cphaldy	OPEN	recorded
f17r	f17r.5:7	dair	OPEN	recorded
f17r	f17r.5:8	cthey	OPEN	recorded
f17r	f17r.5:9	qody	OPEN	recorded
f17r	f17r.6:1	tsho	OPEN	recorded
f17r	f17r.6:2	qof	OPEN	recorded
f17r	f17r.6:3	cho	OPEN	recorded
f17r	f17r.6:4	qokcheor	OPEN	recorded
f17r	f17r.6:5	cheteg	OPEN	recorded
f21r	f21r.8:1	fcho	OPEN	recorded
f21r	f21r.8:2	kshy	OPEN	recorded
f21r	f21r.8:3	otor	OPEN	recorded
f21r	f21r.8:4	sheol	OPEN	recorded
f21r	f21r.8:5	ocphal	OPEN	recorded
f21r	f21r.8:6	opsheas	OPEN	recorded
f21r	f21r.8:7	cthodaiin	OPEN	recorded
f21r	f21r.8:8	oty	OPEN	recorded
f21r	f21r.9:1	okaiin	Flüssiganteil	recorded
f21r	f21r.9:2	sho	vermische	recorded
f21r	f21r.9:3	tshaiin	OPEN	recorded
f21r	f21r.9:4	chkaiin	OPEN	recorded
f21r	f21r.9:5	sh	OPEN	recorded
f21r	f21r.9:6	cthey	OPEN	recorded
f21r	f21r.9:7	cthody	OPEN	recorded
f21r	f21r.9:8	cthy	Krautmaterial	recorded
f21r	f21r.9:9	s	OPEN	recorded
f21r	f21r.10:1	totchy	OPEN	recorded
f21r	f21r.10:2	keor	OPEN	recorded
f21r	f21r.10:3	chy	OPEN	recorded
f21r	f21r.10:4	ky	OPEN	recorded
f21r	f21r.10:5	qotaiin	OPEN	recorded
f21r	f21r.10:6	qotchol	OPEN	recorded
f21r	f21r.10:7	ty	OPEN	recorded
f21r	f21r.10:8	ctheey	OPEN	recorded
f21r	f21r.10:9	otaiin	OPEN	recorded
f21r	f21r.11:1	shol	OPEN	recorded
f21r	f21r.11:2	chol	OPEN	recorded
f21r	f21r.11:3	shol	OPEN	recorded
f21r	f21r.11:4	tchol	OPEN	recorded
f21r	f21r.11:5	chcthy	OPEN	recorded
f21r	f21r.11:6	otyky	OPEN	recorded
f21r	f21r.11:7	shey	OPEN	recorded
f21r	f21r.11:8	yteol	OPEN	recorded
f21r	f21r.11:9	shody	OPEN	recorded
f21r	f21r.12:1	ykeey	OPEN	recorded
f21r	f21r.12:2	chor	Blütenmaterial	recorded
f21r	f21r.12:3	sheey	OPEN	recorded
f21r	f21r.12:4	ysheol	OPEN	recorded
f21r	f21r.12:5	chor	Blütenmaterial	recorded
f21r	f21r.12:6	chol	OPEN	recorded
f21r	f21r.12:7	daiin	OPEN	recorded
f21r	f21r.12:8	chkaiin	OPEN	recorded
f32v	f32v.7:1	ksho	OPEN	recorded
f32v	f32v.7:2	cphos	OPEN	recorded
f32v	f32v.7:3	she	OPEN	recorded
f32v	f32v.7:4	sheaiin	OPEN	recorded
f32v	f32v.7:5	otshcho	OPEN	recorded
f32v	f32v.7:6	r	OPEN	recorded
f32v	f32v.7:7	dain	OPEN	recorded
f32v	f32v.7:8	shckhy	OPEN	recorded
f32v	f32v.7:9	s	OPEN	recorded
f32v	f32v.7:10	odan	OPEN	recorded
f32v	f32v.8:1	otchol	OPEN	recorded
f32v	f32v.8:2	daiin	OPEN	recorded
f32v	f32v.8:3	daiin	OPEN	recorded
f32v	f32v.8:4	ctho	OPEN	recorded
f32v	f32v.8:5	daiin	OPEN	recorded
f32v	f32v.8:6	qotaiin	OPEN	recorded
f32v	f32v.8:7	otchy	OPEN	recorded
f32v	f32v.8:8	d	OPEN	recorded
f32v	f32v.8:9	shan	OPEN	recorded
f32v	f32v.9:1	qotchy	trenne ab	recorded
f32v	f32v.9:2	cfhy	OPEN	recorded
f32v	f32v.9:3	skey	OPEN	recorded
f32v	f32v.9:4	chocthy	OPEN	recorded
f32v	f32v.9:5	daiin	OPEN	recorded
f32v	f32v.9:6	cthaiin	OPEN	recorded
f32v	f32v.9:7	daiin	OPEN	recorded
f32v	f32v.10:1	sho	vermische	recorded
f32v	f32v.10:2	keol	OPEN	recorded
f32v	f32v.10:3	chor	Blütenmaterial	recorded
f32v	f32v.10:4	chol	OPEN	recorded
f32v	f32v.10:5	daiin	OPEN	recorded
f32v	f32v.10:6	cpho	OPEN	recorded
f32v	f32v.10:7	l	OPEN	recorded
f32v	f32v.10:8	cthol	OPEN	recorded
f32v	f32v.10:9	da	OPEN	recorded
f32v	f32v.10:10	ar	OPEN	recorded
f32v	f32v.11:1	ol	OPEN	recorded
f32v	f32v.11:2	sho	vermische	recorded
f32v	f32v.11:3	chy	OPEN	recorded
f29v	f29v.1:1	kooiin	OPEN	recorded
f29v	f29v.1:2	shor	Samenmaterial	recorded
f29v	f29v.1:3	chetchy	OPEN	recorded
f29v	f29v.1:4	ol	OPEN	recorded
f29v	f29v.1:5	ls	OPEN	recorded
f29v	f29v.1:6	shytchy	OPEN	recorded
f29v	f29v.1:7	cthy	Krautmaterial	recorded
f29v	f29v.1:8	shy	OPEN	recorded
f29v	f29v.1:9	cho	OPEN	recorded
f29v	f29v.1:10	shy	OPEN	recorded
f29v	f29v.1:11	daiin	OPEN	recorded
f29v	f29v.2:1	qotcheaiin	OPEN	recorded
f29v	f29v.2:2	s	OPEN	recorded
f29v	f29v.2:3	chol	OPEN	recorded
f29v	f29v.2:4	chol	OPEN	recorded
f29v	f29v.2:5	cthy	Krautmaterial	recorded
f29v	f29v.2:6	chey	OPEN	recorded
f29v	f29v.2:7	cthold	OPEN	recorded
f29v	f29v.2:8	ytchor	OPEN	recorded
f29v	f29v.2:9	dary	OPEN	recorded
f29v	f29v.3:1	chol	OPEN	recorded
f29v	f29v.3:2	chol	OPEN	recorded
f29v	f29v.3:3	kor	OPEN	recorded
f29v	f29v.3:4	shey	OPEN	recorded
f29v	f29v.3:5	odaiin	OPEN	recorded
f29v	f29v.3:6	qotchy	trenne ab	recorded
f29v	f29v.3:7	taiin	OPEN	recorded
f29v	f29v.3:8	s	OPEN	recorded
f29v	f29v.3:9	she	OPEN	recorded
f29v	f29v.3:10	otey	OPEN	recorded
f29v	f29v.3:11	sy	OPEN	recorded
f29v	f29v.4:1	ysho	OPEN	recorded
f29v	f29v.4:2	otshy	OPEN	recorded
f29v	f29v.4:3	okaiin	Flüssiganteil	recorded
f29v	f29v.4:4	cthy	Krautmaterial	recorded
f29v	f29v.4:5	oltchy	OPEN	recorded
f29v	f29v.4:6	s	OPEN	recorded
f29v	f29v.4:7	shot	OPEN	recorded
f29v	f29v.4:8	sho	vermische	recorded
f29v	f29v.4:9	okaiin	Flüssiganteil	recorded
