edge_id	batch_id	span_id	target_occurrence_id	page	physical_folio	locus	ol_ordinal	right_ordinal	right_surface	written_span_eva	selection_rule	score_eligible	component_export_credit
G778-E001	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S001	G769-T0002	f100v	f100	f100v.21	3	4	choy	ol choy	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E002	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S002	G769-T0019	f103v	f103	f103v.17	8	9	char	ol char	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E003	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S003	G769-T0024	f103v	f103	f103v.40	5	6	keey	ol keey	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E004	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S004	G769-T0040	f104v	f104	f104v.33	8	9	ar	ol ar	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E005	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S005	G769-T0049	f105v	f105	f105v.7	4	5	olkaiin	ol olkaiin	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E006	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S006	G769-T0124	f114r	f114	f114r.12	2	3	air	ol air	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E007	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S007	G769-T0133	f114v	f114	f114v.34	2	3	oaiin	ol oaiin	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E008	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S008	G769-T0158	f17v	f17	f17v.12	5	6	chor	ol chor	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E009	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S009	G769-T0159	f17v	f17	f17v.18	3	4	chol	ol chol	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E010	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S010	G769-T0166	f23r	f23	f23r.5	9	10	dol	ol dol	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E011	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S011	G769-T0173	f24r	f24	f24r.15	3	4	dal	ol dal	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E012	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S012	G769-T0177	f30v	f30	f30v.2	7	8	chy	ol chy	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E013	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S013	G769-T0179	f32r	f32	f32r.7	3	4	dair	ol dair	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E014	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S014	G769-T0189	f35v	f35	f35v.13	1	2	char	ol char	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E015	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S015	G769-T0206	f41v	f41	f41v.6	2	3	cheos	ol cheos	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E016	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S016	G769-T0207	f42v	f42	f42v.12	3	4	chaiin	ol chaiin	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E017	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S017	G769-T0231	f55v	f55	f55v.3	9	10	kar	ol kar	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E018	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S018	G769-T0247	f66r	f66	f66r.75	5	6	ar	ol ar	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E019	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S019	G769-T0262	f75r	f75	f75r.34	8	9	kain	ol kain	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E020	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S020	G769-T0276	f75v	f75	f75v.44	2	3	sheckhy	ol sheckhy	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E021	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S021	G769-T0296	f77v	f77	f77v.9	6	7	chs	ol chs	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E022	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S022	G769-T0315	f78v	f78	f78v.4	1	2	chy	ol chy	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E023	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S023	G769-T0324	f78v	f78	f78v.19	2	3	chedar	ol chedar	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E024	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S024	G769-T0332	f78v	f78	f78v.27	5	6	ols	ol ols	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E025	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S025	G769-T0338	f79r	f79	f79r.6	3	4	olkeey	ol olkeey	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E026	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S026	G769-T0346	f79r	f79	f79r.27	6	7	ory	ol ory	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
