unit_id	page	physical_folio	star_ordinal	locus	rays	tail
6db80f0ee8c008a15cee	f104r	f104	1	f104r.1	7	1
3dadd253fb35b8d6ec30	f104r	f104	2	f104r.5	7	1
c0c387a77199dfc7035c	f104r	f104	3	f104r.10	8	1
c2c04818678da6b158be	f104r	f104	4	f104r.12	7	1
e4e3da7e471a6aabadd3	f104r	f104	5	f104r.16	7	1
53baeee0bf0048479ea7	f104r	f104	6	f104r.19	8	1
c2e6982ccbbbf727afaa	f104r	f104	7	f104r.22	8	1
d2b9774893da031bc9a8	f104r	f104	8	f104r.27	7	1
208fe32ac45f8b2be542	f104r	f104	9	f104r.30	9	1
6b378a31637695966854	f104r	f104	10	f104r.34	9	2
2718be2e4ac01f6a0cd9	f104r	f104	11	f104r.36	7	1
dec7621062ddc0ea76ab	f104r	f104	12	f104r.39	7	1
9af3e52fedd781165858	f104r	f104	13	f104r.43	8	1
c19fc6a6cac58136174d	f104v	f104	1	f104v.1	8	1
27f6ef1916acea076c71	f104v	f104	2	f104v.6	8	1
515bdb73d46919d19d88	f104v	f104	3	f104v.8	7	1
10795b2c68591dbd69a8	f104v	f104	4	f104v.12	7	1
3b68cf14da5e100ff54a	f104v	f104	5	f104v.15	8	1
52f88783264e5c664dfe	f104v	f104	6	f104v.19	8	1
fa269fff9590a81b4d47	f104v	f104	7	f104v.22	8	1
f1aec5e07af57d0a98bb	f104v	f104	8	f104v.27	8	1
678953e80bb04ec3510d	f104v	f104	9	f104v.29	8	1
89586021de90748fde0e	f104v	f104	10	f104v.32	8	1
b22003549202a23741ac	f104v	f104	11	f104v.35	8	1
cfad99921fb8b55360c1	f104v	f104	12	f104v.37	8	1
9ef3f65a27e1b7875ddb	f104v	f104	13	f104v.41	8	1
d28645a7736065f3a169	f105r	f105	1	f105r.1	8	1
5bd9bcc3ac34a6530b75	f105r	f105	2	f105r.6	7	2
1281633a13409752d3f2	f105r	f105	3	f105r.11	7	1
ecc3fa016482e84f71e8	f105r	f105	4	f105r.14	7	1
208855dba9de0bfbdb62	f105r	f105	5	f105r.17	8	2
22f7e08a7615b0fa373a	f105r	f105	6	f105r.24	7	2
7071c5ab2dfdc4f067ec	f105r	f105	7	f105r.26	7	2
578b304254e4a5919859	f105r	f105	8	f105r.28	7	2
e85e6baacbb48d34d69f	f105r	f105	9	f105r.31	7	1
c190249e22b3007cc208	f105r	f105	10	f105r.35	7	2
36658c918cd5c3987ef3	f105v	f105	1	f105v.1	7	2
023c4735fe7b4d9c5a3b	f105v	f105	2	f105v.5	7	2
b0ad74b9016cc87d9493	f105v	f105	3	f105v.8	7	2
f0dc171bae41c1fa61ad	f105v	f105	4	f105v.14	7	2
b6c7e205748878ef08e1	f105v	f105	5	f105v.18	7	1
d13044ddd75212bb6e2a	f105v	f105	6	f105v.20	7	1
f1af057656bf3035f0f7	f105v	f105	7	f105v.23	7	1
ffee775b800db66d3690	f105v	f105	8	f105v.25	8	1
88ef7d1c351dadc1aefd	f105v	f105	9	f105v.29	7	1
1a45c5601ccb355253c4	f105v	f105	10	f105v.32	7	2
eeabe6c531a492300e0d	f107v	f107	1	f107v.1	6	1
ef768d9858f0321f9b2c	f107v	f107	2	f107v.5	7	1
3f44b486b638e6a9e265	f107v	f107	3	f107v.8	8	1
7997dc9193101e3b972a	f107v	f107	4	f107v.11	8	1
815c947dbc0259999872	f107v	f107	5	f107v.16	8	1
ffa80919cf3c855b7bd1	f107v	f107	6	f107v.20	7	1
6907d75f87c9840f4ee5	f107v	f107	7	f107v.23	7	1
ee71075cae29e25eaa83	f107v	f107	8	f107v.25	7	1
62c22e096de69ff681ac	f107v	f107	9	f107v.29	8	1
051627006f27becf964a	f107v	f107	10	f107v.32	9	1
5d1ac86b0734c3793e09	f107v	f107	11	f107v.35	8	1
817cfb5b023bd7406e51	f107v	f107	12	f107v.37	7	1
5bb57472cd12082dbcdb	f107v	f107	13	f107v.41	7	1
16e87f5c89855a320c9c	f107v	f107	14	f107v.43	8	1
5695a88cefa311dc9a3a	f107v	f107	15	f107v.45	8	1
95a53050d22dd122076e	f112v	f112	1	f112v.1	7	1
9d88571a63c1339ca49c	f112v	f112	2	f112v.7	7	1
b78a8f8306bf74d1c17e	f112v	f112	3	f112v.11	7	2
311b6895f20a8a43e0bd	f112v	f112	4	f112v.15	7	1
e13cb328027befbcc0b3	f112v	f112	5	f112v.20	7	1
4a6dc16d0a5c5265f6dd	f112v	f112	6	f112v.23	7	1
c03058e62c9703393cab	f112v	f112	7	f112v.27	8	1
f88a12bd9d79e1aa6287	f112v	f112	8	f112v.30	7	1
f3d4af5e7f2dd962bd2b	f112v	f112	9	f112v.32	7	1
a4b18173902b31428d9a	f112v	f112	10	f112v.36	8	2
97331153808f494c31b4	f112v	f112	11	f112v.39	7	1
eab104a993d7f99a6e2e	f112v	f112	12	f112v.42	6	1
44ba116863f466bc662e	f112v	f112	13	f112v.45	7	1
59c0bfb41fe088ed764f	f113r	f113	1	f113r.1	7	1
0e5daaece5de508cf40b	f113r	f113	2	f113r.4	7	1
fd748a75e8ea0f1179b7	f113r	f113	3	f113r.8	7	1
e8fb7e64ca3ec05999fd	f113r	f113	4	f113r.10	7	1
19fec5900f58c4c3d9f5	f113r	f113	5	f113r.13	7	1
fe35ed0867f9ce618099	f113r	f113	6	f113r.16	8	1
56a791f8cdbf9ad97d6a	f113r	f113	7	f113r.20	7	1
6060e4437fcca5b71e06	f113r	f113	8	f113r.22	8	1
b3d3dcb93678a34011ba	f113r	f113	9	f113r.25	8	1
42b94e2a574be7ed5d16	f113r	f113	10	f113r.27	7	1
5f65f500be2f00fd4112	f113r	f113	11	f113r.30	7	1
a6c502db3ed005180396	f113r	f113	12	f113r.34	8	1
60c3275e304d5551b6ee	f113r	f113	13	f113r.37	8	2
5176dacbbe60d765c109	f113r	f113	14	f113r.39	7	1
3f0efd4b9dba84cac59a	f113r	f113	15	f113r.42	8	1
