future_card_id	priority_rank	support_cell_id	target_realization_cell_id	frozen_frame	target_action_root	target_action_recipe	register	alternate_action_root	alternate_action_recipe	event_count	page_count	pages	observed_clause_form_count	observed_clauses_de	all_roundtrip_exact	exact_same_register_frame_support
G495-F017	17	G494-NS001	G493-C001	@ACTION	T	T	SOURCE_SECTION_T	OK	OK	2	1	f1r	2	Trage den laufenden Eintrag [wie zuvor] ein. || Trage die Eintragseinheit [wie zuvor] ein.	YES	YES
G495-F017	17	G494-NS002	G493-C001	@ACTION	T	T	SOURCE_SECTION_T	SH	SH	1	1	f1r	1	Halte den laufenden Eintrag [wie zuvor] fest.	YES	YES
G495-F017	17	G494-NS003	G493-C001	@ACTION	T	T	SOURCE_SECTION_T	S	S	1	1	f1r	1	Wähle den laufenden Eintrag [wie zuvor].	YES	YES
G495-F001	1	G494-NS004	G493-C003	@ACTION	T	T	BIOLOGICAL	OK	OK	1	1	f75r	1	Setze den Stationsposten [wie zuvor] im Stationsgang an.	YES	YES
G495-F001	1	G494-NS005	G493-C003	@ACTION	T	T	BIOLOGICAL	CH	CH	1	1	f75r	1	Entnimm den Stationswert [wie zuvor].	YES	YES
G495-F001	1	G494-NS006	G493-C003	@ACTION	T	T	BIOLOGICAL	SH	SH	1	1	f77r	1	Halte den Stationswert [wie zuvor].	YES	YES
G495-F001	1	G494-NS007	G493-C003	@ACTION	T	T	BIOLOGICAL	S	S	12	6	f75r|f76r|f77r|f81v|f82r|f83r	4	Wähle den Stationsanteil [wie zuvor]. || Wähle den Stationsposten [wie zuvor]. || Wähle den Stationswert [wie zuvor]. || Wähle die Stationseinheit [wie zuvor].	YES	YES
G495-F001	1	G494-NS008	G493-C003	@ACTION	T	T	BIOLOGICAL	CHD	CHD	2	2	f77r|f83r	2	Bearbeite den Stationsanteil [wie zuvor]. || Bearbeite den Stationswert [wie zuvor].	YES	YES
G495-F018	18	G494-NS011	G493-C011	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	OK	OK+AIIN	1	1	f1r	1	Trage den Kennwert ein.	YES	YES
G495-F018	18	G494-NS012	G493-C011	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	SH	SH+AIIN	1	1	f1r	1	Halte den Kennwert fest.	YES	YES
G495-F018	18	G494-NS013	G493-C011	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	K	K+AIIN	2	1	f1r	1	Ordne den Kennwert zu.	YES	YES
G495-F003	3	G494-NS014	G493-C014	@ACTION+AIIN	T	T+AIIN	CELESTIAL	OK	OK+AIIN	7	2	f71v|f72r	1	Setze den Positionswert.	YES	YES
G495-F003	3	G494-NS015	G493-C014	@ACTION+AIIN	T	T+AIIN	CELESTIAL	K	K+AIIN	1	1	f71v	1	Ordne den Positionswert zu.	YES	YES
G495-F003	3	G494-NS016	G493-C014	@ACTION+AIIN	T	T+AIIN	CELESTIAL	S	S+AIIN	2	2	f67r2|f72r	1	Wähle den Positionswert.	YES	YES
G495-F003	3	G494-NS017	G493-C014	@ACTION+AIIN	T	T+AIIN	CELESTIAL	CHD	CHD+AIIN	2	2	f67r2|f72r	1	Bearbeite den Positionswert.	YES	YES
G495-F019	19	G494-NS018	G493-C016	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	OK	OK+AIIN	1	1	f1r	1	Trage den Kennwert ein.	YES	YES
G495-F019	19	G494-NS019	G493-C016	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	SH	SH+AIIN	1	1	f1r	1	Halte den Kennwert fest.	YES	YES
G495-F019	19	G494-NS020	G493-C016	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	K	K+AIIN	2	1	f1r	1	Ordne den Kennwert zu.	YES	YES
G495-F004	4	G494-NS021	G493-C019	@ACTION+AIIN	R	R+AIIN	CELESTIAL	OK	OK+AIIN	7	2	f71v|f72r	1	Setze den Positionswert.	YES	YES
G495-F004	4	G494-NS022	G493-C019	@ACTION+AIIN	R	R+AIIN	CELESTIAL	K	K+AIIN	1	1	f71v	1	Ordne den Positionswert zu.	YES	YES
G495-F004	4	G494-NS023	G493-C019	@ACTION+AIIN	R	R+AIIN	CELESTIAL	S	S+AIIN	2	2	f67r2|f72r	1	Wähle den Positionswert.	YES	YES
G495-F004	4	G494-NS024	G493-C019	@ACTION+AIIN	R	R+AIIN	CELESTIAL	CHD	CHD+AIIN	2	2	f67r2|f72r	1	Bearbeite den Positionswert.	YES	YES
G495-F013	13	G494-NS025	G493-C020	@ACTION+AIIN	R	R+AIIN	PHARMA	OK	OK+AIIN	1	1	f88r	1	Setze den Mengenwert als Ansatz an.	YES	YES
G495-F013	13	G494-NS026	G493-C020	@ACTION+AIIN	R	R+AIIN	PHARMA	CH	CH+AIIN	1	1	f89r	1	Nimm den Mengenwert.	YES	YES
G495-F013	13	G494-NS027	G493-C020	@ACTION+AIIN	R	R+AIIN	PHARMA	S	S+AIIN	6	3	f88r|f88v|f89r	1	Wähle den Mengenwert.	YES	YES
G495-F005	5	G494-NS029	G493-C022	@ACTION+AIN	T	T+AIN	HERBAL	OK	OK+AIN	7	3	f18r|f55v|f95v	1	Setze den Materialanteil im Arbeitsgang an.	YES	YES
G495-F005	5	G494-NS030	G493-C022	@ACTION+AIN	T	T+AIN	HERBAL	K	K+AIN	1	1	f95v	1	Gib den Materialanteil zu.	YES	YES
G495-F005	5	G494-NS031	G493-C022	@ACTION+AIN	T	T+AIN	HERBAL	S	S+AIN	3	3	f17r|f24v|f95v	1	Wähle den Materialanteil.	YES	YES
