event_id	statement_id	record_unit_id	page	field_id	field_position	visible_surface	normalized_master_form	master_card_id	portable_value_de	normalization_rule	field_frame_mode	visible_owner	terminal_status	owner_status	semantic_layer	noun_class	grounding
E101	B1-S001	B1	f81v	F021	1	qokedy	qokedy	MC083	kurz einwirken; Schluss	MASTER_FORM	LOW_DATA	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E102	B1-S002	B1	f81v	F022	1	okaiin	okaiin	MC120	bemessen	MASTER_FORM	O	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E103	B1-S002	B1	f81v	F022	2	kair	kair	MC023	Beckenlauf	MASTER_FORM	O	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	BIO_NOUN_OR_LOCATION	WEG_STATION	GEOMETRY_COMPATIBLE
E104	B1-S002	B1	f81v	F022	3	okal	okal	MC040	dorthin einsetzen	MASTER_FORM	O	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E105	B1-S002	B1	f81v	F022	4	sar	char	MC055	davon	R7_AR_SOURCE	O	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E106	B1-S002	B1	f81v	F022	5	ol	cheol	MC153	weiter	R5_OL_CONTINUE	O	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E107	B1-S002	B1	f81v	F022	6	kain	chkain	MC105	Portion	R10_PAIRED_ALLOGRAPH	O	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	BIO_NOUN_OR_LOCATION	MENGE_TEIL	RELATIONAL
E108	B1-S002	B1	f81v	F022	7	olkain	olkain	MC097	weiterer Anteil	MASTER_FORM	O	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E109	B1-S002	B1	f81v	F022	8	al	al	MC154	dorthin	MASTER_FORM	O	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E110	B1-S002	B1	f81v	F022	9	ol	cheol	MC153	weiter	R5_OL_CONTINUE	O	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E111	B1-S002	B1	f81v	F022	10	rol	rol	MC016	Anschluss	MASTER_FORM	O	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E112	B1-S002	B1	f81v	F022	11	dl	dl	MC012	Zusatz	MASTER_FORM	O	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	BIO_NOUN_OR_LOCATION	MATERIAL_POSTEN	WORKSHOP_INFERRED
E113	B1-S002	B1	f81v	F023	1	olor	cholor	MC157	derselbe Ansatz	R10_PAIRED_ALLOGRAPH	MIXED	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E114	B1-S002	B1	f81v	F023	2	ol	cheol	MC153	weiter	R5_OL_CONTINUE	MIXED	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E115	B1-S002	B1	f81v	F023	3	sheckhal	sheckhal	MC058	Kurze Zielpassage	MASTER_FORM	MIXED	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	BIO_NOUN_OR_LOCATION	WEG_STATION	GEOMETRY_COMPATIBLE
E116	B1-S002	B1	f81v	F023	4	daiin	aiin	MC039	Sollmaß	R2_AIIN_MEASURE	MIXED	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E117	B1-S002	B1	f81v	F023	5	qokeedal	qokeedal	MC096	Langer Zieleinsatz	MASTER_FORM	MIXED	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E118	B1-S002	B1	f81v	F023	6	daiin	aiin	MC039	Sollmaß	R2_AIIN_MEASURE	MIXED	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E119	B1-S002	B1	f81v	F023	7	chckhy	chckhy	MC035	durchleiten	MASTER_FORM	MIXED	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E120	B1-S002	B1	f81v	F023	8	schedy	dchedy	MC025	überführen; Schluss	R9_CHEDY_CLOSE	MIXED	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E121	B1-S003	B1	f81v	F024	1	qol	cheol	MC153	weiter	R1_Q_ACTIVE	LOW_DATA	gemeinsames zweireihiges Figuren-/Beckenfeld	NONCLOSE	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
E122	B1-S003	B1	f81v	F025	1	sshkchdy	sshkchdy	MC061	Haltetransfer; Schluss	MASTER_FORM	LOW_DATA	gemeinsames zweireihiges Figuren-/Beckenfeld	TERMINAL	DIRECT_VISIBLE_LOCAL_OWNER	OPERATION_CONTROL_OR_STATE	NONE	NOT_A_NOUN_CARD
