edition	paragraph	model	at	word	hypothesis
ZL3b	f116r|f116r.31-f116r.45	F	ZL3b|f116r.34|G005	okain	Maß P
ZL3b	f116r|f116r.31-f116r.45	F	ZL3b|f116r.41|G007	okain	Maß P
ZL3b	f75v|f75v.43-f75v.49	F	ZL3b|f75v.49|G003	okain	Maß P
ZL3b	f80r|f80r.28-f80r.33	F	ZL3b|f80r.32|G001	solchey	dasselbe Material
ZL3b	f80r|f80r.28-f80r.33	F	ZL3b|f80r.32|G007	okain	Maß P
ZL3b	f80r|f80r.28-f80r.33	F	ZL3b|f80r.33|G001	solchey	dasselbe Material
ZL3b	f80r|f80r.28-f80r.33	F	ZL3b|f80r.33|G006	okain	Maß P
IT2a	f116r|f116r.31-f116r.45	F	IT2a|f116r.34|G005	okain	Maß P
IT2a	f116r|f116r.31-f116r.45	F	IT2a|f116r.34|G008	okain	Maß P
IT2a	f116r|f116r.31-f116r.45	F	IT2a|f116r.38|G007	okain	Maß P
IT2a	f116r|f116r.31-f116r.45	F	IT2a|f116r.41|G006	okain	Maß P
IT2a	f75v|f75v.43-f75v.49	F	IT2a|f75v.49|G003	okain	Maß P
IT2a	f80r|f80r.28-f80r.33	F	IT2a|f80r.32|G001	solchey	dasselbe Material
IT2a	f80r|f80r.28-f80r.33	F	IT2a|f80r.32|G007	okain	Maß P
IT2a	f80r|f80r.28-f80r.33	F	IT2a|f80r.33|G001	solchey	dasselbe Material
IT2a	f80r|f80r.28-f80r.33	F	IT2a|f80r.33|G006	okain	Maß P
ZL3b	f116r|f116r.31-f116r.45	T	ZL3b|f116r.34|G005	okain	Zusatz E
ZL3b	f116r|f116r.31-f116r.45	T	ZL3b|f116r.41|G007	okain	Zusatz E
ZL3b	f75v|f75v.43-f75v.49	T	ZL3b|f75v.49|G003	okain	Zusatz E
ZL3b	f80r|f80r.28-f80r.33	T	ZL3b|f80r.32|G001	solchey	nächster Arbeitsgang
ZL3b	f80r|f80r.28-f80r.33	T	ZL3b|f80r.32|G007	okain	Zusatz E
ZL3b	f80r|f80r.28-f80r.33	T	ZL3b|f80r.33|G001	solchey	nächster Arbeitsgang
ZL3b	f80r|f80r.28-f80r.33	T	ZL3b|f80r.33|G006	okain	Zusatz E
IT2a	f116r|f116r.31-f116r.45	T	IT2a|f116r.34|G005	okain	Zusatz E
IT2a	f116r|f116r.31-f116r.45	T	IT2a|f116r.34|G008	okain	Zusatz E
IT2a	f116r|f116r.31-f116r.45	T	IT2a|f116r.38|G007	okain	Zusatz E
IT2a	f116r|f116r.31-f116r.45	T	IT2a|f116r.41|G006	okain	Zusatz E
IT2a	f75v|f75v.43-f75v.49	T	IT2a|f75v.49|G003	okain	Zusatz E
IT2a	f80r|f80r.28-f80r.33	T	IT2a|f80r.32|G001	solchey	nächster Arbeitsgang
IT2a	f80r|f80r.28-f80r.33	T	IT2a|f80r.32|G007	okain	Zusatz E
IT2a	f80r|f80r.28-f80r.33	T	IT2a|f80r.33|G001	solchey	nächster Arbeitsgang
IT2a	f80r|f80r.28-f80r.33	T	IT2a|f80r.33|G006	okain	Zusatz E
