joint_tuple_id	surface_family	occurrences	pages	closure_family	action_core_de	exit_value_de	complete_card_reading_de	event_ids	statement_ids	apprentice_rule_de
bc4f1f5c006c74a4d26d	cheedy|shedy|tedy	12	f81v|f82r|f83r	SETTLE_CLOSE	absetzen	ARBEITSZELLE SCHLIESSEN	absetzen; Schluss	E125|E136|E155|E163|E192|E255|E266|E314|E325|E336|E347|E361	B1-S004|B1-S008|B1-S016|B1-S019|B2-S008|B3-S012|B3-S018|B3-S034|B4-S003|B4-S009|B4-S013|B4-S016	Handlung ausführen und lokale Zelle abhaken
7d25241b0e56c836372a	qokeedy	10	f82r|f83r	GRADED_SET_CLOSE	länger ansetzen	ARBEITSZELLE SCHLIESSEN	länger ansetzen; Schluss	E171|E201|E213|E224|E227|E245|E265|E302|E315|E329	B2-S003|B2-S011|B2-S015|B2-S018|B2-S021|B3-S007|B3-S017|B3-S031|B4-S001|B4-S005	Handlung ausführen und lokale Zelle abhaken
7db18b2f0fb7ed0fcfd3	qokedy	8	f81v|f83r	GRADED_SET_CLOSE	kurz ansetzen	ARBEITSZELLE SCHLIESSEN	kurz ansetzen; Schluss	E101|E137|E138|E259|E294|E297|E318|E335	B1-S001|B1-S009|B1-S010|B3-S013|B3-S028|B3-S029|B4-S002|B4-S008	Handlung ausführen und lokale Zelle abhaken
de7321bface5628e35d6	lchedy	8	f82r|f83r	TRANSFER_CLOSE	abführen	ARBEITSZELLE SCHLIESSEN	abführen; Schluss	E210|E235|E246|E262|E269|E282|E345|E357	B2-S013|B3-S003|B3-S008|B3-S015|B3-S020|B3-S023|B4-S012|B4-S015	Handlung ausführen und lokale Zelle abhaken
259b2b3b0bf859882e2c	dchedy|schedy|tchedy	4	f81v|f82r|f83r	TRANSFER_CLOSE	umsetzen	ARBEITSZELLE SCHLIESSEN	umsetzen; Schluss	E120|E167|E239|E283	B1-S002|B2-S001|B3-S005|B3-S024	Handlung ausführen und lokale Zelle abhaken
28ffbc88b97772a75f1e	olchedy|qolchedy	3	f81v|f82r|f83r	CONTINUE_CLOSE	fortsetzen	ARBEITSZELLE SCHLIESSEN	fortsetzen; Schluss	E126|E168|E242	B1-S005|B2-S002|B3-S006	Handlung ausführen und lokale Zelle abhaken
3b70942557b3a40e8030	olkeedy|solkeedy	3	f81v|f83r	LEARNED_SPECIALIST_CLOSE	länger sammeln	ARBEITSZELLE SCHLIESSEN	länger sammeln; Schluss	E162|E229|E291	B1-S018|B3-S001|B3-S026	Handlung ausführen und lokale Zelle abhaken
87411f84689b4f93a303	qokchdy	3	f81v|f83r	TRANSFER_CLOSE	umsetzen	ARBEITSZELLE SCHLIESSEN	umsetzen; Schluss	E131|E284|E363	B1-S007|B3-S025|B5-S002	Handlung ausführen und lokale Zelle abhaken
d68bc8de3bcee09db23c	shckhedy	3	f81v|f83r	STRAIN_CLOSE	seihen	ARBEITSZELLE SCHLIESSEN	seihen; Schluss	E165|E330|E331	B1-S020|B4-S006|B4-S007	Handlung ausführen und lokale Zelle abhaken
04a3877f0fc81b7597c9	ldy	2	f82r|f83r	LEARNED_SPECIALIST_CLOSE	abziehen	ARBEITSZELLE SCHLIESSEN	abziehen; Ende	E184|E308	B2-S005|B3-S033	Handlung ausführen und lokale Zelle abhaken
