event_id	statement_id	record_unit_id	page	joint_tuple_id	surface_display	selected_value_de	why_open_de
E020	H2-S001	H2	f10r	b921a237be883a820352	dy	dieser Posten	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E037	H2-S003	H2	f10r	b921a237be883a820352	dy	dieser Posten	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E050	H3-S003	H3	f11r	b921a237be883a820352	dy	dieser Posten	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E055	H3-S004	H3	f11r	b921a237be883a820352	dy	dieser Posten	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E062	H4-S002	H4	f55v	6f7ff8287eddf4da9fdb	chedy	umsetzen	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E123	B1-S004	B1	f81v	6f7ff8287eddf4da9fdb	chedy	umsetzen	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E145	B1-S014	B1	f81v	6f7ff8287eddf4da9fdb	chedy	umsetzen	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E170	B2-S003	B2	f82r	b921a237be883a820352	dy	dieser Posten	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E244	B3-S007	B3	f83r	6f7ff8287eddf4da9fdb	chedy	umsetzen	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E252	B3-S011	B3	f83r	6f7ff8287eddf4da9fdb	chedy	umsetzen	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E287	B3-S026	B3	f83r	6f7ff8287eddf4da9fdb	chedy	umsetzen	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E304	B3-S032	B3	f83r	6f7ff8287eddf4da9fdb	chedy	umsetzen	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E319	B4-S003	B4	f83r	6f7ff8287eddf4da9fdb	chedy	umsetzen	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E328	B4-S005	B4	f83r	6f7ff8287eddf4da9fdb	chedy	umsetzen	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E342	B4-S011	B4	f83r	6f7ff8287eddf4da9fdb	chdy	umsetzen	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
E372	B5-S003	B5	f83r	6f7ff8287eddf4da9fdb	chedy	umsetzen	Exakte offene Karte; sichtbares -dy ist kein selbständiger Schluss
