frame,surface,fixed_prediction,ZL3b_observed,IT2a_observed,meaning_confirmed
SHORT,sshey lshedy,requires old context-supplied Food reference,0,0,False
LONG,sshey shedy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sshey qokain lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sshey okedy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sshey char lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sshey cheey lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sshey qokopy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sshey dal lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sshey aiin lshedy,Food type possible; old reference binding unresolved,0,0,False
SHORT,sol lshedy,requires old context-supplied Food reference,0,0,False
LONG,sol shedy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sol qokain lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sol okedy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sol char lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sol cheey lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sol qokopy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sol dal lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,sol aiin lshedy,Food type possible; old reference binding unresolved,0,0,False
SHORT,oltydy lshedy,requires old context-supplied Food reference,0,0,False
LONG,oltydy shedy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,oltydy qokain lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,oltydy okedy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,oltydy char lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,oltydy cheey lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,oltydy qokopy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,oltydy dal lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,oltydy aiin lshedy,Food type possible; old reference binding unresolved,0,0,False
SHORT,or lshedy,requires old context-supplied Food reference,0,0,False
LONG,or shedy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,or qokain lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,or okedy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,or char lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,or cheey lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,or qokopy lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,or dal lshedy,Food type possible; old reference binding unresolved,0,0,False
LONG,or aiin lshedy,Food type possible; old reference binding unresolved,0,0,False
