exact_tuple_id	surface	page	locus	selected_default	concrete_rival_1	concrete_rival_2	selection_reason	confidence
087a47b5423438cd6b6a	chokcheo	f56r	f56r.13	drink it for pain of the stomach	drink it against griping	take it for a cold stomach	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.36
0ec6a45e2950e8e7061d	chodaly	f56r	f56r.5	the thin lower root	the lower rosette	the root fibres	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.35
12efe866f335461823a6	chair	f10r	f10r.2	add red wine	use the reddish stem	add red vinegar	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.32
1322bc176443fc2a8a86	qokokchy	f56r	f56r.12	dry it in shade	hang it where no sun reaches	dry it slowly in moving air	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.39
1b1ffdd869fb1429ad03	oldy	f55v	f55v.11	boil gently and remove from the fire	warm without boiling over	simmer until reduced	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.39
204b04837409088c48f9	oltchy	f55v	f55v.11	keep it in a covered jar	set it aside in a stoppered vessel	store it away from the sun	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.38
27d97af8c96eb056c2e6	oykchor	f10r	f10r.9	when its flower has opened	when the flower first appears	after the head has formed	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.35
2c1a5fd92b9e3c762242	cheeky	f55v	f55v.11	while the liquor remains warm	before the liquor cools	while the leaf is still warm	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.39
2e2027b1951d79911e24	tchody	f11r	f11r.1	leave the strained liquor uncovered to cool	leave the mouth of the vessel open	set the clear liquor aside to cool	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.33
308e8ea2d5d190c498e8	okal	f55v	f55v.11	mix the two portions together	combine equal portions	mix the wine and plant liquor	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.54
322281bd391aa621f568	okchol	f11r	f11r.7	lay it on while warm	wash the place while the liquor is warm	bind on the warm bruised leaves	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.35
403c1592f918c8f23b88	ykain	f55v	f55v.5	boil the broad leaf gently	bruise the fresh leaf	simmer the root gently	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.34
409de02322e7b2ca0c62	kaiiin	f10r	f10r.9	until a bitter taste remains	until its sharp taste is evident	until the liquor is strongly bitter	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.37
428a5e3662aa57b4b256	schoal	f11r	f11r.1	from shaded woodland	from a damp woodland edge	from shaded garden ground	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.34
497cbd9c7401810ff56b	otol	f10r	f10r.8	one handful	one small bundle	as much as the hand holds	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.42
577c03a928d674d420d7	shoyty	f11r	f11r.1	reserve the flowering crown	keep the young flower heads	separate the upper flowering stems	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.31
61a075bc54793c1c781f	sotodan	f56r	f56r.18	use it while freshly mixed	lick it before it dries	apply the honeyed paste fresh	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.37
