page	locus	record	line	event_index	surface	exact_tuple_id	default_English	source_class	detailed_role	confidence	inheritance_context_rule	ledger_scope	source_event_serial	inserted_silent_argument	complete_local_phrase	selection_scope
f10r	f10r.2	1	f10r.2	1	dchey	65f320e75510b2f38182	take the fibrous lower root	PLANT_PART	PLANT_PART_TAKE	.35	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	1	[pictured simple / currently named part]	take the fibrous lower root; wash it in running water; from the same prepared batch; pound until the mass is even; reduce it to a coarse powder; add red wine; drink it for pain of the stomach; apply or use this portion; in the stated or usual measure; keep the remaining root dry	V19_HERBAL_ONLY_R2
f10r	f10r.2	1	f10r.2	2	cthoor	dedc383b600397a301ee	wash it in running water	PREPARATION_ACTION	WATER_WASH	.34	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	2	[pictured simple / currently named part]	take the fibrous lower root; wash it in running water; from the same prepared batch; pound until the mass is even; reduce it to a coarse powder; add red wine; drink it for pain of the stomach; apply or use this portion; in the stated or usual measure; keep the remaining root dry	V19_HERBAL_ONLY_R2
f10r	f10r.2	1	f10r.2	3	char	4d4559019a961b834aa1	from the same prepared batch	SAME_PREPARED_BATCH_REFERENCE	SAME_BATCH_REFERENCE	.66	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	3		take the fibrous lower root; wash it in running water; from the same prepared batch; pound until the mass is even; reduce it to a coarse powder; add red wine; drink it for pain of the stomach; apply or use this portion; in the stated or usual measure; keep the remaining root dry	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.2	1	f10r.2	4	chty	80ebbbbf238eee9f0aef	until evenly joined	PORTABLE_TECHNICAL_PHRASE	POUNDING_GATE	.24	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	4	[pictured simple / currently named part]	take the fibrous lower root; wash it in running water; from the same prepared batch; pound until the mass is even; reduce it to a coarse powder; add red wine; drink it for pain of the stomach; apply or use this portion; in the stated or usual measure; keep the remaining root dry	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.2	1	f10r.2	5	os	df1098831679a8ad1b39	reduce it to a coarse powder	PREPARATION_ACTION	POUNDING_RESULT	.38	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	5	[pictured simple / currently named part]	take the fibrous lower root; wash it in running water; from the same prepared batch; pound until the mass is even; reduce it to a coarse powder; add red wine; drink it for pain of the stomach; apply or use this portion; in the stated or usual measure; keep the remaining root dry	V19_HERBAL_ONLY_R2
f10r	f10r.2	1	f10r.2	6	chair	12efe866f335461823a6	add red wine	MEDIUM	MEDIUM_WINE	.32	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	6	[pictured simple / currently named part]	take the fibrous lower root; wash it in running water; from the same prepared batch; pound until the mass is even; reduce it to a coarse powder; add red wine; drink it for pain of the stomach; apply or use this portion; in the stated or usual measure; keep the remaining root dry	V19_HERBAL_ONLY_R2
f10r	f10r.2	1	f10r.2	7	otytchol	62ff059766b21c7de083	drink it for pain of the stomach	INDICATION	INDICATION_INTERNAL	.38	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	7	[pictured simple / currently named part]	take the fibrous lower root; wash it in running water; from the same prepared batch; pound until the mass is even; reduce it to a coarse powder; add red wine; drink it for pain of the stomach; apply or use this portion; in the stated or usual measure; keep the remaining root dry	V19_HERBAL_ONLY_R2
f10r	f10r.2	1	f10r.2	8	oky	276a7c2d74d1143446f4	apply or use this portion	APPLICATION_ACTION	APPLICATION_ACTION	.61	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	8	[pictured simple / currently named part]	take the fibrous lower root; wash it in running water; from the same prepared batch; pound until the mass is even; reduce it to a coarse powder; add red wine; drink it for pain of the stomach; apply or use this portion; in the stated or usual measure; keep the remaining root dry	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.2	1	f10r.2	9	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	MEASURE_REFERENCE	.66	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	9		take the fibrous lower root; wash it in running water; from the same prepared batch; pound until the mass is even; reduce it to a coarse powder; add red wine; drink it for pain of the stomach; apply or use this portion; in the stated or usual measure; keep the remaining root dry	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.2	1	f10r.2	10	etyd	a6939862e33ece5a0483	keep the remaining root dry	STORAGE	STORAGE_ROOT	.34	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	10	[pictured simple / currently named part]	take the fibrous lower root; wash it in running water; from the same prepared batch; pound until the mass is even; reduce it to a coarse powder; add red wine; drink it for pain of the stomach; apply or use this portion; in the stated or usual measure; keep the remaining root dry	V19_HERBAL_ONLY_R2
f10r	f10r.5	1	f10r.5	1	qokchy	9ad66e67803a12e745de	use the freshly prepared remedy	PREPARATION_ACTION	FRESH_PREPARATION	.52	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	11	[pictured simple / currently named part]	use the freshly prepared remedy; apply it while warm; with the foregoing preparation; when the preparation is ready	V19_HERBAL_ONLY_R2
f10r	f10r.5	1	f10r.5	2	qotchol	e8a6105b5c3a6220b440	apply it while warm	APPLICATION	WARM_APPLICATION	.35	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	12	[pictured simple / currently named part]	use the freshly prepared remedy; apply it while warm; with the foregoing preparation; when the preparation is ready	V19_HERBAL_ONLY_R2
f10r	f10r.5	1	f10r.5	3	chol	dcda95c81a5460feb191	with the foregoing preparation	PREPARATION_REFERENCE	PREPARATION_REFERENCE	.67	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	13		use the freshly prepared remedy; apply it while warm; with the foregoing preparation; when the preparation is ready	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.5	1	f10r.5	4	cthy	e0b630cb1b5df5e7105b	when the preparation is ready	READINESS_CONDITION	READINESS_CONDITION	.55	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	14		use the freshly prepared remedy; apply it while warm; with the foregoing preparation; when the preparation is ready	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.6	2	f10r.6	1	ycheor	7249edc4df3419c26999	it grows in damp meadow ground	HABITAT	HABITAT_MOIST	.31	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	15		it grows in damp meadow ground; when the preparation is ready; the prepared decoction or working liquid; add the expressed juice; boil it gently; this present portion; this present portion; in the stated or usual measure; this present portion	V19_HERBAL_ONLY_R2
f10r	f10r.6	2	f10r.6	2	cthy	e0b630cb1b5df5e7105b	when the preparation is ready	READINESS_CONDITION	READINESS_CONDITION	.55	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	16		it grows in damp meadow ground; when the preparation is ready; the prepared decoction or working liquid; add the expressed juice; boil it gently; this present portion; this present portion; in the stated or usual measure; this present portion	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.6	2	f10r.6	3	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARED_LIQUID	PREPARED_LIQUID	.53	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	17		it grows in damp meadow ground; when the preparation is ready; the prepared decoction or working liquid; add the expressed juice; boil it gently; this present portion; this present portion; in the stated or usual measure; this present portion	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.6	2	f10r.6	4	cthaiin	f3c23f42baf625639e1e	add the expressed juice	PREPARATION_ACTION	PLANT_JUICE	.36	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	18	[pictured simple / currently named part]	it grows in damp meadow ground; when the preparation is ready; the prepared decoction or working liquid; add the expressed juice; boil it gently; this present portion; this present portion; in the stated or usual measure; this present portion	V19_HERBAL_ONLY_R2
f10r	f10r.6	2	f10r.6	5	qoctholy	af816c04e65874a0f2fa	boil it gently	PREPARATION_ACTION	GENTLE_BOIL	.36	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	19	[pictured simple / currently named part]	it grows in damp meadow ground; when the preparation is ready; the prepared decoction or working liquid; add the expressed juice; boil it gently; this present portion; this present portion; in the stated or usual measure; this present portion	V19_HERBAL_ONLY_R2
f10r	f10r.6	2	f10r.6	6	dy	b921a237be883a820352	this present portion	CURRENT_PORTION	CURRENT_PORTION	.56	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	20		it grows in damp meadow ground; when the preparation is ready; the prepared decoction or working liquid; add the expressed juice; boil it gently; this present portion; this present portion; in the stated or usual measure; this present portion	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.6	2	f10r.6	7	chy	b921a237be883a820352	this present portion	CURRENT_PORTION	CURRENT_PORTION	.56	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	21		it grows in damp meadow ground; when the preparation is ready; the prepared decoction or working liquid; add the expressed juice; boil it gently; this present portion; this present portion; in the stated or usual measure; this present portion	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.6	2	f10r.6	8	taiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	MEASURE_REFERENCE	.66	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	22		it grows in damp meadow ground; when the preparation is ready; the prepared decoction or working liquid; add the expressed juice; boil it gently; this present portion; this present portion; in the stated or usual measure; this present portion	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.6	2	f10r.6	9	shy	b921a237be883a820352	this present portion	CURRENT_PORTION	CURRENT_PORTION	.56	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	23		it grows in damp meadow ground; when the preparation is ready; the prepared decoction or working liquid; add the expressed juice; boil it gently; this present portion; this present portion; in the stated or usual measure; this present portion	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.8	2	f10r.8	1	qotchor	10488b911aae52b3b334	gathered before flowering	GATHERING_TIME	GATHERING_TIME	.45	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	24	[pictured simple / currently named part]	gathered before flowering; the prepared decoction or working liquid; one handful; with the foregoing preparation; from the foregoing batch; with the foregoing preparation; in the stated or usual measure; from the same prepared batch	V19_HERBAL_ONLY_R2
f10r	f10r.8	2	f10r.8	2	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARED_LIQUID	PREPARED_LIQUID	.53	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	25		gathered before flowering; the prepared decoction or working liquid; one handful; with the foregoing preparation; from the foregoing batch; with the foregoing preparation; in the stated or usual measure; from the same prepared batch	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.8	2	f10r.8	3	otol	497cbd9c7401810ff56b	one handful	MEASURE	HANDFUL_MEASURE	.42	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	26		gathered before flowering; the prepared decoction or working liquid; one handful; with the foregoing preparation; from the foregoing batch; with the foregoing preparation; in the stated or usual measure; from the same prepared batch	V19_HERBAL_ONLY_R2
f10r	f10r.8	2	f10r.8	4	chol	dcda95c81a5460feb191	with the foregoing preparation	PREPARATION_REFERENCE	PREPARATION_REFERENCE	.67	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	27		gathered before flowering; the prepared decoction or working liquid; one handful; with the foregoing preparation; from the foregoing batch; with the foregoing preparation; in the stated or usual measure; from the same prepared batch	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.8	2	f10r.8	5	cholor	dec401773c1f0347793d	from the foregoing batch	PORTABLE_TECHNICAL_PHRASE	BATCH_REFERENCE	.24	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	28		gathered before flowering; the prepared decoction or working liquid; one handful; with the foregoing preparation; from the foregoing batch; with the foregoing preparation; in the stated or usual measure; from the same prepared batch	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.8	2	f10r.8	6	chol	dcda95c81a5460feb191	with the foregoing preparation	PREPARATION_REFERENCE	PREPARATION_REFERENCE	.67	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	29		gathered before flowering; the prepared decoction or working liquid; one handful; with the foregoing preparation; from the foregoing batch; with the foregoing preparation; in the stated or usual measure; from the same prepared batch	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.8	2	f10r.8	7	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	MEASURE_REFERENCE	.66	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	30		gathered before flowering; the prepared decoction or working liquid; one handful; with the foregoing preparation; from the foregoing batch; with the foregoing preparation; in the stated or usual measure; from the same prepared batch	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.8	2	f10r.8	8	dar	4d4559019a961b834aa1	from the same prepared batch	SAME_PREPARED_BATCH_REFERENCE	SAME_BATCH_REFERENCE	.66	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	31		gathered before flowering; the prepared decoction or working liquid; one handful; with the foregoing preparation; from the foregoing batch; with the foregoing preparation; in the stated or usual measure; from the same prepared batch	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.9	2	f10r.9	1	oykchor	27d97af8c96eb056c2e6	when its flower has opened	PROCESS_CONDITION	FLOWERING_GATE	.35	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	32		when its flower has opened; the prepared decoction or working liquid; the prepared decoction or working liquid; this present portion; until a bitter taste remains; this present portion; preserve that portion under oil	V19_HERBAL_ONLY_R2
f10r	f10r.9	2	f10r.9	2	shor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARED_LIQUID	PREPARED_LIQUID	.53	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	33		when its flower has opened; the prepared decoction or working liquid; the prepared decoction or working liquid; this present portion; until a bitter taste remains; this present portion; preserve that portion under oil	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.9	2	f10r.9	3	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARED_LIQUID	PREPARED_LIQUID	.53	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	34		when its flower has opened; the prepared decoction or working liquid; the prepared decoction or working liquid; this present portion; until a bitter taste remains; this present portion; preserve that portion under oil	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.9	2	f10r.9	4	chy	b921a237be883a820352	this present portion	CURRENT_PORTION	CURRENT_PORTION	.56	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	35		when its flower has opened; the prepared decoction or working liquid; the prepared decoction or working liquid; this present portion; until a bitter taste remains; this present portion; preserve that portion under oil	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.9	2	f10r.9	5	kaiiin	409de02322e7b2ca0c62	until a bitter taste remains	PROCESS_CONDITION	TASTE_GATE	.37	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	36		when its flower has opened; the prepared decoction or working liquid; the prepared decoction or working liquid; this present portion; until a bitter taste remains; this present portion; preserve that portion under oil	V19_HERBAL_ONLY_R2
f10r	f10r.9	2	f10r.9	6	dy	b921a237be883a820352	this present portion	CURRENT_PORTION	CURRENT_PORTION	.56	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	37		when its flower has opened; the prepared decoction or working liquid; the prepared decoction or working liquid; this present portion; until a bitter taste remains; this present portion; preserve that portion under oil	V18_CROSS_REGISTER_PRESERVED
f10r	f10r.9	2	f10r.9	7	chodaiin	834825c61d048a6b5628	preserve that portion under oil	STORAGE	OIL_STORAGE	.39	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	38		when its flower has opened; the prepared decoction or working liquid; the prepared decoction or working liquid; this present portion; until a bitter taste remains; this present portion; preserve that portion under oil	V19_HERBAL_ONLY_R2
f11r	f11r.1	1	f11r.1	1	tshol	953ad19b79517fc8a211	gather the root in spring	GATHERING_TIME	GATHERING_TIME	.36	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	39	[pictured simple / currently named part]	gather the root in spring; from shaded woodland; before the flowering crown opens; press the bruised root through cloth; strain the liquor a second time; until the liquid runs clear; leave the strained liquor uncovered to cool; reserve the flowering crown	V19_HERBAL_ONLY_R2
f11r	f11r.1	1	f11r.1	2	schoal	428a5e3662aa57b4b256	from shaded woodland	HABITAT	HABITAT_SHADE	.34	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	40		gather the root in spring; from shaded woodland; before the flowering crown opens; press the bruised root through cloth; strain the liquor a second time; until the liquid runs clear; leave the strained liquor uncovered to cool; reserve the flowering crown	V19_HERBAL_ONLY_R2
f11r	f11r.1	1	f11r.1	3	cfhy	bdad9f9ea8b80f141496	before the flowering crown opens	GATHERING_TIME	GATHERING_TIME	.33	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	41		gather the root in spring; from shaded woodland; before the flowering crown opens; press the bruised root through cloth; strain the liquor a second time; until the liquid runs clear; leave the strained liquor uncovered to cool; reserve the flowering crown	V19_HERBAL_ONLY_R2
f11r	f11r.1	1	f11r.1	4	shfydaiin	a8af08e69edab8e54f15	press the bruised root through cloth	PREPARATION_ACTION	CLOTH_PRESS	.37	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	42	[pictured simple / currently named part]	gather the root in spring; from shaded woodland; before the flowering crown opens; press the bruised root through cloth; strain the liquor a second time; until the liquid runs clear; leave the strained liquor uncovered to cool; reserve the flowering crown	V19_HERBAL_ONLY_R2
f11r	f11r.1	1	f11r.1	5	cphy	deb377381ceaf55ea310	strain the liquor a second time	PREPARATION_ACTION	SECOND_STRAIN	.35	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	43	[pictured simple / currently named part]	gather the root in spring; from shaded woodland; before the flowering crown opens; press the bruised root through cloth; strain the liquor a second time; until the liquid runs clear; leave the strained liquor uncovered to cool; reserve the flowering crown	V19_HERBAL_ONLY_R2
f11r	f11r.1	1	f11r.1	6	shey	b5df9126607030b95175	until the liquid runs clear	CLARITY_GATE	CLARITY_GATE	.57	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	44		gather the root in spring; from shaded woodland; before the flowering crown opens; press the bruised root through cloth; strain the liquor a second time; until the liquid runs clear; leave the strained liquor uncovered to cool; reserve the flowering crown	V18_CROSS_REGISTER_PRESERVED
f11r	f11r.1	1	f11r.1	7	tchody	2e2027b1951d79911e24	leave the strained liquor uncovered to cool	CLAUSE_CLOSURE	COOLING_CLOSURE	.33	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	45	[pictured simple / currently named part]	gather the root in spring; from shaded woodland; before the flowering crown opens; press the bruised root through cloth; strain the liquor a second time; until the liquid runs clear; leave the strained liquor uncovered to cool; reserve the flowering crown	V19_HERBAL_ONLY_R2
f11r	f11r.1	1	f11r.1	8	shoyty	577c03a928d674d420d7	reserve the flowering crown	PLANT_PART	FLOWERING_PART	.31	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	46	[pictured simple / currently named part]	gather the root in spring; from shaded woodland; before the flowering crown opens; press the bruised root through cloth; strain the liquor a second time; until the liquid runs clear; leave the strained liquor uncovered to cool; reserve the flowering crown	V19_HERBAL_ONLY_R2
f11r	f11r.4	1	f11r.4	1	dchol	d665560c8ff80799a82c	of this pictured simple	REFERENCE	PICTURED_OWNER_REFERENCE	.42	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	47		of this pictured simple; this present portion; bind it upon a swollen place; this present portion; in the stated or usual measure	V19_HERBAL_ONLY_R2
f11r	f11r.4	1	f11r.4	2	chy	b921a237be883a820352	this present portion	CURRENT_PORTION	CURRENT_PORTION	.56	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	48		of this pictured simple; this present portion; bind it upon a swollen place; this present portion; in the stated or usual measure	V18_CROSS_REGISTER_PRESERVED
f11r	f11r.4	1	f11r.4	3	kchy	b2812c8283c3a62438bd	bind it upon a swollen place	INDICATION	INDICATION_EXTERNAL	.38	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	49	[pictured simple / currently named part]	of this pictured simple; this present portion; bind it upon a swollen place; this present portion; in the stated or usual measure	V19_HERBAL_ONLY_R2
f11r	f11r.4	1	f11r.4	4	dy	b921a237be883a820352	this present portion	CURRENT_PORTION	CURRENT_PORTION	.56	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	50		of this pictured simple; this present portion; bind it upon a swollen place; this present portion; in the stated or usual measure	V18_CROSS_REGISTER_PRESERVED
f11r	f11r.4	1	f11r.4	5	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	MEASURE_REFERENCE	.66	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	51		of this pictured simple; this present portion; bind it upon a swollen place; this present portion; in the stated or usual measure	V18_CROSS_REGISTER_PRESERVED
