exact_tuple_id	surface_realizations	occurrences	folios	concrete_default_phrase	source_class	detailed_role	confidence	assignment_basis	recurrent_or_singleton
087a47b5423438cd6b6a	chokcheo	1	f56r	drink it for pain of the stomach	INDICATION	INDICATION_INTERNAL	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
0ec6a45e2950e8e7061d	chodaly	1	f56r	the thin lower root	PLANT_PART	PLANT_PART_ROOT	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
10488b911aae52b3b334	otchor|qotchor	2	f10r|f56r	gathered before flowering	GATHERING_TIME	GATHERING_TIME	.45	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT
12efe866f335461823a6	chair	1	f10r	add red wine	MEDIUM	MEDIUM_WINE	.32	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
1322bc176443fc2a8a86	qokokchy	1	f56r	dry it in shade	PREPARATION_ACTION	SHADE_DRYING	.39	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
1b1ffdd869fb1429ad03	oldy	1	f55v	boil gently and remove from the fire	CLAUSE_CLOSURE	BOIL_CLOSURE	.39	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
204b04837409088c48f9	oltchy	1	f55v	keep it in a covered jar	STORAGE	COVERED_STORAGE	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
276a7c2d74d1143446f4	choky|oky	3	f10r|f56r	apply or use this portion	APPLICATION	APPLICATION_ACTION	.61	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT
27d97af8c96eb056c2e6	oykchor	1	f10r	when its flower has opened	PROCESS_CONDITION	FLOWERING_GATE	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
2c1a5fd92b9e3c762242	cheeky	1	f55v	while the liquor remains warm	PROCESS_CONDITION	WARM_STATE	.39	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
2cc054357a929df85f64	cho|sho	4	f56r	then take the following ingredient or plant part	PREPARATION_ACTION	NEXT_DOSSIER_DETAIL	.65	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT
2e2027b1951d79911e24	tchody	1	f11r	leave the strained liquor uncovered to cool	CLAUSE_CLOSURE	COOLING_CLOSURE	.33	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
2f1c5e56e8f0ff459065	aiin|chaiin|daiin|taiin	9	f10r|f11r|f55v|f56r	in the stated or usual measure	MEASURE	MEASURE_REFERENCE	.66	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT
308e8ea2d5d190c498e8	okal	1	f55v	mix the two portions together	PREPARATION_ACTION	COMBINE_PORTIONS	.54	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
322281bd391aa621f568	okchol	1	f11r	lay it on while warm	APPLICATION	WARM_APPLICATION	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
403c1592f918c8f23b88	ykain	1	f55v	boil the broad leaf gently	PREPARATION_ACTION	GENTLE_BOIL	.34	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
409de02322e7b2ca0c62	kaiiin	1	f10r	until a bitter taste remains	PROCESS_CONDITION	TASTE_GATE	.37	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
428a5e3662aa57b4b256	schoal	1	f11r	from shaded woodland	HABITAT	HABITAT_SHADE	.34	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
497cbd9c7401810ff56b	otol	1	f10r	one handful	MEASURE	HANDFUL_MEASURE	.42	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
4d4559019a961b834aa1	char|dar	2	f10r	from the same prepared batch	REFERENCE	SAME_BATCH_REFERENCE	.66	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT
577c03a928d674d420d7	shoyty	1	f11r	reserve the flowering crown	PLANT_PART	FLOWERING_PART	.31	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
61a075bc54793c1c781f	sotodan	1	f56r	use it while freshly mixed	CLAUSE_CLOSURE	FRESH_USE_CLOSURE	.37	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
62ff059766b21c7de083	otytchol	1	f10r	drink it for pain of the stomach	INDICATION	INDICATION_INTERNAL	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
65f320e75510b2f38182	dchey	1	f10r	take the fibrous lower root	PLANT_PART	PLANT_PART_TAKE	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
6afeb5c9ab9f6cbdea0d	orain	1	f55v	use the finished liquor fresh	CLAUSE_CLOSURE	FRESH_USE_CLOSURE	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
6f7ff8287eddf4da9fdb	chedy	1	f55v	stir until evenly mixed	PREPARATION_ACTION	MIXING_ACTION	.62	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
7249edc4df3419c26999	ycheor	1	f10r	it grows in damp meadow ground	HABITAT	HABITAT_MOIST	.31	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
75a523fcf039b006f97b	kchal	1	f56r	keep the remainder dry in shade	STORAGE	DRY_STORAGE	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
7a4bb8136330ee4e6e56	chor|or|shor	5	f10r|f55v	the prepared decoction or working liquid	REFERENCE	PREPARED_LIQUID	.53	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT
807591efc3d3f7ddbfab	cheoar	1	f55v	add white wine	MEDIUM	MEDIUM_WINE	.37	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
80ebbbbf238eee9f0aef	chty	1	f10r	pound until the mass is even	PROCESS_CONDITION	POUNDING_GATE	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
834825c61d048a6b5628	chodaiin	1	f10r	preserve that portion under oil	STORAGE	OIL_STORAGE	.39	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
893c570f3fa3fce99711	kchol	1	f56r	steep it in white wine	MEDIUM	MEDIUM_WINE	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
953ad19b79517fc8a211	tshol	1	f11r	gather the root in spring	GATHERING_TIME	GATHERING_TIME	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
95987d6f198d6d247511	cheeckhody	1	f56r	leave the plaster uncovered until dry	APPLICATION	PLASTER_CLOSURE	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
97cc9ac109148723c472	ody	1	f55v	steep it until the liquor is clear	CLAUSE_CLOSURE	STEEP_CLOSURE	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
9ad66e67803a12e745de	chokchy|okchy|qokchy	3	f10r|f56r	use the freshly prepared remedy	PREPARATION_ACTION	FRESH_PREPARATION	.52	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT
9bb7122b386ebbc6138f	keol	1	f56r	the pale opened flower	PLANT_PART	PLANT_PART_FLOWER	.34	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
a48efd6c4491a046ba78	qotchy	1	f11r	make a warm poultice from its leaves	APPLICATION	POULTICE_PREPARATION	.34	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
a6939862e33ece5a0483	etyd	1	f10r	keep the remaining root dry	STORAGE	STORAGE_ROOT	.34	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
a8af08e69edab8e54f15	shfydaiin	1	f11r	press the bruised root through cloth	PREPARATION_ACTION	CLOTH_PRESS	.37	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
ad3581d3144f69a5912d	sh	1	f56r	its small seed or bud-head	PLANT_PART	PLANT_PART_SEED	.32	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
af816c04e65874a0f2fa	qoctholy	1	f10r	boil it gently	PREPARATION_ACTION	GENTLE_BOIL	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
b2812c8283c3a62438bd	kchy	1	f11r	bind it upon a swollen place	INDICATION	INDICATION_EXTERNAL	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
b5df9126607030b95175	shey	1	f11r	until the liquid runs clear	PROCESS_CONDITION	CLARITY_GATE	.57	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
b5fcea1eaed06b2f2291	qokaiin	1	f55v	take the next measured portion	CLAUSE_HEAD	NEXT_PORTION_HEAD	.68	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
b74e9e65637b7c8538dd	kchey	1	f56r	the dried narrow leaf	PLANT_PART	PLANT_PART_LEAF	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
b921a237be883a820352	chy|dy|shy|y	9	f10r|f11r|f55v	this present portion	REFERENCE	CURRENT_PORTION	.56	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT
b9d7b6d68209a9019e7a	chochor	1	f56r	gather the plant in spring	GATHERING_TIME	GATHERING_TIME	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON
