exact_tuple_id	surfaces	events	pages	selected_default_English	source_class	confidence	evidence	recurrent_or_singleton	silent_arguments
087a47b5423438cd6b6a	chokcheo	1	f56r	drink it for pain of the stomach	INDICATION_APPLICATION	0.43	f56r use formula	SINGLETON	pictured simple/active batch/body place only where stated by article context
0ec6a45e2950e8e7061d	chodaly	1	f56r	the lower root	PLANT_PART	0.54	visible f56r lower stem/root	SINGLETON	pictured simple/active batch/body place only where stated by article context
10488b911aae52b3b334	otchor|qotchor	2	f10r|f56r	gather it before flowering	GATHERING_TIME	0.58	V17/V18 recurrent deck	RECURRENT	pictured simple/active batch/body place only where stated by article context
12efe866f335461823a6	chair	1	f10r	use the reddish swollen root	PLANT_PART	0.49	visible paired red swellings	SINGLETON	pictured simple/active batch/body place only where stated by article context
1322bc176443fc2a8a86	qokokchy	1	f56r	dry them in shade	PREPARATION	0.48	f56r preparation sequence	SINGLETON	pictured simple/active batch/body place only where stated by article context
1b1ffdd869fb1429ad03	oldy	1	f55v	boil gently; close the heating step	PREPARATION_CLOSE	0.50	f55v operation order	SINGLETON	pictured simple/active batch/body place only where stated by article context
204b04837409088c48f9	oltchy	1	f55v	keep it in a covered jar	PRESERVATION	0.53	f55v preparation closure	SINGLETON	pictured simple/active batch/body place only where stated by article context
276a7c2d74d1143446f4	choky|oky	3	f10r|f56r	apply or use this portion	APPLICATION	0.61	V17/V18 recurrent deck	RECURRENT	pictured simple/active batch/body place only where stated by article context
27d97af8c96eb056c2e6	oykchor	1	f10r	when the blue flower first opens	GATHERING_TIME	0.42	visible flower+article clause	SINGLETON	pictured simple/active batch/body place only where stated by article context
2c1a5fd92b9e3c762242	cheeky	1	f55v	while the mixture is still warm	APPLICATION_CONDITION	0.52	f55v operation order	SINGLETON	pictured simple/active batch/body place only where stated by article context
2cc054357a929df85f64	cho|sho	4	f56r	then take the following ingredient or plant part	SEQUENCE_HEAD	0.66	V18 recurrent deck	RECURRENT	pictured simple/active batch/body place only where stated by article context
2e2027b1951d79911e24	tchody	1	f11r	draw the clear liquid into a clean jar; close	PRESERVATION_CLOSE	0.45	f11r filter-chain closure	SINGLETON	pictured simple/active batch/body place only where stated by article context
2f1c5e56e8f0ff459065	aiin|chaiin|daiin|taiin	9	f10r|f11r|f55v|f56r	in the stated or usual measure	MEASURE_REFERENCE	0.65	V16-V18 recurrent deck	RECURRENT	pictured simple/active batch/body place only where stated by article context
308e8ea2d5d190c498e8	okal	1	f55v	mix the two measured portions together	PREPARATION	0.58	V17/V18 recurrent deck	SINGLETON	pictured simple/active batch/body place only where stated by article context
322281bd391aa621f568	okchol	1	f11r	lay it on while warm	APPLICATION_CONDITION	0.48	f11r short formula	SINGLETON	pictured simple/active batch/body place only where stated by article context
403c1592f918c8f23b88	ykain	1	f55v	boil the cut leaf gently	PREPARATION	0.49	f55v preparation record	SINGLETON	pictured simple/active batch/body place only where stated by article context
409de02322e7b2ca0c62	kaiiin	1	f10r	it has a bitter taste	QUALITY	0.45	f10r quality clause	SINGLETON	pictured simple/active batch/body place only where stated by article context
428a5e3662aa57b4b256	schoal	1	f11r	where it grows in shaded woodland	HABITAT	0.42	f11r compact mat habit	SINGLETON	pictured simple/active batch/body place only where stated by article context
497cbd9c7401810ff56b	otol	1	f10r	one handful	MEASURE	0.52	f10r measured liquid recipe	SINGLETON	pictured simple/active batch/body place only where stated by article context
4d4559019a961b834aa1	char|dar	2	f10r	from the same prepared batch	REFERENCE	0.66	V18 recurrent deck	RECURRENT	pictured simple/active batch/body place only where stated by article context
577c03a928d674d420d7	shoyty	1	f11r	the genuine plant bears small blue flowers	IDENTIFICATION_FEATURE	0.37	visible f11r flowers after closed recipe	SINGLETON	pictured simple/active batch/body place only where stated by article context
61a075bc54793c1c781f	sotodan	1	f56r	use it immediately while fresh	APPLICATION_CONDITION	0.48	f56r preparation closure	SINGLETON	pictured simple/active batch/body place only where stated by article context
62ff059766b21c7de083	otytchol	1	f10r	drink it for pain of the stomach	INDICATION_APPLICATION	0.41	article syntax+V18	SINGLETON	pictured simple/active batch/body place only where stated by article context
65f320e75510b2f38182	dchey	1	f10r	the pictured twin-tubered blue-flowered simple	ARTICLE_HEAD	0.34	picture+article opening	SINGLETON	pictured simple/active batch/body place only where stated by article context
6afeb5c9ab9f6cbdea0d	orain	1	f55v	use that portion while fresh	APPLICATION	0.49	f55v article closure	SINGLETON	pictured simple/active batch/body place only where stated by article context
6f7ff8287eddf4da9fdb	chedy	1	f55v	stir until evenly mixed	PREPARATION	0.56	V17/V18 recurrent deck	SINGLETON	pictured simple/active batch/body place only where stated by article context
7249edc4df3419c26999	ycheor	1	f10r	it grows beside running water	HABITAT	0.39	f10r article transition; water allowed	SINGLETON	pictured simple/active batch/body place only where stated by article context
75a523fcf039b006f97b	kchal	1	f56r	keep the dried medicine in shade	PRESERVATION	0.37	f56r use/preparation continuation	SINGLETON	pictured simple/active batch/body place only where stated by article context
7a4bb8136330ee4e6e56	chor|or|shor	5	f10r|f55v	the prepared decoction or working liquid	PREPARATION_ENTITY	0.62	V17/V18 recurrent deck	RECURRENT	pictured simple/active batch/body place only where stated by article context
807591efc3d3f7ddbfab	cheoar	1	f55v	add white wine	MEDIUM	0.49	f55v second preparation	SINGLETON	pictured simple/active batch/body place only where stated by article context
80ebbbbf238eee9f0aef	chty	1	f10r	pound and stir until evenly joined	PREPARATION	0.43	f10r operation chain	SINGLETON	pictured simple/active batch/body place only where stated by article context
834825c61d048a6b5628	chodaiin	1	f10r	preserve this portion in oil	PRESERVATION	0.49	f10r article closure	SINGLETON	pictured simple/active batch/body place only where stated by article context
893c570f3fa3fce99711	kchol	1	f56r	white wine	MEDIUM	0.51	f56r preparation clause	SINGLETON	pictured simple/active batch/body place only where stated by article context
953ad19b79517fc8a211	tshol	1	f11r	gather the mat-forming simple in spring	GATHERING_TIME	0.40	visible f11r plant+opening	SINGLETON	pictured simple/active batch/body place only where stated by article context
95987d6f198d6d247511	cheeckhody	1	f56r	bind it in place overnight; close	APPLICATION_CLOSE	0.39	Herbal-local correction of outlet gloss	SINGLETON	pictured simple/active batch/body place only where stated by article context
97cc9ac109148723c472	ody	1	f55v	steep until clear; close the first preparation	STATE_GATE_CLOSE	0.48	f55v first subrecord	SINGLETON	pictured simple/active batch/body place only where stated by article context
9ad66e67803a12e745de	chokchy|okchy|qokchy	3	f10r|f56r	use the freshly prepared remedy	APPLICATION	0.59	V17/V18 recurrent deck	RECURRENT	pictured simple/active batch/body place only where stated by article context
9bb7122b386ebbc6138f	keol	1	f56r	of the pale flower heads	PLANT_PART	0.40	visible f56r flower heads	SINGLETON	pictured simple/active batch/body place only where stated by article context
a48efd6c4491a046ba78	qotchy	1	f11r	take the fresh leafy part	PLANT_PART	0.38	f11r second short formula	SINGLETON	pictured simple/active batch/body place only where stated by article context
a6939862e33ece5a0483	etyd	1	f10r	retain the remainder of the root	PRESERVATION	0.38	f10r article closure	SINGLETON	pictured simple/active batch/body place only where stated by article context
a8af08e69edab8e54f15	shfydaiin	1	f11r	strain the infusion first through coarse cloth	PREPARATION	0.43	ordered double-straining chain	SINGLETON	pictured simple/active batch/body place only where stated by article context
ad3581d3144f69a5912d	sh	1	f56r	for the seed preparation	PLANT_PART_ENTRY	0.38	f56r next-part construction	SINGLETON	pictured simple/active batch/body place only where stated by article context
af816c04e65874a0f2fa	qoctholy	1	f10r	boil it gently	PREPARATION	0.52	f10r liquid chain	SINGLETON	pictured simple/active batch/body place only where stated by article context
b2812c8283c3a62438bd	kchy	1	f11r	use it against a swollen place	INDICATION_APPLICATION	0.44	f11r measured-use clause	SINGLETON	pictured simple/active batch/body place only where stated by article context
b5df9126607030b95175	shey	1	f11r	continue until the liquid runs clear	STATE_GATE	0.50	f11r ordered filtering chain	SINGLETON	pictured simple/active batch/body place only where stated by article context
b5fcea1eaed06b2f2291	qokaiin	1	f55v	take up the next portion or instruction	RECORD_ENTRY	0.63	V16-V18 recurrent deck	SINGLETON	pictured simple/active batch/body place only where stated by article context
b74e9e65637b7c8538dd	kchey	1	f56r	the leaves after cutting	PLANT_PART	0.38	followed by drying	SINGLETON	pictured simple/active batch/body place only where stated by article context
