card_rank	family	surface	card_type	composition	working_meaning_de	applied_render_de	strongest_rival_de	confidence	action_license	page	locus	section	language	hand	ordinal	token_count	line_position	left_surface	right_surface	context_decision	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	all_three_present	all_present_exact	zl3b_line	context_before_de	context_after_de	literal_after_de	review_note
1	ANAPHORIC_DRY_DOSE_III_COMMAND	ychedaiin	PRODUCTIVE_COMMAND_COMPOUND	Y_REFERENCE+CHEDAIIN_DRY_DOSE_III	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	drei Dosen hiervon, bis Mitte getrocknet	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f104v	f104v.2	S	B	3	1	10	INITIAL	BOS	qoteed	IT2A_EXACT_RETAIN	EXACT	ychedaiin	ONE	aiin	IT2A_ONLY_EXACT	1	0	ychedaiin qoteed chockhy otaiin ydaiin qokamdy otarar alched otair oram	⟦ychedaiin:?⟧ · ⟦qoteed:?⟧ · Arzneikompositum im Trockenansatz am Gradanfang · kalt im Zubereitungsrahmen, Grad III · davon drei Maße · ⟦qokamdy:?⟧ · ⟦otarar:?⟧ · Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen · zweite kalte Drogenfraktion im Ansatz · ⟦oram:?⟧.	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen · ⟦qoteed:?⟧ · Arzneikompositum im Trockenansatz am Gradanfang · kalt im Zubereitungsrahmen, Grad III · davon drei Maße · ⟦qokamdy:?⟧ · ⟦otarar:?⟧ · Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen · zweite kalte Drogenfraktion im Ansatz · ⟦oram:?⟧.	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen | [qoteed:?] | Arzneikompositum im Trockenansatz am Gradanfang | kalt im Zubereitungsrahmen, Grad III | davon drei Maße | [qokamdy:?] | [otarar:?] | Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen | zweite kalte Drogenfraktion im Ansatz | [oram:?]	IT2a preserves ychedaiin; the RF1b boundary or spelling rival does not overturn its concrete family core.
1	ANAPHORIC_DRY_DOSE_III_COMMAND	ychedaiin	PRODUCTIVE_COMMAND_COMPOUND	Y_REFERENCE+CHEDAIIN_DRY_DOSE_III	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	drei Dosen hiervon, bis Mitte getrocknet	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f108r	f108r.4	S	B	3	1	6	INITIAL	BOS	shky	HOLD_SAME_CARD	EXACT	ychedaiin	EXACT	ychedaiin	BOTH_EXACT	1	0	ychedaiin shky chdy oteeody chedor sheeky	⟦ychedaiin:?⟧ · ⟦shky:?⟧ · trocken am Anfang des Grades, abgeschlossen · ⟦oteeody:?⟧ · ⟦chedor:?⟧ · vollständig einweichen, erhitzen und abschließen.	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen · ⟦shky:?⟧ · trocken am Anfang des Grades, abgeschlossen · ⟦oteeody:?⟧ · ⟦chedor:?⟧ · vollständig einweichen, erhitzen und abschließen.	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen | [shky:?] | trocken am Anfang des Grades, abgeschlossen | [oteeody:?] | [chedor:?] | vollständig einweichen, erhitzen und abschließen	Both contexts retain the three-dose dry core; RF1b locally exposes yche plus aiin without changing it.
2	COMPLETE_COOL_DRAW_COMMAND	qoteed	PRODUCTIVE_COMMAND_COMPOUND	Q_COMMAND+O_PREP+T_COLD+EE_END+D_TERM_CLOSE	Ansatz vollständig abkühlen und abziehen	Ansatz vollständig abkühlen und abziehen	vollständig abgekühlten und abgezogenen Ansatz nehmen	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f104v	f104v.2	S	B	3	2	10	MEDIAL	ychedaiin	chockhy	IT2A_EXACT_RETAIN	EXACT	qoteed	ONE	qotee	IT2A_ONLY_EXACT	1	0	ychedaiin qoteed chockhy otaiin ydaiin qokamdy otarar alched otair oram	⟦ychedaiin:?⟧ · ⟦qoteed:?⟧ · Arzneikompositum im Trockenansatz am Gradanfang · kalt im Zubereitungsrahmen, Grad III · davon drei Maße · ⟦qokamdy:?⟧ · ⟦otarar:?⟧ · Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen · zweite kalte Drogenfraktion im Ansatz · ⟦oram:?⟧.	⟦ychedaiin:?⟧ · Ansatz vollständig abkühlen und abziehen · Arzneikompositum im Trockenansatz am Gradanfang · kalt im Zubereitungsrahmen, Grad III · davon drei Maße · ⟦qokamdy:?⟧ · ⟦otarar:?⟧ · Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen · zweite kalte Drogenfraktion im Ansatz · ⟦oram:?⟧.	[ychedaiin:?] | Ansatz vollständig abkühlen und abziehen | Arzneikompositum im Trockenansatz am Gradanfang | kalt im Zubereitungsrahmen, Grad III | davon drei Maße | [qokamdy:?] | [otarar:?] | Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen | zweite kalte Drogenfraktion im Ansatz | [oram:?]	IT2a preserves qoteed; the RF1b boundary or spelling rival does not overturn its concrete family core.
2	COMPLETE_COOL_DRAW_COMMAND	qoteed	PRODUCTIVE_COMMAND_COMPOUND	Q_COMMAND+O_PREP+T_COLD+EE_END+D_TERM_CLOSE	Ansatz vollständig abkühlen und abziehen	Ansatz vollständig abkühlen und abziehen	vollständig abgekühlten und abgezogenen Ansatz nehmen	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f76v	f76v.5	B	B	2	5	11	MEDIAL	chcthedy	y	HOLD_SAME_CARD	EXACT	qoteed	EXACT	qoteed	BOTH_EXACT	1	0	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg	Samen-/Saatgutposten · kalt im Zubereitungsrahmen, Grad II · heiß im Zubereitungsrahmen, Grad II · Krautdroge bis zur mittleren Stufe trocknen und abschließen · ⟦qoteed:?⟧ · ; hierzu: · heiß in der Mitte des Grades, abgeschlossen · heißer Ansatz in der Mitte des Grades, abgeschlossen · trocken in der Mitte des Grades, abgeschlossen · kalter Ansatz in der Mitte des Grades, abgeschlossen · ⟦teyteg:?⟧.	Samen-/Saatgutposten · kalt im Zubereitungsrahmen, Grad II · heiß im Zubereitungsrahmen, Grad II · Krautdroge bis zur mittleren Stufe trocknen und abschließen · Ansatz vollständig abkühlen und abziehen · ; hierzu: · heiß in der Mitte des Grades, abgeschlossen · heißer Ansatz in der Mitte des Grades, abgeschlossen · trocken in der Mitte des Grades, abgeschlossen · kalter Ansatz in der Mitte des Grades, abgeschlossen · ⟦teyteg:?⟧.	Samen-/Saatgutposten | kalt im Zubereitungsrahmen, Grad II | heiß im Zubereitungsrahmen, Grad II | Krautdroge bis zur mittleren Stufe trocknen und abschließen | Ansatz vollständig abkühlen und abziehen | ; hierzu: | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | [teyteg:?]	The second occurrence and IT2a preserve the whole; source RF1b qotee weakens only the terminal draw marker.
3	HEAT_ONE_MEASURE_FINISH_COMMAND	qokamdy	LEARNED_ACTION_COMPOUND	QOKAM_TAKE_HEAT_ONE_MEASURE+DY_FINISHED	ein Maß nehmen, erhitzen und fertigstellen	ein Maß nehmen, erhitzen und fertigstellen	ein Maß nehmen und nur leicht erhitzen at RF1b qokam y	STRONG_PRACTICAL_OR_COMPOSITIONAL	1	f104v	f104v.2	S	B	3	6	10	MEDIAL	ydaiin	otarar	IT2A_EXACT_RETAIN	EXACT	qokamdy	ONE	y	IT2A_ONLY_EXACT	1	0	ychedaiin qoteed chockhy otaiin ydaiin qokamdy otarar alched otair oram	⟦ychedaiin:?⟧ · ⟦qoteed:?⟧ · Arzneikompositum im Trockenansatz am Gradanfang · kalt im Zubereitungsrahmen, Grad III · davon drei Maße · ⟦qokamdy:?⟧ · ⟦otarar:?⟧ · Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen · zweite kalte Drogenfraktion im Ansatz · ⟦oram:?⟧.	⟦ychedaiin:?⟧ · ⟦qoteed:?⟧ · Arzneikompositum im Trockenansatz am Gradanfang · kalt im Zubereitungsrahmen, Grad III · davon drei Maße · ein Maß nehmen, erhitzen und fertigstellen · ⟦otarar:?⟧ · Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen · zweite kalte Drogenfraktion im Ansatz · ⟦oram:?⟧.	[ychedaiin:?] | [qoteed:?] | Arzneikompositum im Trockenansatz am Gradanfang | kalt im Zubereitungsrahmen, Grad III | davon drei Maße | ein Maß nehmen, erhitzen und fertigstellen | [otarar:?] | Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen | zweite kalte Drogenfraktion im Ansatz | [oram:?]	IT2a preserves qokamdy; the RF1b boundary or spelling rival does not overturn its concrete family core.
4	COLD_FRACTION_I_SUBFRACTION_I	otarar	READER_SPLIT_QUANTITY	OTAR_COLD_PREP_FRACTION_I+AR_FRACTION_I	erste Unterfraktion der kalten Ansatzfraktion I	erste Unterfraktion der kalten Ansatzfraktion I	kalte Ansatzfraktion I gefolgt von separater Fraktion I	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f104v	f104v.2	S	B	3	7	10	MEDIAL	qokamdy	alched	IT2A_EXACT_RETAIN	EXACT	otarar	SPLIT_2	otarar	IT2A_ONLY_EXACT	1	0	ychedaiin qoteed chockhy otaiin ydaiin qokamdy otarar alched otair oram	⟦ychedaiin:?⟧ · ⟦qoteed:?⟧ · Arzneikompositum im Trockenansatz am Gradanfang · kalt im Zubereitungsrahmen, Grad III · davon drei Maße · ⟦qokamdy:?⟧ · ⟦otarar:?⟧ · Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen · zweite kalte Drogenfraktion im Ansatz · ⟦oram:?⟧.	⟦ychedaiin:?⟧ · ⟦qoteed:?⟧ · Arzneikompositum im Trockenansatz am Gradanfang · kalt im Zubereitungsrahmen, Grad III · davon drei Maße · ⟦qokamdy:?⟧ · erste Unterfraktion der kalten Ansatzfraktion I · Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen · zweite kalte Drogenfraktion im Ansatz · ⟦oram:?⟧.	[ychedaiin:?] | [qoteed:?] | Arzneikompositum im Trockenansatz am Gradanfang | kalt im Zubereitungsrahmen, Grad III | davon drei Maße | [qokamdy:?] | erste Unterfraktion der kalten Ansatzfraktion I | Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen | zweite kalte Drogenfraktion im Ansatz | [oram:?]	IT2a preserves otarar; the RF1b boundary or spelling rival does not overturn its concrete family core.
4	COLD_FRACTION_I_SUBFRACTION_I	otarar	READER_SPLIT_QUANTITY	OTAR_COLD_PREP_FRACTION_I+AR_FRACTION_I	erste Unterfraktion der kalten Ansatzfraktion I	erste Unterfraktion der kalten Ansatzfraktion I	kalte Ansatzfraktion I gefolgt von separater Fraktion I	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f108r	f108r.39	S	B	3	7	12	MEDIAL	otedy	yty	HOLD_SAME_CARD	EXACT	otarar	EXACT	otarar	BOTH_EXACT	1	0	poro l tedo lchdain qokar otedy otarar yty sho qotedy oteedy okedy	⟦poro:?⟧ · Grundstoff des vorstehenden Ansatzes · ⟦tedo:?⟧ · ⟦lchdain:?⟧ · heiße Drogenfraktion I · kalter Ansatz in der Mitte des Grades, abgeschlossen · ⟦otarar:?⟧ · kühle hiervon leicht ab · feuchter Ansatz · kalt in der Mitte des Grades, abgeschlossen · kalter Ansatz am Ende des Grades, abgeschlossen · heißer Ansatz in der Mitte des Grades, abgeschlossen.	⟦poro:?⟧ · Grundstoff des vorstehenden Ansatzes · ⟦tedo:?⟧ · ⟦lchdain:?⟧ · heiße Drogenfraktion I · kalter Ansatz in der Mitte des Grades, abgeschlossen · erste Unterfraktion der kalten Ansatzfraktion I · kühle hiervon leicht ab · feuchter Ansatz · kalt in der Mitte des Grades, abgeschlossen · kalter Ansatz am Ende des Grades, abgeschlossen · heißer Ansatz in der Mitte des Grades, abgeschlossen.	[poro:?] | Grundstoff des vorstehenden Ansatzes | [tedo:?] | [lchdain:?] | heiße Drogenfraktion I | kalter Ansatz in der Mitte des Grades, abgeschlossen | erste Unterfraktion der kalten Ansatzfraktion I | kühle hiervon leicht ab | feuchter Ansatz | kalt in der Mitte des Grades, abgeschlossen | kalter Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen	All four contexts are fraction registers and preserve OTAR plus the trailing AR value.
4	COLD_FRACTION_I_SUBFRACTION_I	otarar	READER_SPLIT_QUANTITY	OTAR_COLD_PREP_FRACTION_I+AR_FRACTION_I	erste Unterfraktion der kalten Ansatzfraktion I	erste Unterfraktion der kalten Ansatzfraktion I	kalte Ansatzfraktion I gefolgt von separater Fraktion I	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f116r	f116r.16	S	B	3	11	12	MEDIAL	otar	opam	HOLD_SAME_CARD	EXACT	otarar	EXACT	otarar	BOTH_EXACT	1	0	dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam	abgemessene Fraktion I · trocken in der Mitte des Grades, abgeschlossen · feucht am Ende des Grades, abgeschlossen · Rohstoffklasse I im Ansatz, kalt am Gradanfang · Rohstoffklasse I · getrocknetes Drogenholz · feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut · kalt in der Mitte des Grades · Grad-/Maßwert II · kalte Drogenfraktion I im Ansatz · ⟦otarar:?⟧ · ⟦opam:?⟧.	abgemessene Fraktion I · trocken in der Mitte des Grades, abgeschlossen · feucht am Ende des Grades, abgeschlossen · Rohstoffklasse I im Ansatz, kalt am Gradanfang · Rohstoffklasse I · getrocknetes Drogenholz · feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut · kalt in der Mitte des Grades · Grad-/Maßwert II · kalte Drogenfraktion I im Ansatz · erste Unterfraktion der kalten Ansatzfraktion I · ⟦opam:?⟧.	abgemessene Fraktion I | trocken in der Mitte des Grades, abgeschlossen | feucht am Ende des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, kalt am Gradanfang | Rohstoffklasse I | getrocknetes Drogenholz | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kalt in der Mitte des Grades | Grad-/Maßwert II | kalte Drogenfraktion I im Ansatz | erste Unterfraktion der kalten Ansatzfraktion I | [opam:?]	All four contexts are fraction registers and preserve OTAR plus the trailing AR value.
4	COLD_FRACTION_I_SUBFRACTION_I	otarar	READER_SPLIT_QUANTITY	OTAR_COLD_PREP_FRACTION_I+AR_FRACTION_I	erste Unterfraktion der kalten Ansatzfraktion I	erste Unterfraktion der kalten Ansatzfraktion I	kalte Ansatzfraktion I gefolgt von separater Fraktion I	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f85r1	f85r1.34	T	B	2	10	10	FINAL	shty	EOS	HOLD_SAME_CARD	EXACT	otarar	EXACT	otarar	BOTH_EXACT	1	0	ysheedy ksheey qokor or chod lkchedy qotody qokar shty otarar	⟦ysheedy:?⟧ · heiß und feucht am Ende des Grades · heiße Drogenportion · Drogenportion · Trockenansatz abschließen · Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen · ⟦qotody:?⟧ · heiße Drogenfraktion I · ⟦shty:?⟧ · ⟦otarar:?⟧.	⟦ysheedy:?⟧ · heiß und feucht am Ende des Grades · heiße Drogenportion · Drogenportion · Trockenansatz abschließen · Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen · ⟦qotody:?⟧ · heiße Drogenfraktion I · ⟦shty:?⟧ · erste Unterfraktion der kalten Ansatzfraktion I.	[ysheedy:?] | heiß und feucht am Ende des Grades | heiße Drogenportion | Drogenportion | Trockenansatz abschließen | Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen | [qotody:?] | heiße Drogenfraktion I | [shty:?] | erste Unterfraktion der kalten Ansatzfraktion I	All four contexts are fraction registers and preserve OTAR plus the trailing AR value.
5	PREPARATION_MEASURE_PORTION	oram	PRODUCTIVE_MEASURE_COMPOUND	OR_PORTION+AM_UNIT_I	eine Maßportion Ansatz	eine Maßportion Ansatz	ein Maß Wurzelansatz under O_PREP+R_ROOT+AM	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f104v	f104v.2	S	B	3	10	10	FINAL	otair	EOS	HOLD_SAME_CARD	EXACT	oram	EXACT	oram	BOTH_EXACT	1	0	ychedaiin qoteed chockhy otaiin ydaiin qokamdy otarar alched otair oram	⟦ychedaiin:?⟧ · ⟦qoteed:?⟧ · Arzneikompositum im Trockenansatz am Gradanfang · kalt im Zubereitungsrahmen, Grad III · davon drei Maße · ⟦qokamdy:?⟧ · ⟦otarar:?⟧ · Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen · zweite kalte Drogenfraktion im Ansatz · ⟦oram:?⟧.	⟦ychedaiin:?⟧ · ⟦qoteed:?⟧ · Arzneikompositum im Trockenansatz am Gradanfang · kalt im Zubereitungsrahmen, Grad III · davon drei Maße · ⟦qokamdy:?⟧ · ⟦otarar:?⟧ · Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen · zweite kalte Drogenfraktion im Ansatz · eine Maßportion Ansatz.	[ychedaiin:?] | [qoteed:?] | Arzneikompositum im Trockenansatz am Gradanfang | kalt im Zubereitungsrahmen, Grad III | davon drei Maße | [qokamdy:?] | [otarar:?] | Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen | zweite kalte Drogenfraktion im Ansatz | eine Maßportion Ansatz	Eight mostly final or singleton quantity positions favour a measured portion over a root-material parse.
