held_collection	query_record	model	candidate_count	first_correct_rank	top1_correct	top5_correct	reciprocal_rank_100	top_candidate_record	concept_title_or_source_form_exported
b4	b4.1	SIZE_ONLY	852	5	0	1	0.200000000	bs1.208	NO
b4	b4.1	ORDER_ONLY	852	1	1	1	1.000000000	w1.1	NO
b4	b4.1	UNORDERED_INCIDENCE	852	1	1	1	1.000000000	w1.1	NO
b4	b4.1	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.1	NO
b4	b4.1	ANON_ENTITY_FLOW	852	1	1	1	1.000000000	w1.1	NO
b4	b4.1	GLOBAL_CONCEPT_ID_CEILING	852	1	1	1	1.000000000	w1.1	NO
b4	b4.10	SIZE_ONLY	852	4	0	1	0.250000000	bs1.135	NO
b4	b4.10	ORDER_ONLY	852	1	1	1	1.000000000	w1.10	NO
b4	b4.10	UNORDERED_INCIDENCE	852	2	0	1	0.500000000	w1.36	NO
b4	b4.10	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.10	NO
b4	b4.10	ANON_ENTITY_FLOW	852	1	1	1	1.000000000	w1.10	NO
b4	b4.10	GLOBAL_CONCEPT_ID_CEILING	852	1	1	1	1.000000000	w1.10	NO
b4	b4.100	SIZE_ONLY	852	111	0	0	0.000000000	b6.32	NO
b4	b4.100	ORDER_ONLY	852	54	0	0	0.018518519	w1.232	NO
b4	b4.100	UNORDERED_INCIDENCE	852	3	0	1	0.333333333	w1.66	NO
b4	b4.100	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.103	NO
b4	b4.100	ANON_ENTITY_FLOW	852	49	0	0	0.020408163	bs1.221	NO
b4	b4.100	GLOBAL_CONCEPT_ID_CEILING	852	1	1	1	1.000000000	w1.103	NO
b4	b4.101	SIZE_ONLY	852	1	1	1	1.000000000	w1.104	NO
b4	b4.101	ORDER_ONLY	852	1	1	1	1.000000000	w1.104	NO
b4	b4.101	UNORDERED_INCIDENCE	852	1	1	1	1.000000000	w1.104	NO
b4	b4.101	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.104	NO
b4	b4.101	ANON_ENTITY_FLOW	852	1	1	1	1.000000000	w1.104	NO
b4	b4.101	GLOBAL_CONCEPT_ID_CEILING	852	1	1	1	1.000000000	w1.104	NO
b4	b4.102	SIZE_ONLY	852	18	0	0	0.055555556	b6.21	NO
b4	b4.102	ORDER_ONLY	852	4	0	1	0.250000000	bs1.229	NO
b4	b4.102	UNORDERED_INCIDENCE	852	3	0	1	0.333333333	w1.205	NO
b4	b4.102	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.105	NO
b4	b4.102	ANON_ENTITY_FLOW	852	1	1	1	1.000000000	w1.105	NO
b4	b4.102	GLOBAL_CONCEPT_ID_CEILING	852	1	1	1	1.000000000	w1.105	NO
b4	b4.103	SIZE_ONLY	852	34	0	0	0.029411765	gr1.32	NO
b4	b4.103	ORDER_ONLY	852	65	0	0	0.015384615	w1.255	NO
b4	b4.103	UNORDERED_INCIDENCE	852	51	0	0	0.019607843	gr1.56	NO
b4	b4.103	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.106	NO
b4	b4.103	ANON_ENTITY_FLOW	852	33	0	0	0.030303030	w1.255	NO
b4	b4.103	GLOBAL_CONCEPT_ID_CEILING	852	1	1	1	1.000000000	w1.106	NO
b4	b4.104	SIZE_ONLY	852	175	0	0	0.000000000	bs1.120	NO
b4	b4.104	ORDER_ONLY	852	87	0	0	0.011494253	b6.32	NO
b4	b4.104	UNORDERED_INCIDENCE	852	93	0	0	0.010752688	w1.66	NO
b4	b4.104	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.108	NO
b4	b4.104	ANON_ENTITY_FLOW	852	39	0	0	0.025641026	w1.168	NO
b4	b4.104	GLOBAL_CONCEPT_ID_CEILING	852	1	1	1	1.000000000	w1.108	NO
b4	b4.105	SIZE_ONLY	852	43	0	0	0.023255814	w1.106	NO
b4	b4.105	ORDER_ONLY	852	26	0	0	0.038461538	w1.5	NO
b4	b4.105	UNORDERED_INCIDENCE	852	23	0	0	0.043478261	gr1.122	NO
b4	b4.105	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.109	NO
b4	b4.105	ANON_ENTITY_FLOW	852	15	0	0	0.066666667	w1.5	NO
b4	b4.105	GLOBAL_CONCEPT_ID_CEILING	852	1	1	1	1.000000000	w1.109	NO
b4	b4.106	SIZE_ONLY	852	8	0	0	0.125000000	bs1.126	NO
b4	b4.106	ORDER_ONLY	852	1	1	1	1.000000000	w1.110	NO
b4	b4.106	UNORDERED_INCIDENCE	852	1	1	1	1.000000000	w1.110	NO
b4	b4.106	RAW_OPAQUE_WORD_IDENTITY	852	1	1	1	1.000000000	w1.110	NO
