world	entity_flow_mrr_gain_over_best_control
0	-0.014862063
1	-0.007757903
2	-0.015964261
3	-0.015993340
4	-0.016050878
5	-0.010834708
6	-0.016702033
7	-0.014279329
8	-0.020313552
9	-0.023737495
10	-0.015132383
11	-0.009441410
12	-0.021932385
13	-0.011554220
14	-0.018437049
15	-0.018841316
16	-0.014617519
17	-0.012802394
18	-0.025581027
19	-0.022034595
20	-0.013225610
21	-0.008877483
22	-0.014975584
23	-0.018860898
24	-0.022394102
25	-0.010876231
26	-0.006212755
27	-0.018472651
28	-0.017377552
29	-0.016594657
30	-0.018797689
31	-0.017376269
32	-0.017816187
33	-0.021517127
34	-0.013936988
35	-0.016110709
36	-0.008725276
37	-0.015524418
38	-0.013739576
39	-0.020536047
40	-0.013299725
41	-0.018216671
42	-0.014460601
43	-0.022909389
44	-0.014993482
45	-0.012455460
46	-0.016215646
47	-0.012356399
48	-0.013763736
49	-0.014890304
50	-0.012507953
51	-0.020826759
52	-0.003269105
53	-0.013327101
54	-0.016540799
55	-0.011939799
56	-0.018587660
57	-0.011414781
58	-0.006262792
59	0.003102094
60	-0.011863199
61	-0.015264120
62	-0.016293491
63	-0.012077881
64	-0.020735871
65	-0.024884409
66	-0.016000587
67	-0.022101433
68	-0.020901169
69	-0.013926080
70	-0.016670500
71	-0.017838615
72	-0.014109221
73	-0.008912455
74	-0.022716254
75	-0.025769529
76	-0.015364615
77	-0.017333350
78	-0.011163134
79	-0.018814003
80	-0.014451316
81	-0.007635971
82	-0.020483294
83	-0.021711915
84	-0.009810095
85	-0.012588464
86	-0.016245712
87	-0.010412829
88	-0.014216290
89	-0.017324016
90	-0.025167753
91	-0.015502723
92	-0.023121472
93	-0.013440483
94	-0.012915183
95	-0.018170203
96	-0.013805834
97	-0.015605355
98	-0.014688499
99	-0.020203851
100	-0.022895796
101	-0.013618402
102	-0.014811427
103	-0.012602842
104	-0.016678901
105	-0.008992448
106	-0.019417737
107	-0.027559438
108	-0.013465362
109	-0.018415018
110	-0.007767192
111	-0.007681465
112	-0.013241402
113	-0.013553257
114	-0.021931241
115	-0.015146561
116	-0.012228997
117	-0.014699988
118	-0.024802340
119	-0.015474566
120	-0.024080942
121	-0.022641317
122	-0.022191373
123	-0.016109275
124	-0.024183872
125	-0.016278932
126	-0.024399311
127	-0.019837270
128	-0.012569872
129	-0.019350622
130	-0.018986486
131	-0.024776771
132	-0.012189773
133	-0.018846470
134	-0.025673061
135	-0.015518973
136	-0.024795530
137	-0.016798304
138	-0.012923283
139	-0.015797077
140	-0.012805731
141	-0.015562901
142	-0.006818397
143	-0.018617555
144	-0.019074237
145	-0.022665686
146	-0.007784799
147	-0.020637646
148	-0.010359357
149	-0.024067863
150	-0.018063639
151	-0.023808820
152	-0.018796610
153	-0.011273879
154	-0.012237450
155	-0.021931599
156	-0.012897800
157	-0.012474852
158	-0.018937163
159	-0.023840500
160	-0.019627660
161	-0.014227417
162	-0.019993193
163	-0.012656067
164	-0.017251523
165	-0.017830263
166	-0.021308292
167	-0.014534914
168	-0.017447692
169	-0.006982754
170	-0.010991074
171	-0.025580855
172	-0.019621872
173	-0.011945959
174	-0.015446048
175	-0.020673657
176	-0.018162633
177	-0.014390252
178	-0.007807510
179	-0.025065427
180	-0.004766592
181	-0.015885883
182	-0.006759280
183	-0.010628381
184	-0.023482068
185	-0.008314675
186	-0.021395706
187	-0.022185817
188	-0.017299937
189	-0.014749312
190	-0.020421386
191	-0.022799551
192	-0.019588318
193	-0.014256976
194	-0.009702803
195	-0.010985245
196	-0.013855524
197	-0.012726886
198	-0.002069694
199	-0.013632116
200	-0.022453863
201	-0.015074094
202	-0.018710600
203	-0.013710772
204	-0.011622657
205	-0.023689370
206	-0.012964270
207	-0.014700427
208	-0.008856489
209	-0.019334356
210	-0.012840219
211	-0.011735442
212	-0.015280188
213	-0.009451611
214	-0.013322315
215	-0.014327156
216	-0.010373383
217	-0.023997021
218	-0.020086048
219	-0.016812237
220	-0.015176682
221	-0.013486860
222	-0.013309651
223	-0.014848265
224	-0.026580216
225	-0.017585449
226	-0.008933333
227	-0.012491920
228	-0.025440215
229	-0.014717639
230	-0.030665548
231	-0.016259270
232	-0.020598434
233	-0.019680398
234	-0.007492059
235	-0.018526273
236	-0.019707783
237	-0.021023562
238	-0.016020026
239	-0.019589904
240	-0.019594381
241	-0.023135269
242	-0.023681518
243	-0.016051637
244	-0.020755413
245	-0.012873881
246	-0.010736839
247	-0.016669243
248	-0.012227691
249	-0.012334076
250	-0.007309866
251	-0.016392879
252	-0.021494576
253	-0.005979124
254	-0.021523054
255	-0.008003947
256	-0.023791950
257	-0.016250006
258	-0.019866764
259	-0.016796927
260	-0.015893521
261	-0.013697970
262	-0.015733430
263	-0.013758489
264	-0.018273745
265	-0.020191547
266	-0.012688675
267	-0.014395063
268	-0.022498546
269	-0.014273220
270	-0.020946958
271	-0.020352916
272	-0.017996114
273	-0.029179846
274	-0.001487244
275	-0.008693550
276	-0.019841302
277	-0.021538169
278	-0.013208268
279	-0.018326120
280	-0.016371423
281	-0.009367595
282	-0.020717508
283	-0.019571363
284	-0.018438094
285	-0.015206942
286	-0.005886996
287	-0.014640192
288	-0.014029446
289	-0.022277371
290	-0.019570504
291	-0.008431287
292	-0.014767295
293	-0.016796291
294	-0.013801829
295	-0.021120506
296	-0.016414107
297	-0.016797845
298	-0.009973242
299	-0.011810658
300	-0.020005662
301	-0.013348689
302	-0.010291429
303	-0.007179936
304	-0.013373322
305	-0.018912943
306	-0.009991876
307	-0.018528432
308	-0.022237220
309	-0.009827750
310	-0.021409371
311	-0.014334024
312	-0.019805340
313	-0.017801166
314	-0.011434200
315	-0.022191924
316	-0.023705639
317	-0.009218412
318	-0.013913623
319	-0.007999747
320	-0.010225280
321	-0.006652095
322	-0.021376681
323	-0.014263237
324	-0.014109011
325	-0.024198855
326	-0.021286889
327	-0.014332620
328	-0.015055172
329	-0.018511603
330	-0.014689363
331	-0.012332903
332	-0.020589297
333	-0.029970068
334	-0.012963077
335	-0.024900090
336	-0.019296051
337	-0.013922376
338	-0.020553406
339	-0.016965125
340	-0.016164729
341	-0.019235189
342	-0.005115355
343	-0.016098569
344	-0.019989656
345	-0.014172186
346	-0.007807216
347	-0.029646919
348	-0.014514974
349	-0.013759405
350	-0.022897210
351	-0.012763155
352	-0.015334442
353	-0.018942483
354	-0.006997348
355	-0.005584751
356	-0.010009533
357	-0.013056009
358	-0.017120349
359	-0.025148311
360	-0.017733837
361	-0.013300602
362	-0.020102336
363	-0.013826787
364	-0.015991904
365	-0.016405751
366	-0.014618117
367	-0.012402895
368	-0.009313866
369	-0.019014168
370	-0.017868496
371	-0.015624206
372	-0.017905031
373	-0.015501773
