h1_occurrence_id	surface	body	registry_source	record_role	body_role_de	page	physical_folio	locus	section	language	hand	ordinal	line_token_count	line_position	paragraph_start_line	paragraph_end_line	remaining_tokens_right	h1_count_on_line	h1_surfaces_on_line	previous_h1_distance	next_h1_distance	after_sho_or_sheo	after_any_moist_state	after_any_dry_state	right3_any_substantive_field	right3_any_quality	right3_any_scalar	right3_any_content	right3_any_h_head	right3_any_process_pass	right3_any_close	plusminus3_any_process_pass_close	gapped_x_daiin	written_line_eva	component_export_credit	l3_surface	l3_reader_exact	l3_clean	l3_status	l3_axes	l3_roles	l3_semantic_candidate_de	l3_semantic_source	l2_surface	l2_reader_exact	l2_clean	l2_status	l2_axes	l2_roles	l2_semantic_candidate_de	l2_semantic_source	l1_surface	l1_reader_exact	l1_clean	l1_status	l1_axes	l1_roles	l1_semantic_candidate_de	l1_semantic_source	r1_surface	r1_reader_exact	r1_clean	r1_status	r1_axes	r1_roles	r1_semantic_candidate_de	r1_semantic_source	r2_surface	r2_reader_exact	r2_clean	r2_status	r2_axes	r2_roles	r2_semantic_candidate_de	r2_semantic_source	r3_surface	r3_reader_exact	r3_clean	r3_status	r3_axes	r3_roles	r3_semantic_candidate_de	r3_semantic_source	r4_surface	r4_reader_exact	r4_clean	r4_status	r4_axes	r4_roles	r4_semantic_candidate_de	r4_semantic_source	r5_surface	r5_reader_exact	r5_clean	r5_status	r5_axes	r5_roles	r5_semantic_candidate_de	r5_semantic_source
G763-H1-001	pcheol	cheol	GDT737_HELD	PARAGRAPH_OR_RECORD_OPENER	Trockenmaterial	f100r	f100	f100r.12	P	A	1	1	10	FIRST	1	0	9	1	pcheol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pcheol sheod qocpheeckhy shodol da oto choos sheey cho s	0	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	sheod	1	1	CLEAN	NONE	KNOWN_OTHER	vom feuchten Ansatz abmessen	GDT734_COMPLETE_WHOLE	qocpheeckhy	1	1	CLEAN	NONE	OPEN	[qocpheeckhy:?]	GDT734_CELL	shodol	1	1	CLEAN	NONE	OPEN	[shodol:?]	GDT734_CELL	da	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	oto	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE
G763-H1-002	polaiin	olaiin	GDT737_HELD	PARAGRAPH_OR_RECORD_OPENER	Materialträger: Wert III	f102r1	f102	f102r1.3	P	A	1	1	7	FIRST	1	0	6	1	polaiin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	0	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	shocthy	1	1	CLEAN	NONE	OPEN	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung	GDT734_CELL	qoteol	1	1	CLEAN	NONE	KNOWN_OTHER	abgekühlten Drogenstoff nehmen	GDT734_COMPLETE_WHOLE	loiiin	1	0	QUARANTINED	NONE	OPEN	QUARANTINED_SOURCE_COMPOSITION	GDT762_COMBINED_QUARANTINE	oteeor	1	1	CLEAN	NONE	OPEN	[oteeor:?]	GDT734_CELL	cpheodar	1	1	CLEAN	NONE	OPEN	[cpheodar:?]	GDT734_CELL
G763-H1-003	pchol	chol	GDT736_TRAINING	PARAGRAPH_OR_RECORD_OPENER	Trockenmaterial	f102v1	f102	f102v1.7	P	A	1	3	8	MIDDLE	1	0	5	1	pchol	0	0	0	0	0	1	1	0	1	0	0	0	0	0	poaiin ockhey pchol doiin shey shockhsy sheocthy qokeody	0	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	poaiin	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	ockhey	1	1	CLEAN	PREPARATION|MIDDLE_STAGE	QUALITY_STAGE|CONTENT_PREPARATION	Ansatz eines Arzneikompositums in der Gradmitte	GDT734_COMPLETE_WHOLE	doiin	1	1	CLEAN	PREPARATION	CONTENT_PREPARATION	Zubereitungsmaß, Form III	GDT734_COMPLETE_WHOLE	shey	1	1	CLEAN	NONE	QUALITY_STAGE|CONTENT_PREPARATION	feucht in der Mitte des Grades	GDT762_STATE_PAIR_PRIOR	shockhsy	1	1	CLEAN	NONE	OPEN	[shockhsy:?]	GDT734_CELL	sheocthy	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	qokeody	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE
G763-H1-004	por	or	GDT736_TRAINING	PARAGRAPH_OR_RECORD_OPENER	Teil- oder Portionsträger	f102v2	f102	f102v2.35	P	A	1	3	10	MIDDLE	0	0	7	1	por	0	0	0	1	0	1	1	0	0	0	0	0	0	0	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin	0	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	ychor	1	0	QUARANTINED	NONE	OPEN	QUARANTINED_SOURCE_COMPOSITION	GDT762_COMBINED_QUARANTINE	sheol	1	1	CLEAN	MOIST|MATERIAL	QUALITY_STAGE|CONTENT_PREPARATION	feuchtes Material	GDT762_STATE_PAIR_PRIOR	sheeor	1	1	CLEAN	NONE	OPEN	[sheeor:?]	GDT734_CELL	shekeey	1	1	CLEAN	NONE	OPEN	[shekeey:?]	GDT734_CELL	qoky	1	1	CLEAN	HOT|BEGIN_STAGE	QUALITY_STAGE	heiß am Anfang des Grades	GDT734_COMPLETE_WHOLE	cheo	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	teody	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE
G763-H1-005	pchedal	chedal	GDT737_HELD	PARAGRAPH_OR_RECORD_OPENER	abgemessenes Trockenmaterial, Stufe I/Form I	f103r	f103	f103r.1	S	B	3	1	12	FIRST	1	0	11	1	pchedal	0	0	0	0	0	1	1	0	1	0	0	0	0	0	pchedal shdy ytechypchy otey lshey qoteey qotal shedy yshdal dain okal daldy	0	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	shdy	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	ytechypchy	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	otey	1	1	CLEAN	COLD|PREPARATION|MIDDLE_STAGE	QUALITY_STAGE|CONTENT_PREPARATION	kalter Ansatz in der Mitte des Grades	GDT734_COMPLETE_WHOLE	lshey	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	qoteey	1	1	CLEAN	COLD|END_STAGE	QUALITY_STAGE	kalt am Ende des Grades	GDT734_COMPLETE_WHOLE
G763-H1-006	pchdy	chdy	GDT736_TRAINING	PARAGRAPH_OR_RECORD_OPENER	getrocknetes Ergebnis, Grundform	f103r	f103	f103r.13	S	B	3	9	12	MIDDLE	1	0	3	1	pchdy	0	0	0	0	1	0	0	0	0	0	0	0	0	0	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	0	checkhy	1	1	CLEAN	NONE	KNOWN_OTHER	trockene Mischung, Anfangsstufe	GDT734_COMPLETE_WHOLE	qokain	1	1	CLEAN	NONE	KNOWN_OTHER	heiß, Grad II	GDT734_COMPLETE_WHOLE	chedy	1	1	CLEAN	NONE	QUALITY_STAGE|CONTENT_PREPARATION	mittlere Trockenstufe erreicht	GDT762_STATE_PAIR_PRIOR	tshdy	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	dal	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	kasol	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE
G763-H1-007	pcheam	cheam	GDT737_HELD	PARAGRAPH_OR_RECORD_OPENER	Trockenform, Eintragsabschluss I	f103r	f103	f103r.21	S	B	3	1	12	FIRST	1	0	11	1	pcheam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pcheam sokedy dalkar otal qokal chepy okedy qoky pchedy okaly qokeedy lor	0	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	sokedy	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	dalkar	1	1	CLEAN	NONE	OPEN	[dalkar:?]	GDT734_CELL	otal	1	1	CLEAN	NONE	KNOWN_OTHER	Material I im kalten Anfangsansatz	GDT734_COMPLETE_WHOLE	qokal	1	1	CLEAN	NONE	KNOWN_OTHER	heißes Material I, Anfangsstufe	GDT734_COMPLETE_WHOLE	chepy	1	1	CLEAN	NONE	KNOWN_OTHER	KNOWN_WHOLE_ROLE__RETIRED_LITERAL_MATERIAL_SUPPRESSED	GDT734_COMPLETE_WHOLE|GDT763_LOCAL_DISPLAY_GUARD
G763-H1-008	pchedy	chedy	GDT736_TRAINING	PARAGRAPH_OR_RECORD_OPENER	getrocknetes Ergebnis, Form I	f103r	f103	f103r.37	S	B	3	1	9	FIRST	1	0	8	1	pchedy	0	0	0	0	0	1	1	0	0	0	0	0	0	0	pchedy qokeey qokeodair qokshy qokeedy qokchdy chsky eeey shalky	0	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	qokeey	1	1	CLEAN	HOT|END_STAGE	QUALITY_STAGE	heiß am Ende des Grades	GDT734_COMPLETE_WHOLE	qokeodair	1	1	CLEAN	NONE	OPEN	[qokeodair:?]	GDT734_CELL	qokshy	1	1	CLEAN	HOT|MOIST|BEGIN_STAGE	QUALITY_STAGE	heiß und feucht am Anfang des Grades	GDT734_COMPLETE_WHOLE	qokeedy	1	1	CLEAN	NONE	KNOWN_OTHER	heiß am Ende des Grades	GDT734_COMPLETE_WHOLE	qokchdy	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE
G763-H1-009	pchor	chor	GDT737_HELD	PARAGRAPH_OR_RECORD_OPENER	trockener Teil-/Portionsträger	f103v	f103	f103v.12	S	B	3	9	13	MIDDLE	1	0	4	3	pchor|pchedy|pol	0	1	0	1	0	1	1	0	1	1	0	0	0	0	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam	0	l	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	ol	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	shedy	1	1	CLEAN	NONE	QUALITY_STAGE|CONTENT_PREPARATION	mittlere Feuchtstufe erreicht	GDT762_STATE_PAIR_PRIOR	pchedy	1	1	CLEAN	NONE	H1_RECORD_FORM	H1-Ganzform im Feld „getrocknetes Ergebnis, Form I“; genaue Bedeutung offen	GDT736_FORMAL_ROLE_REPAIR_NO_HEAD_NOUN	pol	1	1	CLEAN	NONE	H1_RECORD_FORM	H1-Ganzform im Feld „Stoff- oder Materialträger“; genaue Bedeutung offen	GDT736_FORMAL_ROLE_REPAIR_NO_HEAD_NOUN	sheedy	1	1	CLEAN	NONE	QUALITY_STAGE|CONTENT_PREPARATION	feucht am Ende des Grades	GDT762_STATE_PAIR_PRIOR	opalam	1	1	CLEAN	NONE	OPEN	[opalam:?]	GDT734_CELL	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE
G763-H1-010	pchedy	chedy	GDT736_TRAINING	PARAGRAPH_OR_RECORD_OPENER	getrocknetes Ergebnis, Form I	f103v	f103	f103v.12	S	B	3	10	13	MIDDLE	1	0	3	3	pchor|pchedy|pol	1	1	0	0	0	1	1	0	1	1	0	0	0	0	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam	0	ol	0	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	READER_EXACT_GATE	shedy	1	1	CLEAN	NONE	QUALITY_STAGE|CONTENT_PREPARATION	mittlere Feuchtstufe erreicht	GDT762_STATE_PAIR_PRIOR	pchor	1	1	CLEAN	NONE	H1_RECORD_FORM	[pchor:?]	GDT734_CELL	pol	1	1	CLEAN	NONE	H1_RECORD_FORM	H1-Ganzform im Feld „Stoff- oder Materialträger“; genaue Bedeutung offen	GDT736_FORMAL_ROLE_REPAIR_NO_HEAD_NOUN	sheedy	1	1	CLEAN	NONE	QUALITY_STAGE|CONTENT_PREPARATION	feucht am Ende des Grades	GDT762_STATE_PAIR_PRIOR	opalam	1	1	CLEAN	NONE	OPEN	[opalam:?]	GDT734_CELL	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	LINE_EDGE	0	0	EDGE	NONE	OPEN	NONE	LINE_EDGE
