branch	rota_singers	entry	entry_breves	pes	phase_breves	owned_event	cycle	event_started_breves
C0_local_current_conditional	2	R0	0.0	U	0.0	P1N001	0	0.0
C0_local_current_conditional	2	R0	0.0	L	0.0	P2N001	0	0.0
C0_local_current_conditional	2	R1	12.0	U	12.0	P1N006	0	12.0
C0_local_current_conditional	2	R1	12.0	L	12.0	P2N004	0	12.0
C1_rockstro_ternary_conditional	2	R0	0.0	U	0.0	P1N001	0	0.0
C1_rockstro_ternary_conditional	2	R0	0.0	L	0.0	P2N001	0	0.0
C1_rockstro_ternary_conditional	2	R1	12.0	U	12.0	P1N006	0	12.0
C1_rockstro_ternary_conditional	2	R1	12.0	L	12.0	P2N004	0	12.0
C2_hurry_pes_prose_countercase	2	R0	0.0	U	0.0	P1N001	0	0.0
C2_hurry_pes_prose_countercase	2	R0	0.0	L	0.0	P2N001	0	0.0
C2_hurry_pes_prose_countercase	2	R1	12.0	U	12.0	P1N006	0	11.0
C2_hurry_pes_prose_countercase	2	R1	12.0	L	12.0	P2N004	0	12.0
C3_ordinal_missing_stem_sensitivity	2	R0	0.0	U	0.0	P1N001	0	0.0
C3_ordinal_missing_stem_sensitivity	2	R0	0.0	L	0.0	P2N001	0	0.0
C3_ordinal_missing_stem_sensitivity	2	R1	12.0	U	12.0	P1N006	0	12.0
C3_ordinal_missing_stem_sensitivity	2	R1	12.0	L	12.0	P2N004	0	12.0
C0_local_current_conditional	3	R0	0.0	U	0.0	P1N001	0	0.0
C0_local_current_conditional	3	R0	0.0	L	0.0	P2N001	0	0.0
C0_local_current_conditional	3	R1	12.0	U	12.0	P1N006	0	12.0
C0_local_current_conditional	3	R1	12.0	L	12.0	P2N004	0	12.0
C0_local_current_conditional	3	R2	24.0	U	0.0	P1N001	1	24.0
C0_local_current_conditional	3	R2	24.0	L	0.0	P2N001	1	24.0
C1_rockstro_ternary_conditional	3	R0	0.0	U	0.0	P1N001	0	0.0
C1_rockstro_ternary_conditional	3	R0	0.0	L	0.0	P2N001	0	0.0
C1_rockstro_ternary_conditional	3	R1	12.0	U	12.0	P1N006	0	12.0
C1_rockstro_ternary_conditional	3	R1	12.0	L	12.0	P2N004	0	12.0
C1_rockstro_ternary_conditional	3	R2	24.0	U	0.0	P1N001	1	24.0
C1_rockstro_ternary_conditional	3	R2	24.0	L	0.0	P2N001	1	24.0
C2_hurry_pes_prose_countercase	3	R0	0.0	U	0.0	P1N001	0	0.0
C2_hurry_pes_prose_countercase	3	R0	0.0	L	0.0	P2N001	0	0.0
C2_hurry_pes_prose_countercase	3	R1	12.0	U	12.0	P1N006	0	11.0
C2_hurry_pes_prose_countercase	3	R1	12.0	L	12.0	P2N004	0	12.0
C2_hurry_pes_prose_countercase	3	R2	24.0	U	1.0	P1N001	1	23.0
C2_hurry_pes_prose_countercase	3	R2	24.0	L	1.0	P2N001	1	23.0
C3_ordinal_missing_stem_sensitivity	3	R0	0.0	U	0.0	P1N001	0	0.0
C3_ordinal_missing_stem_sensitivity	3	R0	0.0	L	0.0	P2N001	0	0.0
C3_ordinal_missing_stem_sensitivity	3	R1	12.0	U	12.0	P1N006	0	12.0
C3_ordinal_missing_stem_sensitivity	3	R1	12.0	L	12.0	P2N004	0	12.0
C3_ordinal_missing_stem_sensitivity	3	R2	24.0	U	0.0	P1N001	1	24.0
C3_ordinal_missing_stem_sensitivity	3	R2	24.0	L	0.0	P2N001	1	24.0
C0_local_current_conditional	4	R0	0.0	U	0.0	P1N001	0	0.0
C0_local_current_conditional	4	R0	0.0	L	0.0	P2N001	0	0.0
C0_local_current_conditional	4	R1	12.0	U	12.0	P1N006	0	12.0
C0_local_current_conditional	4	R1	12.0	L	12.0	P2N004	0	12.0
C0_local_current_conditional	4	R2	24.0	U	0.0	P1N001	1	24.0
C0_local_current_conditional	4	R2	24.0	L	0.0	P2N001	1	24.0
C0_local_current_conditional	4	R3	36.0	U	12.0	P1N006	1	36.0
C0_local_current_conditional	4	R3	36.0	L	12.0	P2N004	1	36.0
C1_rockstro_ternary_conditional	4	R0	0.0	U	0.0	P1N001	0	0.0
C1_rockstro_ternary_conditional	4	R0	0.0	L	0.0	P2N001	0	0.0
C1_rockstro_ternary_conditional	4	R1	12.0	U	12.0	P1N006	0	12.0
C1_rockstro_ternary_conditional	4	R1	12.0	L	12.0	P2N004	0	12.0
C1_rockstro_ternary_conditional	4	R2	24.0	U	0.0	P1N001	1	24.0
C1_rockstro_ternary_conditional	4	R2	24.0	L	0.0	P2N001	1	24.0
C1_rockstro_ternary_conditional	4	R3	36.0	U	12.0	P1N006	1	36.0
C1_rockstro_ternary_conditional	4	R3	36.0	L	12.0	P2N004	1	36.0
C2_hurry_pes_prose_countercase	4	R0	0.0	U	0.0	P1N001	0	0.0
C2_hurry_pes_prose_countercase	4	R0	0.0	L	0.0	P2N001	0	0.0
C2_hurry_pes_prose_countercase	4	R1	12.0	U	12.0	P1N006	0	11.0
C2_hurry_pes_prose_countercase	4	R1	12.0	L	12.0	P2N004	0	12.0
C2_hurry_pes_prose_countercase	4	R2	24.0	U	1.0	P1N001	1	23.0
C2_hurry_pes_prose_countercase	4	R2	24.0	L	1.0	P2N001	1	23.0
C2_hurry_pes_prose_countercase	4	R3	36.0	U	13.0	P1N006	1	34.0
C2_hurry_pes_prose_countercase	4	R3	36.0	L	13.0	P2N004	1	35.0
C3_ordinal_missing_stem_sensitivity	4	R0	0.0	U	0.0	P1N001	0	0.0
C3_ordinal_missing_stem_sensitivity	4	R0	0.0	L	0.0	P2N001	0	0.0
C3_ordinal_missing_stem_sensitivity	4	R1	12.0	U	12.0	P1N006	0	12.0
C3_ordinal_missing_stem_sensitivity	4	R1	12.0	L	12.0	P2N004	0	12.0
C3_ordinal_missing_stem_sensitivity	4	R2	24.0	U	0.0	P1N001	1	24.0
C3_ordinal_missing_stem_sensitivity	4	R2	24.0	L	0.0	P2N001	1	24.0
C3_ordinal_missing_stem_sensitivity	4	R3	36.0	U	12.0	P1N006	1	36.0
C3_ordinal_missing_stem_sensitivity	4	R3	36.0	L	12.0	P2N004	1	36.0
