edition_id	edition_ordinal	source_event_id	gdt459_address_id	physical_page	register	locus	source_order	owner_de	surface	content_class	gdt459_decision_tier	edition_route	edition_semantic_mode	coverage_class	working_recipe	working_reading_de	function_character_count	learned_character_count	surface_character_count	function_character_fraction	gdt466_hybrid_status	assignment_mode	transfer_scope	transferable_template	surface_template	meaning_template_de	slot_topology	template_familiarity_state	template_familiarity_rank	exact_package_dependency	gdt459_confidence	gdt459_decision_evidence	local_surface_event_count	duplicate_surface_status
G473-E001	1	P1003-E0079	G459-L001	f17r	HERBAL	f17r.13	307	Name oder Kennung fuer Bezeichnung bei der abgebildeten ganzen Bluetenpflanze	oteeeon	PICTURED_PLANT	D_OWNER_LEARNED_WHOLE_LABEL	GDT472_COMPLETE_LABEL_DICTIONARY	FUNCTION_SHELL_PLUS_LEARNED_NAME	HYBRID_FUNCTION_AND_LEARNED_NAME	OT	DANACH · [PFLANZENNAME:eeeon]	2	5	7	0.285714	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	TRANSFERABLE_EMPIRICAL_TEMPLATE	YES	ot{NAME_1}	DANACH · {NAME_1}	PREFIX · {NAME_1}	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	NONE	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	1	UNIQUE
G473-E002	2	P1003-E0080	G459-L002	f17r	HERBAL	f17r.13	308	Name oder Kennung fuer Bezeichnung bei der abgebildeten ganzen Bluetenpflanze	oiil	PICTURED_PLANT	D_OWNER_LEARNED_WHOLE_LABEL	GDT472_COMPLETE_LABEL_DICTIONARY	WHOLE_LEARNED_NAME	WHOLE_LEARNED_NAME	NONE	[PFLANZENNAME:oiil]	0	4	4	0.000000	WHOLE_LEARNED_LABEL	LEARNED_SLOT_TEMPLATE	TRANSFERABLE_EMPIRICAL_TEMPLATE	YES	{NAME_1}	{NAME_1}	{NAME_1}	WHOLE_NAME_DEFAULT	7	NONE	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	1	UNIQUE
G473-E003	3	P1003-E0595	G459-L003	f71v	CELESTIAL	f71v.2	1254	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	char	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	GDT459_FORMULA_SIDE	PORTABLE_EXACT_RUNNING_FORMULA	FULL_FUNCTION_FORMULA	AR	AUSGANG	4	0	4	1.000000	NOT_APPLICABLE_FORMULA_SIDE	GDT459_FORMULA_TIER	PORTABLE_EXACT_RUNNING_SURFACE	NOT_APPLICABLE_FORMULA_EVENT	char	AUSGANG	ZERO_NAME_FORMULA	GDT459_FORMULA_EVIDENCE	0	NONE	HIGH_WORKING	EXACT_SURFACE_HAS_ONE_RUNNING_RECIPE	2	REPEATED_INVARIANT
G473-E004	4	P1003-E0596	G459-L004	f71v	CELESTIAL	f71v.2	1255	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	arom	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	GDT472_COMPLETE_LABEL_DICTIONARY	FUNCTION_SHELL_PLUS_LEARNED_NAME	HYBRID_FUNCTION_AND_LEARNED_NAME	AR	AUSGANG · [STERNSTELLENNAME:om]	2	2	4	0.500000	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	TRANSFERABLE_EMPIRICAL_TEMPLATE	YES	ar{NAME_1}	AUSGANG · {NAME_1}	PREFIX · {NAME_1}	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	NONE	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	1	UNIQUE
G473-E005	5	P1003-E0597	G459-L005	f71v	CELESTIAL	f71v.3	1256	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	chfaly	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	GDT472_COMPLETE_LABEL_DICTIONARY	FUNCTION_SHELL_PLUS_LEARNED_NAME	HYBRID_FUNCTION_AND_LEARNED_NAME	AL+Y	[STERNSTELLENNAME:chf] · ZIELORT · POSTEN	3	3	6	0.500000	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	TRANSFERABLE_EMPIRICAL_TEMPLATE	YES	{NAME_1}aly	{NAME_1} · ZIELORT · POSTEN	{NAME_1} · SUFFIX	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2	NONE	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	1	UNIQUE
G473-E006	6	P1003-E0598	G459-L006	f71v	CELESTIAL	f71v.4	1257	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	okolar	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	GDT472_COMPLETE_LABEL_DICTIONARY	CALIBRATED_FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	OK+OL+AR	SETZEN · FORTSETZEN · AUSGANG	6	0	6	1.000000	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	TRANSFERABLE_EMPIRICAL_TEMPLATE	YES	okolar	SETZEN · FORTSETZEN · AUSGANG	PREFIX · INTERNAL · SUFFIX	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	NONE	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	1	UNIQUE
G473-E007	7	P1003-E0599	G459-L007	f71v	CELESTIAL	f71v.5	1258	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	otchody	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	GDT472_COMPLETE_LABEL_DICTIONARY	FUNCTION_SHELL_PLUS_LEARNED_NAME	HYBRID_FUNCTION_AND_LEARNED_NAME	OT	DANACH · [STERNSTELLENNAME:chody]	2	5	7	0.285714	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	TRANSFERABLE_EMPIRICAL_TEMPLATE	YES	ot{NAME_1}	DANACH · {NAME_1}	PREFIX · {NAME_1}	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1	NONE	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	1	UNIQUE
G473-E008	8	P1003-E0600	G459-L008	f71v	CELESTIAL	f71v.6	1259	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	alcphy	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	GDT472_COMPLETE_LABEL_DICTIONARY	CALIBRATED_FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	AL+CH+P+Y	ZIELORT · NEHMEN · EINSETZEN · POSTEN	6	0	6	1.000000	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	TRANSFERABLE_EMPIRICAL_TEMPLATE	YES	alcphy	ZIELORT · NEHMEN · EINSETZEN · POSTEN	PREFIX · SUFFIX	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	NONE	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	1	UNIQUE
G473-E009	9	P1003-E0601	G459-L009	f71v	CELESTIAL	f71v.7	1260	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	otaiin	STAR_BEARING_RING_POSITION	A_EXACT_RUNNING_FORMULA	GDT459_FORMULA_SIDE	PORTABLE_EXACT_RUNNING_FORMULA	FULL_FUNCTION_FORMULA	OT+AIIN	DANACH · WERT	6	0	6	1.000000	NOT_APPLICABLE_FORMULA_SIDE	GDT459_FORMULA_TIER	PORTABLE_EXACT_RUNNING_SURFACE	NOT_APPLICABLE_FORMULA_EVENT	otaiin	DANACH · WERT	ZERO_NAME_FORMULA	GDT459_FORMULA_EVIDENCE	0	NONE	HIGH_WORKING	EXACT_SURFACE_HAS_ONE_RUNNING_RECIPE	2	REPEATED_INVARIANT
G473-E010	10	P1003-E0602	G459-L010	f71v	CELESTIAL	f71v.8	1261	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	okaraiin	STAR_BEARING_RING_POSITION	D_OWNER_LEARNED_WHOLE_LABEL	GDT472_COMPLETE_LABEL_DICTIONARY	CALIBRATED_FULL_FUNCTION_FORMULA	FULL_FUNCTION_FORMULA	OK+AR+AIIN	SETZEN · AUSGANG · WERT	8	0	8	1.000000	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	TRANSFERABLE_EMPIRICAL_TEMPLATE	YES	okaraiin	SETZEN · AUSGANG · WERT	PREFIX · INTERNAL · SUFFIX	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	NONE	CONCRETE_OWNER_DEFAULT	OWNER_OBJECT_CLASS__NO_LICENSED_SHORT_FORMULA	1	UNIQUE
