event_id	page	locus	locus_code	group_index	surface	owner_namespace	concrete_owner	concrete_carrier	card_identity	component_recipe	core_roots	helper_signs	renderer_shell	endpoint_state	pass908_plus_local_atomic_reading_de	f70v_local_reading_de	transfer_class	composition_fit	new_local_signs	break_type
13576	f70v1	f70v1.1	@Cc	1	dalalody	ARIES_OUTER_BAND	ARIES_OUTER_RING_TEXT	RING_CHAIN	CARD[AL+AL+O+DY]	AL+AL+O+DY	AL|AL|O|DY	NONE	ADDRESS_OR_LABEL_TAIL|DY_CLOSED_SHELL	CLOSED_SEQUENCE_OR_LABEL	ZIELSTELLE · ZIELSTELLE · ARBEITSGANG · SCHLIESSEN	Ringfolge: Figurenstelle · Figurenstelle · Umlauf · Folge schließen	COMPOSITIONAL_FORM_TRANSFER	FULL_46_SYMBOL_COMPOSITION	NONE	NONE
13577	f70v1	f70v1.1	@Cc	2	oteoshey	ARIES_OUTER_BAND	ARIES_OUTER_RING_TEXT	RING_CHAIN	CARD[OT+E+O+SH+E+Y]	OT+E+O+SH+E+Y	OT|E|O|SH|E|Y	NONE	OT_FRAME|CH_SH_BODY|E_GRADE_LENGTH|Y_OPEN_SHELL	OPEN_CURRENT_REFERENT	DANACH · KURZ · ARBEITSGANG · HALTEN · KURZ · POSTEN	Ringfolge: als Nächstes · kurz · Umlauf · festhalten · kurz · aktueller Bezug	COMPOSITIONAL_FORM_TRANSFER	FULL_46_SYMBOL_COMPOSITION	NONE	NONE
13578	f70v1	f70v1.1	@Cc	3	okoksheo	ARIES_OUTER_BAND	ARIES_OUTER_RING_TEXT	RING_CHAIN	CARD[OK+OK+SH+E+O]	OK+OK+SH+E+O	OK|OK|SH|E|O	NONE	OK_FRAME|CH_SH_BODY|E_GRADE_LENGTH	CONTINUING_NO_EXPLICIT_ENDPOINT	ANSETZEN · ANSETZEN · HALTEN · KURZ · ARBEITSGANG	Ringfolge: Station ansetzen · Station ansetzen · festhalten · kurz · Umlauf	COMPOSITIONAL_FORM_TRANSFER	FULL_46_SYMBOL_COMPOSITION	NONE	NONE
13579	f70v1	f70v1.1	@Cc	4	shokey	ARIES_OUTER_BAND	ARIES_OUTER_RING_TEXT	RING_CHAIN	CARD[SH+OK+E+Y]	SH+OK+E+Y	SH|OK|E|Y	NONE	OK_FRAME|CH_SH_BODY|E_GRADE_LENGTH|Y_OPEN_SHELL	OPEN_CURRENT_REFERENT	HALTEN · ANSETZEN · KURZ · POSTEN	Ringfolge: festhalten · Station ansetzen · kurz · aktueller Bezug	COMPOSITIONAL_FORM_TRANSFER	FULL_46_SYMBOL_COMPOSITION	NONE	NONE
13580	f70v1	f70v1.1	@Cc	5	raiin	ARIES_OUTER_BAND	ARIES_OUTER_RING_TEXT	RING_CHAIN	CARD[R+AIIN]	R+AIIN	R|AIIN	NONE	BARE_ROOT_COPY	CONTINUING_NO_EXPLICIT_ENDPOINT	KUEHL · MASS	Ringfolge: abnehmend/rückläufig · Maßzahl	COMPOSITIONAL_FORM_TRANSFER	FULL_46_SYMBOL_COMPOSITION	NONE	NONE
13581	f70v1	f70v1.1	@Cc	6	otor	ARIES_OUTER_BAND	ARIES_OUTER_RING_TEXT	RING_CHAIN	CARD[OT+OR]	OT+OR	OT|OR	NONE	OT_FRAME	CONTINUING_NO_EXPLICIT_ENDPOINT	DANACH · ANSATZ	Ringfolge: als Nächstes · Ausgangspunkt	COMPOSITIONAL_FORM_TRANSFER	FULL_46_SYMBOL_COMPOSITION	NONE	NONE
13582	f70v1	f70v1.1	@Cc	7	ochy	ARIES_OUTER_BAND	ARIES_OUTER_RING_TEXT	RING_CHAIN	CARD[O+Y]	O+Y	O|Y	NONE	CH_SH_BODY|Y_OPEN_SHELL	OPEN_CURRENT_REFERENT	ARBEITSGANG · POSTEN	Ringfolge: Umlauf · aktueller Bezug	COMPOSITIONAL_FORM_TRANSFER	FULL_46_SYMBOL_COMPOSITION	NONE	NONE
13583	f70v1	f70v1.1	@Cc	8	s	ARIES_OUTER_BAND	ARIES_OUTER_RING_TEXT	RING_CHAIN	CARD[S_LABEL]	S_LABEL	NONE	S_LABEL	ADDRESS_OR_LABEL_TAIL	LOCAL_LABEL_END	PHASENZEICHEN	Ringfolge: Stern-/Phasenzeichen	EXACT_FORM_TRANSFER	EXACT_PASS908_SURFACE	NONE	NONE
13584	f70v1	f70v1.1	@Cc	9	air	ARIES_OUTER_BAND	ARIES_OUTER_RING_TEXT	RING_CHAIN	CARD[AIR]	AIR	AIR	NONE	BARE_ROOT_COPY	CONTINUING_NO_EXPLICIT_ENDPOINT	LAUF	Ringfolge: Ringlauf	EXACT_FORM_TRANSFER	EXACT_PASS908_SURFACE	NONE	NONE
13585	f70v1	f70v1.1	@Cc	10	cheody	ARIES_OUTER_BAND	ARIES_OUTER_RING_TEXT	RING_CHAIN	CARD[CHEO+Y]	CHEO+Y	Y	CHEO	CH_SH_BODY|Y_OPEN_SHELL	OPEN_CURRENT_REFERENT	AUSZUG · POSTEN	Ringfolge: Auszugseintrag · aktueller Bezug	FORMAL_ONLY_REGISTER_TRANSFER	EXACT_PASS908_SURFACE	NONE	LITERAL_WORKSHOP_GLOSS_BREAK
