window_id	component	relative_paragraph	expected_source_row	locus	source_group_id	raw	known_in_registered_projection	left_separator	right_separator
ZL3b|f113r|f113r.1-f113r.3	tc	1	True	f113r.2	ZL3b|f113r.2|G005	otchechy	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	4	True	f113r.10	ZL3b|f113r.10|G011	otchedy	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	5	True	f113r.13	ZL3b|f113r.13|G009	kotchy	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	7	True	f113r.21	ZL3b|f113r.21|G004	otchdy	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	8	True	f113r.22	ZL3b|f113r.22|G001	tchoar	True	LINE_START	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	8	True	f113r.22	ZL3b|f113r.22|G004	otchod	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	10	True	f113r.27	ZL3b|f113r.27|G001	tchol	True	LINE_START	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	10	True	f113r.27	ZL3b|f113r.27|G009	tcheody	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	10	True	f113r.27	ZL3b|f113r.27|G010	tchey	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	10	True	f113r.29	ZL3b|f113r.29|G004	chtchol	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	14	False	f113r.40	ZL3b|f113r.40|G011	tchey	False	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	15	True	f113r.42	ZL3b|f113r.42|G005	otchedy	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tc	15	True	f113r.42	ZL3b|f113r.42|G007	tcheor	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	1	True	f113r.2	ZL3b|f113r.2|G005	otchechy	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	4	True	f113r.10	ZL3b|f113r.10|G011	otchedy	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	5	True	f113r.13	ZL3b|f113r.13|G009	kotchy	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	7	True	f113r.21	ZL3b|f113r.21|G004	otchdy	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	8	True	f113r.22	ZL3b|f113r.22|G001	tchoar	True	LINE_START	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	8	True	f113r.22	ZL3b|f113r.22|G004	otchod	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	10	True	f113r.27	ZL3b|f113r.27|G001	tchol	True	LINE_START	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	10	True	f113r.27	ZL3b|f113r.27|G009	tcheody	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	10	True	f113r.27	ZL3b|f113r.27|G010	tchey	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	10	True	f113r.29	ZL3b|f113r.29|G004	chtchol	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	14	False	f113r.40	ZL3b|f113r.40|G011	tchey	False	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	15	True	f113r.42	ZL3b|f113r.42|G005	otchedy	True	DEFINITE_SPACE	DEFINITE_SPACE
ZL3b|f113r|f113r.1-f113r.3	tch	15	True	f113r.42	ZL3b|f113r.42|G007	tcheor	True	DEFINITE_SPACE	DEFINITE_SPACE
