source_group_id	edition	page	locus	source_group_index	source_group_count	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	clean_ascii_fragment_count	legacy_surface_positions_1based	legacy_mapping_status
ZL3b|f100r.12|G001	ZL3b	f100r	f100r.12	1	10	LINE_START	DEFINITE_SPACE	pcheol	pcheol	1	1	ONE_ASCII_FRAGMENT
ZL3b|f100r.12|G002	ZL3b	f100r	f100r.12	2	10	DEFINITE_SPACE	DEFINITE_SPACE	sheod	sheod	1	2	ONE_ASCII_FRAGMENT
ZL3b|f100r.12|G003	ZL3b	f100r	f100r.12	3	10	DEFINITE_SPACE	DEFINITE_SPACE	qocpheeckhy	qocpheeckhy	1	3	ONE_ASCII_FRAGMENT
ZL3b|f100r.12|G004	ZL3b	f100r	f100r.12	4	10	DEFINITE_SPACE	DEFINITE_SPACE	shodol	shodol	1	4	ONE_ASCII_FRAGMENT
ZL3b|f100r.12|G005	ZL3b	f100r	f100r.12	5	10	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	{c@132;h}da	da	1	5	ONE_ASCII_FRAGMENT
ZL3b|f100r.12|G006	ZL3b	f100r	f100r.12	6	10	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	@168;oto	oto	1	6	ONE_ASCII_FRAGMENT
ZL3b|f100r.12|G007	ZL3b	f100r	f100r.12	7	10	DEFINITE_SPACE	DEFINITE_SPACE	cho[?:ch]os	choos	1	7	ONE_ASCII_FRAGMENT
ZL3b|f100r.12|G008	ZL3b	f100r	f100r.12	8	10	DEFINITE_SPACE	DEFINITE_SPACE	sheey	sheey	1	8	ONE_ASCII_FRAGMENT
ZL3b|f100r.12|G009	ZL3b	f100r	f100r.12	9	10	DEFINITE_SPACE	DEFINITE_SPACE	ch{cthh'}o	cho	1	9	ONE_ASCII_FRAGMENT
ZL3b|f100r.12|G010	ZL3b	f100r	f100r.12	10	10	DEFINITE_SPACE	LINE_END	s	s	1	10	ONE_ASCII_FRAGMENT
ZL3b|f100r.15|G001	ZL3b	f100r	f100r.15	1	7	LINE_START	DEFINITE_SPACE	dcheor	dcheor	1	1	ONE_ASCII_FRAGMENT
ZL3b|f100r.15|G002	ZL3b	f100r	f100r.15	2	7	DEFINITE_SPACE	DEFINITE_SPACE	shol	shol	1	2	ONE_ASCII_FRAGMENT
ZL3b|f100r.15|G003	ZL3b	f100r	f100r.15	3	7	DEFINITE_SPACE	DEFINITE_SPACE	qokeeol	qokeeol	1	3	ONE_ASCII_FRAGMENT
ZL3b|f100r.15|G004	ZL3b	f100r	f100r.15	4	7	DEFINITE_SPACE	DEFINITE_SPACE	chor	chor	1	4	ONE_ASCII_FRAGMENT
ZL3b|f100r.15|G005	ZL3b	f100r	f100r.15	5	7	DEFINITE_SPACE	DEFINITE_SPACE	chol	chol	1	5	ONE_ASCII_FRAGMENT
ZL3b|f100r.15|G006	ZL3b	f100r	f100r.15	6	7	DEFINITE_SPACE	DEFINITE_SPACE	qokeeody	qokeeody	1	6	ONE_ASCII_FRAGMENT
ZL3b|f100r.15|G007	ZL3b	f100r	f100r.15	7	7	DEFINITE_SPACE	LINE_END	dareu	dareu	1	7	ONE_ASCII_FRAGMENT
