joint_tuple_id	surfaces	records	distinct_selected_values	selected_value_de	collision
7db18b2f0fb7ed0fcfd3	qokedy	B1|B3|B4	1	kurz ansetzen; Schluss	NO
b5fcea1eaed06b2f2291	okaiin|qokaiin	B1|B2|B3	1	bemessen	NO
22fb87a5a83e5c3fb510	kair	B1	1	Beckenwasser	NO
308e8ea2d5d190c498e8	okal|qokal	B1|B2|B3	1	an die Stelle setzen	NO
4d4559019a961b834aa1	char|dar|sar	B1|B2|B3	1	dasselbe	NO
dcda95c81a5460feb191	cheol|ol|qol|sol|tol	B1|B3|B4|B5|B6	1	fortsetzen	NO
9da1b6ac2c929daea697	chkain|kain	B1|B3|B4	1	eine Portion	NO
94df4847b7b16c98394a	olkain|qolkain	B1|B4	1	weitere Portion	NO
dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	B1|B2|B3|B4|B5	1	Stelle	NO
1496a731803a9f48d2e1	rol	B1	1	noch warm	NO
0f18de177ed7c878bf95	dl	B1	1	Zusatz	NO
dec401773c1f0347793d	olor	B1	1	weiterer Ansatz	NO
4eab1841ed655c20a348	sheckhal	B1	1	kurz an der Durchlassstelle	NO
2f1c5e56e8f0ff459065	aiin|daiin|saiin	B1|B2|B3|B4|B5|B6	1	Mass	NO
93f69c38fdedee1598e9	qokeedal	B1	1	länger an der Stelle halten	NO
2cc8bb3c2af19607888f	chckhy|shckhy	B1|B2	1	durchführen	NO
259b2b3b0bf859882e2c	dchedy|schedy|tchedy	B1|B2|B3	1	überführen; Schluss	NO
54e32e9c1414b20640e9	sshkchdy	B1	1	Sonderumsetzung; Schluss	NO
6f7ff8287eddf4da9fdb	chdy|chedy	B1|B3|B4|B5	1	dies umsetzen	NO
bc4f1f5c006c74a4d26d	cheedy|shedy|tedy	B1|B2|B3|B4	1	kurz absetzen; Schluss	NO
28ffbc88b97772a75f1e	olchedy|qolchedy	B1|B2|B3	1	weiterführen; Schluss	NO
1645e612504fcef59ced	okain|qokain	B1|B2|B3|B4	1	eine Portion zugeben	NO
4da0f0f7b5fc7ac20067	ral	B1	1	abkühlen	NO
87411f84689b4f93a303	qokchdy	B1|B3|B5	1	Ansatz umsetzen; Schluss	NO
b921a237be883a820352	chey|dy|sy	B1|B2|B3|B4|B6	1	dies	NO
d904bf7b044dd3922781	cheky	B1|B4	1	kurz wärmen	NO
276a7c2d74d1143446f4	qoky	B1|B2|B3|B4	1	verwende dies	NO
be0974b366c981dc1eef	lsho	B1	1	Waschgang	NO
08bd5ca0c2ad137a056d	okey|qokey	B1|B2	1	kurz ansetzen	NO
2e7e89e0bd12b999c280	lshedy	B1	1	waschen; Schluss	NO
c205570c49d4d93c23d3	qolky	B1	1	Arbeitsstelle	NO
433713294b25b0a12f66	lchedal	B1	1	zum Auslass führen	NO
b6b654722e55729cc947	otar	B1	1	danach von dort	NO
a7af89ab31ce5e247395	ytey	B1	1	füllen	NO
07913ef9b1fb773cd325	okchedy|qokchedy	B1|B3	1	Ansatz umsetzen; Schluss	NO
0275fbf14e07935b0a45	okeey|qokeey	B1|B2|B3|B4	1	länger ansetzen	NO
a06244ef1f2b37ca44c1	teol	B1	1	erste Öffnung	NO
d225b7a7b95da7aee437	dchdy	B1	1	umsetzen; Schluss	NO
b38d70daefd663d74625	ly	B1	1	Empfangsgefäß	NO
74c76d589d44120f647b	dsheol	B1	1	kurz halten	NO
2c82523794dcb7d2b343	oiiin|soiiin	B1|B3	1	Sollstand	NO
3b70942557b3a40e8030	olkeedy|solkeedy	B1|B3	1	länger auffangen; Schluss	NO
d68bc8de3bcee09db23c	shckhedy	B1|B4	1	seihen; Schluss	NO
7d25241b0e56c836372a	qokeedy	B2|B3|B4	1	länger ansetzen; Schluss	NO
f329f2051370174e9a38	lcheckhy	B2	1	dies zum Durchlass führen	NO
ba8142680851f24c9ff2	lched	B2	1	hinausführen	NO
c1db6b0a28d5cbb5d3d2	lcheckhedy	B2	1	hinaus seihen; Schluss	NO
4a7a6326ac95a8809302	qokaly	B2	1	dies an die Stelle setzen	NO
2d2e37ccb2dacc53ee5a	solkaiin	B2	1	Seihtuch	NO
a8f891de626fc00028e9	octheol	B2	1	gleiche Einstellung	NO
f0db6d30cd34f4cb2a4d	chkeey	B2	1	dies länger wärmen	NO
04a3877f0fc81b7597c9	ldy	B2|B3	1	abführen; Schluss	NO
5d5e0b288cf36864ed9d	oteey	B2	1	nächsten Posten länger halten	NO
c1913ec4ff84148da6d3	sheckhy	B2	1	dies kurz durchführen	NO
cbb42a4fe68068325d6b	dshedy	B2	1	Frischwasser; Schluss	NO
54d0e228ca346110af05	otaiin|sotaiin	B2|B3	1	nächstes Maß	NO
