event_id	record_unit_id	reset_kind	from_owner	to_owner	inherit_previous_state
E101	B1	RECORD_START	NONE	B1_SHARED_POOL_WORKSTATION	NO
E167	B2	RECORD_START	B1_SHARED_POOL_WORKSTATION	B2_ZONE_A_UPPER_STATIONS	NO
E189	B2	VISIBLE_OWNER_CHANGE	B2_ZONE_A_UPPER_STATIONS	B2_ZONE_B_SIDE_POOL	NO
E198	B2	VISIBLE_OWNER_CHANGE	B2_ZONE_B_SIDE_POOL	B2_ZONE_C_CENTRAL_VESSEL	NO
E203	B2	VISIBLE_OWNER_CHANGE	B2_ZONE_C_CENTRAL_VESSEL	B2_ZONE_D_LOWER_STATIONS	NO
E212	B2	VISIBLE_OWNER_CHANGE	B2_ZONE_D_LOWER_STATIONS	B2_ZONE_E_TERMINAL_CELL_ROW	NO
E229	B3	RECORD_START	B2_ZONE_E_TERMINAL_CELL_ROW	B3_ZONE_A_UPPER_PAIRED_STATION	NO
E264	B3	VISIBLE_OWNER_CHANGE	B3_ZONE_A_UPPER_PAIRED_STATION	B3_ZONE_B_MIDDLE_STATION	NO
E291	B3	VISIBLE_OWNER_CHANGE	B3_ZONE_B_MIDDLE_STATION	B3_ZONE_C_LOWER_STATION	NO
E315	B4	RECORD_START	B3_ZONE_C_LOWER_STATION	B4_ZONE_A_LEFT_AND_UPPER_FLOW	NO
E356	B4	VISIBLE_OWNER_CHANGE	B4_ZONE_A_LEFT_AND_UPPER_FLOW	B4_ZONE_B_RIGHT_LOWER_FLOW	NO
E362	B5	RECORD_START	B4_ZONE_B_RIGHT_LOWER_FLOW	B5_LOCAL_RECORD_OWNER	NO
E373	B6	RECORD_START	B5_LOCAL_RECORD_OWNER	B6_LOCAL_RECORD_OWNER	NO
