edition	page	leaf	locus	source_id	partition	paragraph	patterns	raw_line	row_status
RF1b	f103r	103	f103r.27	RF1b|f103r.27|G006	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	qokechy okeey qokeey lkeeo dy sheey qokeey l keol tchey qokeey @221;keey qokaly	recorded
RF1b	f103r	103	f103r.43	RF1b|f103r.43|G004	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	tar cheal ol sheey qotal sheal qokal shee@152;y okeshedy {ch'}okey qokaiin	recorded
RF1b	f103v	103	f103v.34	RF1b|f103v.34|G002	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	daiin sheey ol chey qokshey qokaiin checkhy otedy lshey lch@152;y	recorded
RF1b	f105r	105	f105r.26	RF1b|f105r.26|G005	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	pdal {ch'}eey yqopchy airal sheey fchdy qopchdy r aiir ok@222; chde@152;y q'odeedy qotedy	recorded
RF1b	f105r	105	f105r.8	RF1b|f105r.8|G001	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	sheey oleeey or air qokaiin chey qokee@152;y qoked@222; oteedy lche@152;y oesal	recorded
RF1b	f105v	105	f105v.21	RF1b|f105v.21|G003	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	ykeeo daiim sheey qokaiin cheot @152;aiin qoek eeykeody qopaiin or aiikam	recorded
RF1b	f107r	107	f107r.18	RF1b|f107r.18|G008	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	poalosy shey tar acphy farsheey f@221;l rolchy sheey opalkaiin ypaiin al	recorded
RF1b	f107r	107	f107r.19	RF1b|f107r.19|G004	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin al@152;y	recorded
RF1b	f107r	107	f107r.9	RF1b|f107r.9|G002	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	ok@221;iin sheey tcheol kain okeey chedy oteedy chdykchedy che@222; kain an	recorded
RF1b	f107v	107	f107v.34	RF1b|f107v.34|G006	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	@152;yair chey lkeey lchedy raiin sheey	recorded
RF1b	f111r	111	f111r.15	RF1b|f111r.15|G003	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	sheeodar aiin sheey shey oteo dy otee@152;y chey daiin oteol ote@152;ar tar pchda@197;	recorded
RF1b	f111r	111	f111r.47	RF1b|f111r.47|G003	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	shee@152;y qokeey sheey qotee@152;y qeear al chedy oteey che@152;y	recorded
RF1b	f111v	111	f111v.12	RF1b|f111v.12|G009	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	qear ain shey okeeey qokaiin checkhy sho lchal sheey shckhey kshartar	recorded
RF1b	f111v	111	f111v.17	RF1b|f111v.17|G004	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	recorded
RF1b	f111v	111	f111v.18	RF1b|f111v.18|G005	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	tair shedy qoeedaiin @221;kain sheey kaiin shey otain alkain o l r ol jain	recorded
RF1b	f111v	111	f111v.27	RF1b|f111v.27|G002	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	ol sheey tsheey alkar sheey otain ches shy qokl chey qokl cheor ldar llo	recorded
RF1b	f111v	111	f111v.27	RF1b|f111v.27|G005	OTHER_EXPOSED	NO_COMPLETE_PARAGRAPH	0	ol sheey tsheey alkar sheey otain ches shy qokl chey qokl cheor ldar llo	recorded
