branch	edition	paragraph	id	locus	index	form	role	offset	row_status
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.27:1	f103r.27	1	qokechy	OPEN	0	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.27:2	f103r.27	2	okeey	ACTION	1	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.27:3	f103r.27	3	qokeey	ACTION	2	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.27:4	f103r.27	4	lkeeody	OPEN	3	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.27:5	f103r.27	5	sheey	ACTION	4	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.27:6	f103r.27	6	qokeey	ACTION	5	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.27:7	f103r.27	7	lkeol	OPEN	6	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.27:8	f103r.27	8	tchey	OPEN	7	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.27:9	f103r.27	9	qokeey	ACTION	8	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.27:10	f103r.27	10	okeey	ACTION	9	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.27:11	f103r.27	11	qokaly	OPEN	10	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.28:1	f103r.28	1	deshedy	OPEN	11	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.28:2	f103r.28	2	qokeeey	OPEN	12	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.28:3	f103r.28	3	dalkain	OPEN	13	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.28:4	f103r.28	4	okaiin	MATERIAL_DOSE	14	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.28:5	f103r.28	5	chedy	OPEN	15	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.28:6	f103r.28	6	qokeey	ACTION	16	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.28:7	f103r.28	7	otain	OPEN	17	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.28:8	f103r.28	8	ain	NUMBER	18	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.28:9	f103r.28	9	ol	RELATION	19	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.28:10	f103r.28	10	cheey	ACTION	20	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.28:11	f103r.28	11	lkeedy	OPEN	21	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.29:1	f103r.29	1	qokeeechy	OPEN	22	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.29:2	f103r.29	2	shokeey	OPEN	23	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.29:3	f103r.29	3	qochey	OPEN	24	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.29:4	f103r.29	4	qokeey	ACTION	25	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.29:5	f103r.29	5	chal	OPEN	26	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	f103r.29:6	f103r.29	6	chedy	OPEN	27	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	f103r.43:1	f103r.43	1	tar	OPEN	0	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	f103r.43:2	f103r.43	2	cheal	OPEN	1	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	f103r.43:3	f103r.43	3	ol	RELATION	2	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	f103r.43:4	f103r.43	4	sheey	ACTION	3	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	f103r.43:5	f103r.43	5	qotal	OPEN	4	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	f103r.43:6	f103r.43	6	sheal	OPEN	5	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	f103r.43:7	f103r.43	7	qokal	OPEN	6	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	f103r.43:8	f103r.43	8	sheedy	OPEN	7	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	f103r.43:9	f103r.43	9	okeshedy	OPEN	8	recorded
