branch	edition	paragraph	grammar	operation	patient	patient_form	debts	later_typed_uses	same_material_uses	row_status
C_A	ZL3b	f103r|f103r.27-f103r.29	B	f103r.27:5			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	J	f103r.27:5			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f103r|f103r.27-f103r.29	M	f103r.27:5			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	B	f103r.43:4			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	J	f103r.43:4			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f103r|f103r.43-f103r.44	M	f103r.43:4			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	B	f103v.34:2	f103v.33:5	okaiin	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	J	f103v.34:2	f103v.33:5	okaiin	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	M	f103v.34:2	f103v.33:5	okaiin	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	B	f105r.26:2			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	B	f105r.26:5			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	J	f105r.26:2			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	J	f105r.26:5			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	M	f105r.26:2			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	M	f105r.26:5			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	B	f105r.8:1			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	J	f105r.8:1			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	M	f105r.8:1			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f105v|f105v.20-f105v.22	B	f105v.21:3	f105v.20:8	cheo	UNREAD_BETWEEN:f105v.20:9;UNREAD_BETWEEN:f105v.20:10;UNREAD_BETWEEN:f105v.20:11;UNREAD_BETWEEN:f105v.21:1;UNREAD_BETWEEN:f105v.21:2;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f105v|f105v.20-f105v.22	J	f105v.21:3	f105v.20:8	cheo	UNREAD_BETWEEN:f105v.20:9;UNREAD_BETWEEN:f105v.20:10;UNREAD_BETWEEN:f105v.20:11;UNREAD_BETWEEN:f105v.21:1;UNREAD_BETWEEN:f105v.21:2;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f105v|f105v.20-f105v.22	M	f105v.21:3	f105v.20:8	cheo	UNREAD_BETWEEN:f105v.20:9;UNREAD_BETWEEN:f105v.20:10;UNREAD_BETWEEN:f105v.20:11;UNREAD_BETWEEN:f105v.21:1;UNREAD_BETWEEN:f105v.21:2;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	B	f107r.18:9			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	B	f107r.19:4			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	J	f107r.18:9			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	J	f107r.19:4			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	M	f107r.18:9			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	M	f107r.19:4			MISSING_PATIENT	0	0	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	B	f107r.9:2	f107r.9:1	okaiin		0	0	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	J	f107r.9:2	f107r.9:1	okaiin		0	0	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	M	f107r.9:2	f107r.9:1	okaiin		0	0	recorded
C_A	ZL3b	f107v|f107v.32-f107v.34	B	f107v.34:6	f107v.32:5	otaiin	UNREAD_BETWEEN:f107v.32:6;UNREAD_BETWEEN:f107v.32:7;UNREAD_BETWEEN:f107v.32:8;UNREAD_BETWEEN:f107v.33:1;UNREAD_BETWEEN:f107v.33:3;UNREAD_BETWEEN:f107v.33:4;UNREAD_BETWEEN:f107v.33:6;UNREAD_BETWEEN:f107v.33:7;UNREAD_BETWEEN:f107v.33:8;UNREAD_BETWEEN:f107v.33:11;UNREAD_BETWEEN:f107v.34:1;UNREAD_BETWEEN:f107v.34:3;UNREAD_BETWEEN:f107v.34:4;UNREAD_BETWEEN:f107v.34:5;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f107v|f107v.32-f107v.34	J	f107v.34:6	f107v.32:5	otaiin	UNREAD_BETWEEN:f107v.32:6;UNREAD_BETWEEN:f107v.32:7;UNREAD_BETWEEN:f107v.32:8;UNREAD_BETWEEN:f107v.33:1;UNREAD_BETWEEN:f107v.33:3;UNREAD_BETWEEN:f107v.33:4;UNREAD_BETWEEN:f107v.33:6;UNREAD_BETWEEN:f107v.33:7;UNREAD_BETWEEN:f107v.33:8;UNREAD_BETWEEN:f107v.33:11;UNREAD_BETWEEN:f107v.34:1;UNREAD_BETWEEN:f107v.34:3;UNREAD_BETWEEN:f107v.34:4;UNREAD_BETWEEN:f107v.34:5;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f107v|f107v.32-f107v.34	M	f107v.34:6	f107v.32:5	otaiin	UNREAD_BETWEEN:f107v.32:6;UNREAD_BETWEEN:f107v.32:7;UNREAD_BETWEEN:f107v.32:8;UNREAD_BETWEEN:f107v.33:1;UNREAD_BETWEEN:f107v.33:3;UNREAD_BETWEEN:f107v.33:4;UNREAD_BETWEEN:f107v.33:6;UNREAD_BETWEEN:f107v.33:7;UNREAD_BETWEEN:f107v.33:8;UNREAD_BETWEEN:f107v.33:11;UNREAD_BETWEEN:f107v.34:1;UNREAD_BETWEEN:f107v.34:3;UNREAD_BETWEEN:f107v.34:4;UNREAD_BETWEEN:f107v.34:5;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	B	f111r.15:3	f111r.13:7	chr	UNREAD_BETWEEN:f111r.13:10;UNREAD_BETWEEN:f111r.13:11;UNREAD_BETWEEN:f111r.13:13;UNREAD_BETWEEN:f111r.13:14;UNREAD_BETWEEN:f111r.14:1;UNREAD_BETWEEN:f111r.14:2;UNREAD_BETWEEN:f111r.14:3;UNREAD_BETWEEN:f111r.14:4;UNREAD_BETWEEN:f111r.14:6;UNREAD_BETWEEN:f111r.14:8;UNREAD_BETWEEN:f111r.14:9;UNREAD_BETWEEN:f111r.14:10;UNREAD_BETWEEN:f111r.14:11;UNREAD_BETWEEN:f111r.14:12;UNREAD_BETWEEN:f111r.15:1;IMPLICIT_SUBJECT_CONTINUATION	1	0	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	J	f111r.15:3	f111r.13:7	chr	UNREAD_BETWEEN:f111r.13:10;UNREAD_BETWEEN:f111r.13:11;UNREAD_BETWEEN:f111r.13:13;UNREAD_BETWEEN:f111r.13:14;UNREAD_BETWEEN:f111r.14:1;UNREAD_BETWEEN:f111r.14:2;UNREAD_BETWEEN:f111r.14:3;UNREAD_BETWEEN:f111r.14:4;UNREAD_BETWEEN:f111r.14:6;UNREAD_BETWEEN:f111r.14:8;UNREAD_BETWEEN:f111r.14:9;UNREAD_BETWEEN:f111r.14:10;UNREAD_BETWEEN:f111r.14:11;UNREAD_BETWEEN:f111r.14:12;UNREAD_BETWEEN:f111r.15:1;IMPLICIT_SUBJECT_CONTINUATION	1	0	recorded
C_A	ZL3b	f111r|f111r.6-f111r.35	M	f111r.15:3	f111r.13:7	chr	UNREAD_BETWEEN:f111r.13:10;UNREAD_BETWEEN:f111r.13:11;UNREAD_BETWEEN:f111r.13:13;UNREAD_BETWEEN:f111r.13:14;UNREAD_BETWEEN:f111r.14:1;UNREAD_BETWEEN:f111r.14:2;UNREAD_BETWEEN:f111r.14:3;UNREAD_BETWEEN:f111r.14:4;UNREAD_BETWEEN:f111r.14:6;UNREAD_BETWEEN:f111r.14:8;UNREAD_BETWEEN:f111r.14:9;UNREAD_BETWEEN:f111r.14:10;UNREAD_BETWEEN:f111r.14:11;UNREAD_BETWEEN:f111r.14:12;UNREAD_BETWEEN:f111r.15:1;IMPLICIT_SUBJECT_CONTINUATION	1	0	recorded
C_A	ZL3b	f111r|f111r.44-f111r.47	B	f111r.47:3	f111r.44:5	sheo	UNREAD_BETWEEN:f111r.44:6;UNREAD_BETWEEN:f111r.44:7;UNREAD_BETWEEN:f111r.44:8;UNREAD_BETWEEN:f111r.44:9;UNREAD_BETWEEN:f111r.44:10;UNREAD_BETWEEN:f111r.45:1;UNREAD_BETWEEN:f111r.45:3;UNREAD_BETWEEN:f111r.45:4;UNREAD_BETWEEN:f111r.45:5;UNREAD_BETWEEN:f111r.45:6;UNREAD_BETWEEN:f111r.45:8;UNREAD_BETWEEN:f111r.45:9;UNREAD_BETWEEN:f111r.45:10;UNREAD_BETWEEN:f111r.45:11;UNREAD_BETWEEN:f111r.45:12;UNREAD_BETWEEN:f111r.46:2;UNREAD_BETWEEN:f111r.46:3;UNREAD_BETWEEN:f111r.46:4;UNREAD_BETWEEN:f111r.46:5;UNREAD_BETWEEN:f111r.46:6;UNREAD_BETWEEN:f111r.46:8;UNREAD_BETWEEN:f111r.46:10;UNREAD_BETWEEN:f111r.46:13;UNREAD_BETWEEN:f111r.47:1;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f111r|f111r.44-f111r.47	J	f111r.47:3	f111r.44:5	sheo	UNREAD_BETWEEN:f111r.44:6;UNREAD_BETWEEN:f111r.44:7;UNREAD_BETWEEN:f111r.44:8;UNREAD_BETWEEN:f111r.44:9;UNREAD_BETWEEN:f111r.44:10;UNREAD_BETWEEN:f111r.45:1;UNREAD_BETWEEN:f111r.45:3;UNREAD_BETWEEN:f111r.45:4;UNREAD_BETWEEN:f111r.45:5;UNREAD_BETWEEN:f111r.45:6;UNREAD_BETWEEN:f111r.45:8;UNREAD_BETWEEN:f111r.45:9;UNREAD_BETWEEN:f111r.45:10;UNREAD_BETWEEN:f111r.45:11;UNREAD_BETWEEN:f111r.45:12;UNREAD_BETWEEN:f111r.46:2;UNREAD_BETWEEN:f111r.46:3;UNREAD_BETWEEN:f111r.46:4;UNREAD_BETWEEN:f111r.46:5;UNREAD_BETWEEN:f111r.46:6;UNREAD_BETWEEN:f111r.46:8;UNREAD_BETWEEN:f111r.46:10;UNREAD_BETWEEN:f111r.46:13;UNREAD_BETWEEN:f111r.47:1;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f111r|f111r.44-f111r.47	M	f111r.47:3	f111r.44:5	sheo	UNREAD_BETWEEN:f111r.44:6;UNREAD_BETWEEN:f111r.44:7;UNREAD_BETWEEN:f111r.44:8;UNREAD_BETWEEN:f111r.44:9;UNREAD_BETWEEN:f111r.44:10;UNREAD_BETWEEN:f111r.45:1;UNREAD_BETWEEN:f111r.45:3;UNREAD_BETWEEN:f111r.45:4;UNREAD_BETWEEN:f111r.45:5;UNREAD_BETWEEN:f111r.45:6;UNREAD_BETWEEN:f111r.45:8;UNREAD_BETWEEN:f111r.45:9;UNREAD_BETWEEN:f111r.45:10;UNREAD_BETWEEN:f111r.45:11;UNREAD_BETWEEN:f111r.45:12;UNREAD_BETWEEN:f111r.46:2;UNREAD_BETWEEN:f111r.46:3;UNREAD_BETWEEN:f111r.46:4;UNREAD_BETWEEN:f111r.46:5;UNREAD_BETWEEN:f111r.46:6;UNREAD_BETWEEN:f111r.46:8;UNREAD_BETWEEN:f111r.46:10;UNREAD_BETWEEN:f111r.46:13;UNREAD_BETWEEN:f111r.47:1;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f111v|f111v.1-f111v.25	B	f111v.17:4	f111v.17:3	okaiin		0	0	recorded
C_A	ZL3b	f111v|f111v.1-f111v.25	J	f111v.17:4	f111v.17:3	okaiin		0	0	recorded
C_A	ZL3b	f111v|f111v.1-f111v.25	M	f111v.17:4	f111v.17:3	okaiin		0	0	recorded
C_A	ZL3b	f111v|f111v.26-f111v.28	B	f111v.27:2	f111v.26:4	qokain	UNREAD_BETWEEN:f111v.26:6;UNREAD_BETWEEN:f111v.26:7;UNREAD_BETWEEN:f111v.26:8;UNREAD_BETWEEN:f111v.26:9;UNREAD_BETWEEN:f111v.26:10;UNREAD_BETWEEN:f111v.26:11;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f111v|f111v.26-f111v.28	B	f111v.27:5	f111v.26:4	qokain	UNREAD_BETWEEN:f111v.26:6;UNREAD_BETWEEN:f111v.26:7;UNREAD_BETWEEN:f111v.26:8;UNREAD_BETWEEN:f111v.26:9;UNREAD_BETWEEN:f111v.26:10;UNREAD_BETWEEN:f111v.26:11;UNREAD_BETWEEN:f111v.27:3;UNREAD_BETWEEN:f111v.27:4;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f111v|f111v.26-f111v.28	J	f111v.27:2	f111v.26:4	qokain	UNREAD_BETWEEN:f111v.26:6;UNREAD_BETWEEN:f111v.26:7;UNREAD_BETWEEN:f111v.26:8;UNREAD_BETWEEN:f111v.26:9;UNREAD_BETWEEN:f111v.26:10;UNREAD_BETWEEN:f111v.26:11;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f111v|f111v.26-f111v.28	J	f111v.27:5	f111v.26:4	qokain	UNREAD_BETWEEN:f111v.26:6;UNREAD_BETWEEN:f111v.26:7;UNREAD_BETWEEN:f111v.26:8;UNREAD_BETWEEN:f111v.26:9;UNREAD_BETWEEN:f111v.26:10;UNREAD_BETWEEN:f111v.26:11;UNREAD_BETWEEN:f111v.27:3;UNREAD_BETWEEN:f111v.27:4;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
C_A	ZL3b	f111v|f111v.26-f111v.28	M	f111v.27:2	f111v.26:4	qokain	UNREAD_BETWEEN:f111v.26:6;UNREAD_BETWEEN:f111v.26:7;UNREAD_BETWEEN:f111v.26:8;UNREAD_BETWEEN:f111v.26:9;UNREAD_BETWEEN:f111v.26:10;UNREAD_BETWEEN:f111v.26:11;IMPLICIT_SUBJECT_CONTINUATION	0	0	recorded
