candidate	event	trigger	entity	property	obligation_type	required	assigned	verdict	basis
M_v01	17E02	f17r.4#8	17raw	wet	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v01	21E01	f21r.8#2	21raw	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v01	21E07	f21r.11#7	21dryrest	wet	assumed_input_requirement	true	false	CONDITIONAL_CONTRADICTION	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v01	32E01	f32v.7#2	32raw	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v01	32E05	f32v.9#1	32sample	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v01	29E01	f29v.1#3	29R	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v01	29E01	f29v.1#3	29C	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v01	29E02	f29v.1#6	29A	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v01	29E05	f29v.3#4	29powder	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v01	29E06	f29v.3#6	29portion	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v01	29E07	f29v.3#9	29fraction	settled	desired_end_state_not_observed	true	"""UNSPECIFIED"""	UNKNOWN	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v01	29E08	f29v.4#5	29Afine	above_ambient	assumed_input_requirement	true	"""UNSPECIFIED"""	UNKNOWN	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	17E02	f17r.4#8	17raw	wet	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	21E01	f21r.8#2	21raw	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	21E07	f21r.11#7	21mix3	wet	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	32E01	f32v.7#2	32raw	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	32E05	f32v.9#1	32sample	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	29E01	f29v.1#3	29R	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	29E01	f29v.1#3	29C	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	29E02	f29v.1#6	29A	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	29E04	f29v.3#3	29Acoarse	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	29E05	f29v.3#4	29powder	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	29E06	f29v.3#6	29portion	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	29E07	f29v.3#9	29fraction	settled	desired_end_state_not_observed	true	"""UNSPECIFIED"""	UNKNOWN	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
M_v02	29E08	f29v.4#5	29Afine	above_ambient	assumed_input_requirement	true	"""UNSPECIFIED"""	UNKNOWN	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	17E02	f17r.4#8	17raw	wet	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	21E01	f21r.8#2	21raw	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	21E07	f21r.11#7	21mix3	wet	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	32E01	f32v.7#2	32raw	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	32E05	f32v.9#1	32sample	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	29E01	f29v.1#3	29R	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	29E01	f29v.1#3	29C	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	29E02	f29v.1#6	29A	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	29E04	f29v.3#3	29Acoarse	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	29E05	f29v.3#4	29powder	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	29E06	f29v.3#6	29fraction	solid	assumed_input_requirement	true	true	CONDITIONAL_MATCH	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	29E07	f29v.3#9	29fraction	settled	desired_end_state_not_observed	true	"""UNSPECIFIED"""	UNKNOWN	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
I_v02	29E08	f29v.4#5	29Afine	above_ambient	assumed_input_requirement	true	"""UNSPECIFIED"""	UNKNOWN	jointly_assigned_meanings_states_and_bindings; not_independent_manuscript_observation
