pair_id	atomic_value_de	slot_code	joint_tuple_a	surface_palette_a	joint_tuple_b	surface_palette_b	events	owner_decisions	owner_plus_right_decisions	owner_rules	owner_right_rules	teaching_rule_de
P01	Abführung	S3_PROZESS_TRANSFER	ba8142680851f24c9ff2	lched	f2af6326898fb5b490a4	lochedy	2	2	0	B2_LOWER_POOL_EDGE_STATIONS=>f2af6326898fb5b490a4 || B2_UPPER_PAIRED_BASINS_AND_CYLINDER=>ba8142680851f24c9ff2	B2_LOWER_POOL_EDGE_STATIONS>>END=>f2af6326898fb5b490a4 || B2_UPPER_PAIRED_BASINS_AND_CYLINDER>>Langkontakt=>ba8142680851f24c9ff2	Erst Besitzer; nur bei zwei verbleibenden Karten den rechten Nachbarn lesen.
P02	Einsetzen	S5_ZIEL_ANWENDUNG	276a7c2d74d1143446f4	choky|oky|qoky	9ad66e67803a12e745de	chokchy|okchy|qokchy	13	7	6	B1_SHARED_TWO_ROW_POOL=>276a7c2d74d1143446f4 || B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE=>276a7c2d74d1143446f4 || B2_UPPER_PAIRED_BASINS_AND_CYLINDER=>276a7c2d74d1143446f4 || B3_LOWER_MARGIN_BASKET_VESSEL_STATION=>276a7c2d74d1143446f4 || B3_MAIN_ARCH_LINKED_PAIR=>276a7c2d74d1143446f4 || B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION=>276a7c2d74d1143446f4 || B4_MAIN_ARCH_LINKED_PAIR=>276a7c2d74d1143446f4 || Stängel-/Pflanzenteil der abgebildeten Pflanze=>276a7c2d74d1143446f4|9ad66e67803a12e745de || Wurzel und übrige Teile der abgebildeten Pflanze=>276a7c2d74d1143446f4|9ad66e67803a12e745de	B1_SHARED_TWO_ROW_POOL>>END=>276a7c2d74d1143446f4 || B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE>>Auslass=>276a7c2d74d1143446f4 || B2_UPPER_PAIRED_BASINS_AND_CYLINDER>>END=>276a7c2d74d1143446f4 || B3_LOWER_MARGIN_BASKET_VESSEL_STATION>>Umsetzen=>276a7c2d74d1143446f4 || B3_MAIN_ARCH_LINKED_PAIR>>Sollmaß=>276a7c2d74d1143446f4 || B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION>>END=>276a7c2d74d1143446f4 || B4_MAIN_ARCH_LINKED_PAIR>>Fortsetzung=>276a7c2d74d1143446f4 || Stängel-/Pflanzenteil der abgebildeten Pflanze>>Auftragsschluss=>276a7c2d74d1143446f4 || Stängel-/Pflanzenteil der abgebildeten Pflanze>>Auszugzugabe=>9ad66e67803a12e745de || Stängel-/Pflanzenteil der abgebildeten Pflanze>>Quellenzutatbindung=>9ad66e67803a12e745de || Stängel-/Pflanzenteil der abgebildeten Pflanze>>Stelle=>276a7c2d74d1143446f4 || Wurzel und übrige Teile der abgebildeten Pflanze>>Folgefortsetzung=>9ad66e67803a12e745de || Wurzel und übrige Teile der abgebildeten Pflanze>>Sollmaß=>276a7c2d74d1143446f4	Erst Besitzer; nur bei zwei verbleibenden Karten den rechten Nachbarn lesen.
P03	Folgefortsetzung	S1_BEZUG_FOLGE	497cbd9c7401810ff56b	otol	e8a6105b5c3a6220b440	qotchol	2	2	0	Wurzel und übrige Teile der abgebildeten Pflanze=>e8a6105b5c3a6220b440 || zweiter Arbeitsartikel unter demselben Pflanzenbild=>497cbd9c7401810ff56b	Wurzel und übrige Teile der abgebildeten Pflanze>>Fortsetzung=>e8a6105b5c3a6220b440 || zweiter Arbeitsartikel unter demselben Pflanzenbild>>Fortsetzung=>497cbd9c7401810ff56b	Erst Besitzer; nur bei zwei verbleibenden Karten den rechten Nachbarn lesen.
P04	Folgeposten	S1_BEZUG_FOLGE	a48efd6c4491a046ba78	qotchy	faf321940aed922846a9	otchey	3	3	0	B4_MAIN_ARCH_LINKED_PAIR=>faf321940aed922846a9 || Blütenkraut der abgebildeten Pflanze=>a48efd6c4491a046ba78 || Stängel-/Pflanzenteil der abgebildeten Pflanze=>faf321940aed922846a9	B4_MAIN_ARCH_LINKED_PAIR>>Langkontakt=>faf321940aed922846a9 || Blütenkraut der abgebildeten Pflanze>>Fortsetzungseinsatz=>a48efd6c4491a046ba78 || Stängel-/Pflanzenteil der abgebildeten Pflanze>>Kurzbindefortsetzung=>faf321940aed922846a9	Erst Besitzer; nur bei zwei verbleibenden Karten den rechten Nachbarn lesen.
P05	Kurzkontakt	S4_DAUER_ZUSTAND	08bd5ca0c2ad137a056d	okey|qokey	7db18b2f0fb7ed0fcfd3	qokedy	10	6	4	B1_SHARED_TWO_ROW_POOL=>08bd5ca0c2ad137a056d|7db18b2f0fb7ed0fcfd3 || B2_LOWER_POOL_EDGE_STATIONS=>08bd5ca0c2ad137a056d || B3_LOWER_MARGIN_BASKET_VESSEL_STATION=>7db18b2f0fb7ed0fcfd3 || B3_MAIN_ARCH_LINKED_PAIR=>7db18b2f0fb7ed0fcfd3 || B4_MAIN_ARCH_LINKED_PAIR=>7db18b2f0fb7ed0fcfd3	B1_SHARED_TWO_ROW_POOL>>END=>7db18b2f0fb7ed0fcfd3 || B1_SHARED_TWO_ROW_POOL>>Waschgang=>08bd5ca0c2ad137a056d || B2_LOWER_POOL_EDGE_STATIONS>>Zuführung=>08bd5ca0c2ad137a056d || B3_LOWER_MARGIN_BASKET_VESSEL_STATION>>END=>7db18b2f0fb7ed0fcfd3 || B3_MAIN_ARCH_LINKED_PAIR>>END=>7db18b2f0fb7ed0fcfd3 || B4_MAIN_ARCH_LINKED_PAIR>>END=>7db18b2f0fb7ed0fcfd3	Erst Besitzer; nur bei zwei verbleibenden Karten den rechten Nachbarn lesen.
P06	Kurzvorbereitung	S4_DAUER_ZUSTAND	6b89d6dd70635bc60fe0	qcthey|shcthey	cb57b696b815fdef9cb7	shecthy	3	3	0	B2_LOWER_GREEN_MULTI_FIGURE_POOL=>6b89d6dd70635bc60fe0 || B3_LOWER_MARGIN_BASKET_VESSEL_STATION=>6b89d6dd70635bc60fe0 || B3_MARGIN_TO_MAIN_GAP_UNRESOLVED=>cb57b696b815fdef9cb7	B2_LOWER_GREEN_MULTI_FIGURE_POOL>>Langkontakt=>6b89d6dd70635bc60fe0 || B3_LOWER_MARGIN_BASKET_VESSEL_STATION>>Kurzkontakt=>6b89d6dd70635bc60fe0 || B3_MARGIN_TO_MAIN_GAP_UNRESOLVED>>Diesposten=>cb57b696b815fdef9cb7	Erst Besitzer; nur bei zwei verbleibenden Karten den rechten Nachbarn lesen.
P07	Langkontakt	S4_DAUER_ZUSTAND	0275fbf14e07935b0a45	okeey|qokeey	7d25241b0e56c836372a	qokeedy	17	9	8	B1_SHARED_TWO_ROW_POOL=>0275fbf14e07935b0a45 || B2_LOWER_GREEN_MULTI_FIGURE_POOL=>0275fbf14e07935b0a45 || B2_LOWER_POOL_EDGE_STATIONS=>7d25241b0e56c836372a || B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE=>0275fbf14e07935b0a45 || B2_MIDDLE_RIGHT_AMBIGUOUS_STATION=>7d25241b0e56c836372a || B2_UPPER_PAIRED_BASINS_AND_CYLINDER=>0275fbf14e07935b0a45|7d25241b0e56c836372a || B3_MAIN_ARCH_LINKED_PAIR=>0275fbf14e07935b0a45|7d25241b0e56c836372a || B3_MARGIN_TO_MAIN_GAP_UNRESOLVED=>7d25241b0e56c836372a || B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION=>7d25241b0e56c836372a || B4_MAIN_ARCH_LINKED_PAIR=>0275fbf14e07935b0a45|7d25241b0e56c836372a	B1_SHARED_TWO_ROW_POOL>>Fortsetzung=>0275fbf14e07935b0a45 || B2_LOWER_GREEN_MULTI_FIGURE_POOL>>Klarabzug=>0275fbf14e07935b0a45 || B2_LOWER_POOL_EDGE_STATIONS>>END=>7d25241b0e56c836372a || B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE>>Einsetzen=>0275fbf14e07935b0a45 || B2_MIDDLE_RIGHT_AMBIGUOUS_STATION>>END=>7d25241b0e56c836372a || B2_UPPER_PAIRED_BASINS_AND_CYLINDER>>END=>7d25241b0e56c836372a || B2_UPPER_PAIRED_BASINS_AND_CYLINDER>>Trennabzug=>0275fbf14e07935b0a45 || B3_MAIN_ARCH_LINKED_PAIR>>END=>7d25241b0e56c836372a || B3_MAIN_ARCH_LINKED_PAIR>>Kurzkontakt=>0275fbf14e07935b0a45 || B3_MARGIN_TO_MAIN_GAP_UNRESOLVED>>END=>7d25241b0e56c836372a || B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION>>END=>7d25241b0e56c836372a || B4_MAIN_ARCH_LINKED_PAIR>>END=>7d25241b0e56c836372a || B4_MAIN_ARCH_LINKED_PAIR>>Einsetzen=>0275fbf14e07935b0a45 || B4_MAIN_ARCH_LINKED_PAIR>>Kurzkontakt=>0275fbf14e07935b0a45	Erst Besitzer; nur bei zwei verbleibenden Karten den rechten Nachbarn lesen.
P08	Langsammlung	S3_PROZESS_TRANSFER	1bfd786e6b8b63734a59	solkeey	3b70942557b3a40e8030	olkeedy|solkeedy	4	4	0	B1_SHARED_TWO_ROW_POOL=>3b70942557b3a40e8030 || B3_MAIN_ARCH_LINKED_PAIR=>3b70942557b3a40e8030 || B3_UPPER_MARGIN_OPEN_FAN_STATION=>3b70942557b3a40e8030 || B6_RIGHT_S_RUN_MULTIPORT_STATION=>1bfd786e6b8b63734a59	B1_SHARED_TWO_ROW_POOL>>END=>3b70942557b3a40e8030 || B3_MAIN_ARCH_LINKED_PAIR>>END=>3b70942557b3a40e8030 || B3_UPPER_MARGIN_OPEN_FAN_STATION>>END=>3b70942557b3a40e8030 || B6_RIGHT_S_RUN_MULTIPORT_STATION>>Kurzbearbeitung=>1bfd786e6b8b63734a59	Erst Besitzer; nur bei zwei verbleibenden Karten den rechten Nachbarn lesen.
P09	Langwärmen	S4_DAUER_ZUSTAND	a84fbe3ad380df345b97	chkeedy	f0db6d30cd34f4cb2a4d	chkeey	2	2	0	B2_UPPER_PAIRED_BASINS_AND_CYLINDER=>f0db6d30cd34f4cb2a4d || B3_UPPER_MARGIN_OPEN_FAN_STATION=>a84fbe3ad380df345b97	B2_UPPER_PAIRED_BASINS_AND_CYLINDER>>abziehen=>f0db6d30cd34f4cb2a4d || B3_UPPER_MARGIN_OPEN_FAN_STATION>>END=>a84fbe3ad380df345b97	Erst Besitzer; nur bei zwei verbleibenden Karten den rechten Nachbarn lesen.
P10	Rücknahmeschluss	S3_PROZESS_TRANSFER	2e2027b1951d79911e24	tchody	97cc9ac109148723c472	ody	2	2	0	Blattmaterial der abgebildeten Pflanze=>97cc9ac109148723c472 || Blütenkraut der abgebildeten Pflanze=>2e2027b1951d79911e24	Blattmaterial der abgebildeten Pflanze>>END=>97cc9ac109148723c472 || Blütenkraut der abgebildeten Pflanze>>END=>2e2027b1951d79911e24	Erst Besitzer; nur bei zwei verbleibenden Karten den rechten Nachbarn lesen.
